rank,age,nationality,name,NHL/NextYear,NHL/Ever,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
266,18,CA,Ben Harpur,0,1,D,67,3,13,16,69,34,0,0,0,0.045,0.194,0.239
267,18,CA,Alex Yuill,0,0,D,67,3,13,16,24,-2,0,0,0,0.045,0.194,0.239
268,19,CA,Alex Gudbranson,0,0,D,66,7,8,15,76,8,1,0,0,0.106,0.121,0.227
269,17,CA,Jeffrey Gilligan,0,0,F,63,3,12,15,40,-8,2,0,0,0.048,0.19,0.238
270,16,CA,Justin Lemcke,0,0,D,50,2,13,15,39,-7,1,0,0,0.04,0.26,0.3
271,16,CA,Matt Spencer,0,0,D,64,1,14,15,33,5,0,0,1,0.016,0.219,0.234
272,18,CA,Connor Brown,0,0,F,67,12,2,14,57,-23,0,0,4,0.179,0.03,0.209
273,17,CA,Matt Gillard,0,0,F,45,8,6,14,2,-9,0,0,2,0.178,0.133,0.311
274,17,RU,Alexander Mikulovich,0,0,D,57,7,7,14,57,-14,3,0,2,0.123,0.123,0.246
275,17,CA,Owen MacDonald,0,0,F,47,7,7,14,31,3,0,1,0,0.149,0.149,0.298
276,17,CA,Jonathan Duchesne,0,0,D,64,6,8,14,83,-30,1,0,1,0.094,0.125,0.219
277,18,CA,Mathew Santos,0,0,F,63,6,8,14,48,5,0,0,2,0.095,0.127,0.222
278,18,US,Danny Vanderwiel,0,0,F,57,6,8,14,31,-7,0,1,0,0.105,0.14,0.246
279,17,US,Christian Dvorak,0,1,F,33,6,8,14,0,8,1,1,2,0.182,0.242,0.424
280,17,CA,Brett Hargrave,0,0,F,59,5,9,14,51,-14,1,0,2,0.085,0.153,0.237
281,17,CA,Damian Bourne,0,0,F,49,5,9,14,74,-17,0,0,1,0.102,0.184,0.286
282,20,CA,Jake Worrad,0,0,D,41,5,9,14,26,-8,2,0,1,0.122,0.22,0.341
283,16,CA,Sam Harding,0,0,F,63,3,11,14,19,2,1,0,0,0.048,0.175,0.222
284,18,US,Mitch Jones,0,0,D,62,3,11,14,127,-11,1,1,0,0.048,0.177,0.226
285,17,CA,Greg DiTomaso,0,0,D,64,2,12,14,35,-20,0,0,0,0.031,0.188,0.219
286,17,RU,Artyom Rasulov,0,0,F,51,2,12,14,15,-18,0,0,0,0.039,0.235,0.275
287,17,CA,Daniel De Sousa,0,0,D,43,2,12,14,32,18,0,0,0,0.047,0.279,0.326
288,18,CH,Phil Baltisberger,0,0,D,57,1,13,14,36,25,1,0,0,0.018,0.228,0.246
289,18,US,Miles Liberati,0,0,D,65,9,4,13,37,0,2,0,4,0.138,0.062,0.2
290,18,CA,Danny Desrochers,0,0,F,64,6,7,13,45,-3,0,0,1,0.094,0.109,0.203
291,19,CA,Joel Wigle,0,0,F,41,6,7,13,69,1,0,0,0,0.146,0.171,0.317
292,17,CA,Cordell James,0,0,F,66,5,8,13,22,10,0,0,0,0.076,0.121,0.197
293,16,CA,Cullen Mercer,0,0,F,68,4,9,13,20,-9,0,0,0,0.059,0.132,0.191
294,18,CA,Nick Zottl,0,0,D,65,4,9,13,96,-15,2,0,0,0.062,0.138,0.2
295,17,CA,Josh Maguire,0,0,F,59,4,9,13,44,-3,0,0,0,0.068,0.153,0.22
296,17,CA,Brandon Lindberg,0,0,F,55,4,9,13,22,-26,1,1,0,0.073,0.164,0.236
297,19,CA,Connor Jarvis,0,0,F,52,4,9,13,18,2,0,0,0,0.077,0.173,0.25
298,17,RU,Alexander Protapovich,0,0,F,47,4,9,13,16,-14,2,0,0,0.085,0.191,0.277
299,17,CA,Darren Raddysh,0,0,D,60,3,10,13,27,26,1,0,0,0.05,0.167,0.217
300,17,CA,Jared Steege,0,0,F,48,5,7,12,16,5,0,0,0,0.104,0.146,0.25
301,16,CA,Hayden McCool,0,0,F,57,2,10,12,28,-23,1,0,0,0.035,0.175,0.211
302,19,CA,Josh Brown,0,0,D,56,2,10,12,83,7,0,0,0,0.036,0.179,0.214
303,18,CA,Evan De Haan,0,0,D,54,2,10,12,12,-6,0,0,0,0.037,0.185,0.222
304,17,US,Blake Clarke,0,0,F,54,2,10,12,26,-2,0,0,0,0.037,0.185,0.222
305,17,CA,Kyle Wood,0,0,D,33,2,10,12,21,15,2,0,1,0.061,0.303,0.364
306,19,CA,Josh Chapman,0,0,D,56,1,11,12,154,-14,0,0,0,0.018,0.196,0.214
307,19,CA,Connor Boland,0,0,D,67,3,8,11,76,-9,0,0,0,0.045,0.119,0.164
308,19,CA,Loren Ulett,0,0,D,54,3,8,11,68,11,0,0,0,0.056,0.148,0.204
309,17,CA,Trent Mallette,0,0,F,51,3,8,11,32,9,0,0,1,0.059,0.157,0.216
310,18,CA,Jacob Graves,0,0,D,62,2,9,11,130,-24,0,0,1,0.032,0.145,0.177
311,18,CA,Steven Varga,0,0,D,56,2,9,11,8,-11,1,0,0,0.036,0.161,0.196
312,17,CA,Justin Bean,0,0,D,44,1,10,11,12,-10,0,0,0,0.023,0.227,0.25
313,16,CA,Kyle Capobianco,0,0,D,53,0,11,11,18,-3,0,0,0,0,0.208,0.208
314,16,CA,Adam Craievich,0,0,F,41,6,4,10,17,-2,0,0,2,0.146,0.098,0.244
315,16,US,Ryan Moore,0,0,F,65,5,5,10,33,-10,1,0,1,0.077,0.077,0.154
316,17,CA,Kyle Pettit,0,0,F,53,5,5,10,24,3,0,1,2,0.094,0.094,0.189
317,17,CA,Everett Clark,0,0,F,48,4,6,10,55,0,0,0,0,0.083,0.125,0.208
318,20,CA,Ben Fanelli,0,0,D,63,3,7,10,70,-27,1,0,0,0.048,0.111,0.159
319,17,CA,Marc Stevens,0,0,F,43,2,8,10,39,2,0,0,0,0.047,0.186,0.233
320,18,CA,Mac Clutsam,0,0,D,57,1,9,10,18,10,0,0,0,0.018,0.158,0.175
321,18,CA,Aidan Wallace,0,0,F,54,7,2,9,29,4,0,1,2,0.13,0.037,0.167
322,16,CA,Noah Bushnell,0,0,F,62,6,3,9,92,-29,0,0,0,0.097,0.048,0.145
323,18,CA,Chadd Bauman,0,0,D,66,5,4,9,74,7,1,0,0,0.076,0.061,0.136
324,18,SE,Gilbert Gabor,0,0,F,58,5,4,9,64,-6,0,0,1,0.086,0.069,0.155
325,19,CA,Nathan Cull,0,0,F,54,5,4,9,63,-12,1,0,1,0.093,0.074,0.167
326,17,CA,Ben Hughes,0,0,F,52,4,5,9,23,-21,1,0,1,0.077,0.096,0.173
327,19,CA,Justice Dundas,0,0,F,51,4,5,9,96,-5,0,0,1,0.078,0.098,0.176
328,16,CA,Austin Gerhart,0,0,F,59,3,6,9,8,-14,1,0,0,0.051,0.102,0.153
329,17,CA,Alex Peters,0,0,D,50,3,6,9,44,-3,0,1,1,0.06,0.12,0.18
330,18,US,Travis Wood,0,0,F,29,3,6,9,8,4,0,0,0,0.103,0.207,0.31
331,17,RU,Dmitri Sergeyev,0,0,D,49,2,7,9,22,5,1,0,0,0.041,0.143,0.184
332,17,US,Josh Wesley,0,0,D,68,1,8,9,62,-6,0,0,0,0.015,0.118,0.132
333,17,CA,C.J. Garcia,0,0,D,52,1,8,9,27,2,0,0,0,0.019,0.154,0.173
334,16,CA,Mike Davies,0,0,F,60,5,3,8,28,-12,0,0,1,0.083,0.05,0.133
335,18,CA,Mack Lemmon,0,0,F,58,4,4,8,126,-22,0,0,0,0.069,0.069,0.138
336,18,CA,Connor Sills,0,0,F,56,4,4,8,66,-15,1,1,0,0.071,0.071,0.143
337,17,CA,Andrew Ming,0,0,F,54,4,4,8,18,-12,0,0,0,0.074,0.074,0.148
338,17,CA,Stephen Desrocher,0,0,D,43,4,4,8,6,6,3,0,0,0.093,0.093,0.186
339,17,CA,Matt Schmalz,0,0,F,66,3,5,8,60,-23,0,0,2,0.045,0.076,0.121
340,18,CA,Scott Teskey,0,0,F,58,3,5,8,6,-19,0,0,1,0.052,0.086,0.138
341,17,CA,Cody Caron,0,0,F,57,3,5,8,80,-22,1,0,0,0.053,0.088,0.14
342,19,CA,Liam Maaskant,0,0,D,51,3,5,8,53,3,0,0,1,0.059,0.098,0.157
343,19,US,Chase Hatcher,0,0,F,35,3,5,8,35,-9,0,0,0,0.086,0.143,0.229
344,16,US,Troy Henley,0,0,D,56,2,6,8,26,-15,0,0,0,0.036,0.107,0.143
345,18,CA,Jacob Jammes,0,0,F,42,2,6,8,16,-17,0,0,1,0.048,0.143,0.19
346,17,CA,Patrick Sanvido,0,0,D,64,1,7,8,82,-21,1,0,0,0.016,0.109,0.125
347,18,CA,Adam Bateman,0,0,D,43,1,7,8,20,-5,0,0,0,0.023,0.163,0.186
348,16,CA,Garrett McFadden,0,0,D,42,1,7,8,10,8,0,0,0,0.024,0.167,0.19
349,18,CA,Patrick Murphy,0,0,D,35,5,2,7,0,4,0,0,0,0.143,0.057,0.2
350,17,US,Chandler Yakimowicz,0,0,F,33,3,4,7,45,11,0,0,0,0.091,0.121,0.212
351,16,CA,Adam Laishram,0,0,F,49,2,5,7,8,-9,0,0,1,0.041,0.102,0.143
352,18,DE,Tim Bender,0,0,D,45,2,5,7,16,15,0,0,1,0.044,0.111,0.156
353,17,CA,Matt Watson,0,0,D,30,2,5,7,13,2,0,0,0,0.067,0.167,0.233
354,20,US,Nick Malysa,0,0,D,67,1,6,7,67,-31,0,0,0,0.015,0.09,0.104
355,16,CA,Johnny Corneil,0,0,F,39,4,2,6,12,-10,0,0,0,0.103,0.051,0.154
356,20,CA,Brian Hughes,0,0,F,38,4,2,6,13,-4,1,1,0,0.105,0.053,0.158
357,16,CA,Ethan Szypula,0,0,F,65,3,3,6,14,3,0,0,0,0.046,0.046,0.092
358,16,CA,Jake Bricknell,0,0,F,55,2,4,6,62,-16,0,0,0,0.036,0.073,0.109
359,17,CA,Matteo Ciccarelli,0,0,F,48,2,4,6,34,-18,0,0,0,0.042,0.083,0.125
360,16,CA,Tyler MacArthur,0,0,D,57,1,5,6,39,1,0,0,0,0.018,0.088,0.105
361,17,CA,Zachary Core,0,0,D,55,1,5,6,33,-33,0,0,0,0.018,0.091,0.109
362,16,US,Zach Wilkie,0,0,D,35,1,5,6,35,-2,0,0,0,0.029,0.143,0.171
363,17,US,Charley Graaskamp,0,0,F,11,1,5,6,8,8,0,0,1,0.091,0.455,0.545
364,19,CA,Lucas Venuto,0,0,F,10,1,5,6,9,0,0,0,0,0.1,0.5,0.6
365,19,CA,Adam Bignell,0,0,D,63,0,6,6,86,-31,0,0,0,0,0.095,0.095
366,17,SK,Adrian Sloboda,0,0,D,45,0,6,6,24,-13,0,0,0,0,0.133,0.133
367,18,CA,Mark Raycroft,0,0,D,51,4,1,5,16,-25,1,0,0,0.078,0.02,0.098
368,17,CA,Nick Pastorious,0,0,F,36,3,2,5,46,1,0,0,0,0.083,0.056,0.139
369,17,CA,Alexandre Renaud,0,0,F,46,2,3,5,30,-17,0,0,0,0.043,0.065,0.109
370,16,CA,Bryce Yetman,0,0,F,39,2,3,5,12,-11,1,0,0,0.051,0.077,0.128
371,18,FI,Jimi Kuronen,0,0,D,35,2,3,5,2,1,0,0,0,0.057,0.086,0.143
372,19,CA,Ty Bilcke,0,0,F,66,1,4,5,103,-3,0,0,0,0.015,0.061,0.076
373,18,CA,Matt McCartney,0,0,F,57,1,4,5,69,-6,0,0,0,0.018,0.07,0.088
374,19,CA,Brandon Belding,0,0,F,47,1,4,5,123,-9,0,0,0,0.021,0.085,0.106
375,17,CA,Brandon Hughes,0,0,F,31,1,4,5,8,3,0,0,0,0.032,0.129,0.161
376,20,CA,Mike Robinson,0,0,F,19,1,4,5,17,5,1,0,0,0.053,0.211,0.263
377,16,CA,Colton White,0,0,D,57,0,5,5,2,10,0,0,0,0,0.088,0.088
378,19,CA,Jake Paterson,0,0,G,45,0,5,5,2,,0,0,0,0,0.111,0.111
379,17,CA,Aiden Jamieson,0,0,D,24,0,5,5,4,3,0,0,0,0,0.208,0.208
380,17,CA,Patrick White,0,0,F,37,4,0,4,2,-12,0,0,0,0.108,0,0.108
381,17,CA,Justin Brack,0,0,F,67,2,2,4,55,-12,0,0,0,0.03,0.03,0.06
382,18,SK,Matej Paulovic,0,0,F,18,2,2,4,4,-4,0,0,0,0.111,0.111,0.222
383,17,CA,Dylan DiPerna,0,0,D,57,1,3,4,47,-9,0,0,0,0.018,0.053,0.07
384,16,CA,Liam Dunda,0,0,F,50,1,3,4,56,-11,0,0,0,0.02,0.06,0.08
385,17,CA,Owen McDade,0,0,F,44,1,3,4,22,-2,0,0,0,0.023,0.068,0.091
386,17,US,Vincent Scognamiglio,0,0,F,41,1,3,4,74,-8,1,0,1,0.024,0.073,0.098
387,18,CA,Tait Seguin,0,0,F,38,1,3,4,46,0,0,0,0,0.026,0.079,0.105
388,19,US,Steve Duda,0,0,D,23,1,3,4,12,0,0,0,0,0.043,0.13,0.174
389,19,CA,Brody Silk,0,0,F,12,1,3,4,2,-6,0,0,0,0.083,0.25,0.333
390,16,CA,Riley Bruce,0,0,D,57,0,4,4,39,-18,0,0,0,0,0.07,0.07
391,17,CA,Graeme Brown,0,0,D,53,0,4,4,35,-5,0,0,0,0,0.075,0.075
392,16,CA,Ryan Orban,0,0,D,42,0,4,4,21,1,0,0,0,0,0.095,0.095
393,20,US,Alex Lepkowski,0,0,D,25,0,4,4,37,0,0,0,0,0,0.16,0.16
394,19,CA,Spenser Cobbold,0,0,F,7,0,4,4,10,-1,0,0,0,0,0.571,0.571
395,18,US,John Urbanic,0,0,F,60,3,0,3,73,-17,0,0,0,0.05,0,0.05
396,17,CA,Conor Cummins,0,0,D,51,2,1,3,24,2,0,0,0,0.039,0.02,0.059
397,17,CA,Quentin Maksimovich,0,0,F,33,2,1,3,17,-3,0,0,1,0.061,0.03,0.091
398,16,CA,Nathan Bastian,0,0,F,21,2,1,3,6,-5,0,0,0,0.095,0.048,0.143
399,19,CA,Nathan Mater,0,0,F,4,2,1,3,4,3,0,1,0,0.5,0.25,0.75
400,16,CA,Connor Schlichting,0,0,D,51,1,2,3,35,-30,0,0,0,0.02,0.039,0.059
401,16,CA,Ryan Heeps,0,0,F,50,1,2,3,17,-6,1,0,1,0.02,0.04,0.06
402,18,CA,Jimmy Soper,0,0,F,50,1,2,3,31,-16,0,0,0,0.02,0.04,0.06
403,16,US,Douglas Blaisdell,0,0,D,49,1,2,3,19,-20,0,0,0,0.02,0.041,0.061
404,18,CA,Alex Carnevale,0,0,F,31,1,2,3,6,-12,0,0,0,0.032,0.065,0.097
405,18,CA,Mike Vlajkov,0,0,D,2,1,2,3,2,-2,1,0,0,0.5,1,1.5
406,19,CA,Cory Genovese,0,0,D,58,0,3,3,91,14,0,0,0,0,0.052,0.052
407,18,CA,Alex Fotinos,0,0,G,38,0,3,3,0,,0,0,0,0,0.079,0.079
408,17,CA,Josh Carrick,0,0,D,31,0,3,3,26,5,0,0,0,0,0.097,0.097
409,17,CA,Keigan Goetz,0,0,F,26,0,3,3,27,0,0,0,0,0,0.115,0.115
410,20,CA,Chris Festarini,0,0,G,20,0,3,3,4,,0,0,0,0,0.15,0.15
411,18,CA,Jared Gilbert,0,0,D,19,0,3,3,14,-8,0,0,0,0,0.158,0.158
412,19,CA,Andres Kopstals,0,0,F,17,0,3,3,8,-13,0,0,0,0,0.176,0.176
413,17,CA,Andrew Abou-Assaly,0,0,F,38,2,0,2,6,-17,1,0,0,0.053,0,0.053
414,17,CA,Jordan Addesi,0,0,F,22,2,0,2,19,-6,0,0,1,0.091,0,0.091
415,18,CA,Alex Annecchiarico,0,0,F,51,1,1,2,77,-2,0,0,0,0.02,0.02,0.039
416,17,CA,Connor Graham,0,0,F,48,1,1,2,31,-24,0,0,0,0.021,0.021,0.042
417,18,CA,Matt Hore,0,0,F,30,1,1,2,6,-6,0,0,0,0.033,0.033,0.067
418,20,CA,Erik Robichaud,0,0,F,15,1,1,2,4,-7,0,0,0,0.067,0.067,0.133
419,18,CA,Ryan Vendramin,0,0,F,13,1,1,2,0,-3,0,0,0,0.077,0.077,0.154
420,19,US,Nathan Glass,0,0,D,10,1,1,2,0,-3,0,0,1,0.1,0.1,0.2
421,16,CA,Zach Senyshyn,0,0,F,4,1,1,2,0,-1,1,0,0,0.25,0.25,0.5
422,17,US,Alexander Nedeljkovic,0,0,G,61,0,2,2,6,,0,0,0,0,0.033,0.033
423,20,CA,Frank Palazzese,0,0,G,60,0,2,2,10,,0,0,0,0,0.033,0.033
424,20,US,Matt Mahalak,0,0,G,51,0,2,2,0,,0,0,0,0,0.039,0.039
425,19,CA,Matt Murray,0,0,G,49,0,2,2,0,,0,0,0,0,0.041,0.041
426,19,CA,Taylor Dupuis,0,0,G,48,0,2,2,0,,0,0,0,0,0.042,0.042
427,18,CA,Brian Brosnan,0,0,D,45,0,2,2,25,-27,0,0,0,0,0.044,0.044
428,17,CA,Brody Morris,0,0,D,44,0,2,2,29,-10,0,0,0,0,0.045,0.045
429,19,CA,Jake Patterson,0,0,G,39,0,2,2,2,,0,0,0,0,0.051,0.051
430,19,US,Anthony Stolarz,0,0,G,35,0,2,2,4,,0,0,0,0,0.057,0.057
431,19,CA,Brendan O'Neill,0,0,G,33,0,2,2,0,,0,0,0,0,0.061,0.061
432,16,CA,Cameron Lizotte,0,0,D,33,0,2,2,22,6,0,0,0,0,0.061,0.061
433,18,US,Devin Williams,0,0,G,31,0,2,2,8,,0,0,0,0,0.065,0.065
434,17,CA,Matthew Mancina,0,0,G,28,0,2,2,0,,0,0,0,0,0.071,0.071
435,18,CA,Lucas Peressini,0,0,G,25,0,2,2,0,,0,0,0,0,0.08,0.08
436,17,CA,David Eccles,0,0,D,25,0,2,2,7,-7,0,0,0,0,0.08,0.08
437,18,US,Taylor Davis,0,0,D,21,0,2,2,4,-7,0,0,0,0,0.095,0.095
438,18,CA,Jason Da Silva,0,0,G,20,0,2,2,0,,0,0,0,0,0.1,0.1
439,17,CA,Trevor Dulong,0,0,F,18,0,2,2,6,-6,0,0,0,0,0.111,0.111
440,18,US,Ryan Hutchinson,0,0,D,16,0,2,2,27,3,0,0,0,0,0.125,0.125
441,17,CA,James Mense-Dietrich,0,0,F,8,0,2,2,0,-1,0,0,0,0,0.25,0.25
442,16,CA,Ted Nichol,0,0,F,6,0,2,2,0,2,0,0,0,0,0.333,0.333
443,17,CA,Chris Cobham,0,0,F,40,1,0,1,23,-5,0,0,0,0.025,0,0.025
444,16,CA,Michael Holmes,0,0,D,32,1,0,1,10,-6,0,0,0,0.031,0,0.031
445,20,CA,Paxton Leroux,0,0,F,14,1,0,1,34,-3,0,0,0,0.071,0,0.071
446,18,CA,Nicholas Sproviero,0,0,F,13,1,0,1,6,-5,0,0,0,0.077,0,0.077
447,18,CA,Owen Stewart,0,0,D,12,1,0,1,8,3,0,0,0,0.083,0,0.083
448,17,CA,Austin Veleke,0,0,F,7,1,0,1,6,-2,0,0,0,0.143,0,0.143
449,19,CA,Dylan Staples,0,0,F,4,1,0,1,0,-1,0,0,0,0.25,0,0.25
450,18,CA,Spencer Martin,0,0,G,64,0,1,1,14,,0,0,0,0,0.016,0.016
451,20,CA,Philippe Trudeau,0,0,G,63,0,1,1,4,,0,0,0,0,0.016,0.016
452,17,CA,Connor Burgess,0,0,F,59,0,1,1,17,-12,0,0,0,0,0.017,0.017
453,18,CA,Justin Nichols,0,0,G,50,0,1,1,2,,0,0,0,0,0.02,0.02
454,17,CA,Mackenzie Blackwood,0,0,G,45,0,1,1,2,,0,0,0,0,0.022,0.022
455,18,CA,Jordan DeKort,0,0,G,41,0,1,1,6,,0,0,0,0,0.024,0.024
456,17,CA,Brent Moran,0,0,G,40,0,1,1,0,,0,0,0,0,0.025,0.025
457,17,CA,Kyle Locke,0,0,D,40,0,1,1,54,10,0,0,0,0,0.025,0.025
458,19,CA,Dalen Kuchmey,0,0,G,36,0,1,1,0,,0,0,0,0,0.028,0.028
459,18,US,Matthew Greenfield,0,0,G,35,0,1,1,0,,0,0,0,0,0.029,0.029
460,16,CA,Mitchell Webb,0,0,F,34,0,1,1,12,-10,0,0,0,0,0.029,0.029
461,18,RU,Nikita Serebryakov,0,0,G,28,0,1,1,0,,0,0,0,0,0.036,0.036
462,16,CA,Mike Baird,0,0,F,28,0,1,1,27,-9,0,0,0,0,0.036,0.036
463,18,CA,Ken Appleby,0,0,G,24,0,1,1,4,,0,0,0,0,0.042,0.042
464,17,CA,Justin Felker,0,0,D,24,0,1,1,6,-5,0,0,0,0,0.042,0.042
465,16,CA,Maurizio Colella,0,0,F,23,0,1,1,4,-4,0,0,0,0,0.043,0.043
466,16,CA,Brendan Trottier,0,0,F,16,0,1,1,4,-6,0,0,0,0,0.063,0.063
467,16,CA,Connor Walters,0,0,D,15,0,1,1,0,2,0,0,0,0,0.067,0.067
468,16,CA,Jacob Cascagnette,0,0,F,13,0,1,1,0,-2,0,0,0,0,0.077,0.077
469,16,CA,Austin Clapham,0,0,D,12,0,1,1,2,5,0,0,0,0,0.083,0.083
470,16,CA,Troy Timpano,0,0,G,12,0,1,1,0,,0,0,0,0,0.083,0.083
471,17,CA,Liam Herbst,0,0,G,10,0,1,1,0,,0,0,0,0,0.1,0.1
472,18,CA,Mitchell Dempsey,0,0,F,8,0,1,1,10,-3,0,0,0,0,0.125,0.125
473,16,CA,Andrew Burns,0,0,D,7,0,1,1,0,-4,0,0,0,0,0.143,0.143
474,18,CA,Cody Thompson,0,0,F,7,0,1,1,5,0,0,0,0,0,0.143,0.143
475,16,CA,Alex Di Carlo,0,0,D,5,0,1,1,0,0,0,0,0,0,0.2,0.2
476,16,CA,Daniel Robertson,0,0,D,5,0,1,1,0,1,0,0,0,0,0.2,0.2
477,17,CA,Medric Mercier,0,0,D,2,0,1,1,2,1,0,0,0,0,0.5,0.5
478,18,CA,Marselis Subban,0,0,D,2,0,1,1,0,-2,0,0,0,0,0.5,0.5
479,19,US,Brandon Hope,0,0,G,54,0,0,0,8,,0,0,0,0,0,0
480,18,CA,Charlie Graham,0,0,G,53,0,0,0,2,,0,0,0,0,0,0
481,19,CA,Daniel Altshuller,0,0,G,52,0,0,0,9,,0,0,0,0,0,0
482,20,CA,Andrew D'Agostini,0,0,G,49,0,0,0,9,,0,0,0,0,0,0
483,19,SE,Oscar Dansk,0,0,G,42,0,0,0,8,,0,0,0,0,0,0
484,18,CA,Jacob Smith,0,0,G,42,0,0,0,2,,0,0,0,0,0,0
485,16,CA,David Zeppieri,0,0,F,35,0,0,0,22,-5,0,0,0,0,0,0
486,17,CA,Cam Hughes,0,0,F,34,0,0,0,14,-4,0,0,0,0,0,0
487,18,CA,Michael Giugovaz,0,0,G,30,0,0,0,2,,0,0,0,0,0,0
488,18,SK,Daniel Gibl,0,0,G,27,0,0,0,0,,0,0,0,0,0,0
489,19,CA,Brodie Barrick,0,0,G,25,0,0,0,8,,0,0,0,0,0,0
490,18,CA,Jack Flinn,0,0,G,21,0,0,0,0,,0,0,0,0,0,0
491,17,US,Brandon Halverson,0,0,G,19,0,0,0,2,,0,0,0,0,0,0
492,16,CA,Liam Murray,0,0,D,19,0,0,0,11,2,0,0,0,0,0,0
493,16,CA,Zach Bowman,0,0,G,14,0,0,0,0,,0,0,0,0,0,0
494,17,CA,Dawson Carty,0,0,G,12,0,0,0,0,,0,0,0,0,0,0
495,19,CA,Blake Richard,0,0,G,12,0,0,0,4,,0,0,0,0,0,0
496,17,CA,Calvin Gomes,0,0,F,12,0,0,0,2,1,0,0,0,0,0,0
497,17,CA,Tristen Elie,0,0,F,11,0,0,0,0,-3,0,0,0,0,0,0
498,17,CA,Keegan Blasby,0,0,F,11,0,0,0,5,-3,0,0,0,0,0,0
499,19,US,John Bowen,0,0,D,9,0,0,0,4,-1,0,0,0,0,0,0
500,20,CA,Tyson Teichmann,0,0,G,9,0,0,0,0,,0,0,0,0,0,0
501,19,CA,Ryan Duhaime,0,0,D,9,0,0,0,7,-7,0,0,0,0,0,0
502,18,CA,Jayme Forslund,0,0,D,9,0,0,0,4,1,0,0,0,0,0,0
503,17,CA,Anthony Kotsovos,0,0,D,9,0,0,0,6,1,0,0,0,0,0,0
504,18,CA,Jacob Blair,0,0,G,8,0,0,0,0,,0,0,0,0,0,0
505,17,CA,Kris Bennett,0,0,F,8,0,0,0,0,0,0,0,0,0,0,0
506,17,CA,Sam Berg,0,0,F,8,0,0,0,16,-3,0,0,0,0,0,0
507,17,CA,Shawn Tessier,0,0,D,7,0,0,0,2,-2,0,0,0,0,0,0
508,16,CA,Josh Defarias,0,0,D,7,0,0,0,0,-1,0,0,0,0,0,0
509,16,US,Tyler Sensky,0,0,D,6,0,0,0,0,-3,0,0,0,0,0,0
510,16,CA,Stephen Gibson,0,0,D,6,0,0,0,4,0,0,0,0,0,0,0
511,18,CA,Spencer Lee,0,0,F,6,0,0,0,2,0,0,0,0,0,0,0
512,16,CA,Mark Bzowey,0,0,F,5,0,0,0,0,-1,0,0,0,0,0,0
513,16,CA,Hayden Verbeek,0,0,F,5,0,0,0,0,-4,0,0,0,0,0,0
514,18,CA,Ryan Migliaccio,0,0,F,5,0,0,0,0,-1,0,0,0,0,0,0
515,18,CA,Chase Marchand,0,0,G,4,0,0,0,0,,0,0,0,0,0,0
516,18,CA,Brayden Banitsiotis,0,0,G,4,0,0,0,0,,0,0,0,0,0,0
517,16,CA,James McEwan,0,0,F,4,0,0,0,0,0,0,0,0,0,0,0
518,16,CA,Dylan McDonald,0,0,F,4,0,0,0,0,-2,0,0,0,0,0,0
519,19,CA,Adam Lloyd,0,0,F,4,0,0,0,0,-2,0,0,0,0,0,0
520,16,CA,Evan Cormier,0,0,G,3,0,0,0,0,,0,0,0,0,0,0
521,16,CA,Justin Fazio,0,0,G,3,0,0,0,0,,0,0,0,0,0,0
522,19,CA,Jon Dilario,0,0,G,3,0,0,0,0,,0,0,0,0,0,0
523,16,CA,Zach Grzelewski,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
524,16,CA,Aaron Luchuk,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
525,17,CA,Jake Gilmour,0,0,F,3,0,0,0,2,-2,0,0,0,0,0,0
526,18,CA,Michael Levesque,0,0,F,3,0,0,0,0,0,0,0,0,0,0,0
527,17,CA,Ty Learn,0,0,F,3,0,0,0,2,-2,0,0,0,0,0,0
528,18,CA,Khadyn Butterfly,0,0,D,3,0,0,0,0,-1,0,0,0,0,0,0
529,19,CA,Mike DiPaolo,0,0,D,2,0,0,0,2,-2,0,0,0,0,0,0
530,18,CA,Jack Moylan,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
531,19,CA,Justin Tugwell,0,0,G,2,0,0,0,0,,0,0,0,0,0,0
532,16,CA,Stephen Templeton,0,0,D,2,0,0,0,2,-1,0,0,0,0,0,0
533,16,CA,Ben Fanjoy,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
534,16,CA,Cole Mayo,0,0,D,2,0,0,0,0,0,0,0,0,0,0,0
535,16,CA,Ryan Sarris,0,0,D,2,0,0,0,0,-2,0,0,0,0,0,0
536,18,CA,Stefano Pezzetta,0,0,F,2,0,0,0,9,0,0,0,0,0,0,0
537,16,CZ,David Ovsjannikov,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
538,16,CA,Brendan Johnston,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
539,18,CA,Riley Corbin,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
540,16,CA,Tyler Boston,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
541,16,CA,John Warren,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
542,16,CA,Mitchell Kreis,0,0,D,1,0,0,0,0,2,0,0,0,0,0,0
543,18,CA,Rylee McKinnon,0,0,D,1,0,0,0,4,0,0,0,0,0,0,0
