rank,age,nationality,name,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
45,19,CA,Mitch Theoret,F,60,25,35,60,25,33,3,1,4,0.417,0.583,1
46,18,US,Ryan Hartman,F,56,23,37,60,120,29,5,2,3,0.411,0.661,1.071
47,18,CA,Tom Wilson,F,48,23,35,58,104,36,6,0,4,0.479,0.729,1.208
48,17,US,Anthony Deangelo,D,62,9,49,58,60,-13,3,0,1,0.145,0.79,0.935
49,18,CA,Chris Tierney,F,68,18,39,57,12,6,5,1,2,0.265,0.574,0.838
50,19,DE,Tobias Rieder,F,52,27,29,56,12,9,8,2,6,0.519,0.558,1.077
51,18,CA,Nathan Pancel,F,68,26,30,56,44,0,14,1,6,0.382,0.441,0.824
52,18,CA,Scott Laughton,F,49,23,33,56,72,22,7,1,6,0.469,0.673,1.143
53,19,CA,Zack Mitchell,F,68,22,34,56,34,7,7,3,3,0.324,0.5,0.824
54,19,CA,Dylan Smoskowitz,F,62,33,22,55,37,4,13,0,4,0.532,0.355,0.887
55,18,US,Brady Vail,F,68,20,35,55,47,-23,7,2,4,0.294,0.515,0.809
56,20,CA,Colin Miller,D,54,20,35,55,78,13,8,1,1,0.37,0.648,1.019
57,18,CA,Brock McGinn,F,68,28,26,54,71,7,9,3,4,0.412,0.382,0.794
58,19,CA,David Broll,F,67,17,37,54,77,2,5,0,1,0.254,0.552,0.806
59,19,US,Tyler Biggs,F,60,26,27,53,55,11,6,1,3,0.433,0.45,0.883
60,19,US,Stefan Noesen,F,51,25,28,53,43,7,8,0,4,0.49,0.549,1.039
61,20,CA,Ryan O'Connor,D,64,18,35,53,38,0,13,1,3,0.281,0.547,0.828
62,19,CA,Barclay Goodrow,F,62,38,14,52,59,-2,17,4,7,0.613,0.226,0.839
63,19,CA,Andrew Fritsch,F,55,27,25,52,10,6,12,2,4,0.491,0.455,0.945
64,18,CA,Gemel Smith,F,61,23,29,52,54,17,10,0,6,0.377,0.475,0.852
65,17,RU,Sergei Tolchinsky,F,62,26,25,51,12,8,8,0,2,0.419,0.403,0.823
66,18,FI,Henri Ikonen,F,61,22,29,51,30,2,5,1,1,0.361,0.475,0.836
67,16,US,Blake Clarke,F,68,19,32,51,42,-2,7,0,6,0.279,0.471,0.75
68,20,CA,Francis Menard,F,64,19,32,51,44,-18,7,0,1,0.297,0.5,0.797
69,17,CA,Jordan Subban,D,68,15,36,51,47,22,6,0,2,0.221,0.529,0.75
70,18,CA,Joseph Blandisi,F,63,15,36,51,117,-4,1,1,3,0.238,0.571,0.81
71,20,CA,Scott Sabourin,F,65,30,20,50,142,14,10,1,6,0.462,0.308,0.769
72,19,SE,Michael Schumacher,F,65,20,30,50,50,-9,4,1,3,0.308,0.462,0.769
73,19,CA,Dylan Demelo,D,64,15,35,50,68,-9,7,0,1,0.234,0.547,0.781
74,20,CA,Matt Petgrave,D,50,10,40,50,60,21,4,0,1,0.2,0.8,1
75,18,CA,Josh Anderson,F,68,23,26,49,77,10,5,2,4,0.338,0.382,0.721
76,19,CA,Remy Giftopoulos,F,71,25,23,48,61,-32,13,0,2,0.352,0.324,0.676
77,18,CA,Justin Kea,F,68,22,26,48,102,12,2,3,3,0.324,0.382,0.706
78,19,RU,Alexander Khokhlachev,F,29,22,26,48,20,-8,9,0,3,0.759,0.897,1.655
79,17,CA,Nicholas Baptiste,F,66,21,27,48,44,-1,10,0,1,0.318,0.409,0.727
80,17,CA,Ryan Kujawinski,F,66,17,31,48,40,-12,5,1,1,0.258,0.47,0.727
81,16,CA,Michael Dal Colle,F,63,15,33,48,18,19,4,0,2,0.238,0.524,0.762
82,19,CA,Ryan Murphy,D,54,10,38,48,34,14,5,0,3,0.185,0.704,0.889
83,19,CA,Matt Puempel,F,51,35,12,47,43,5,15,0,2,0.686,0.235,0.922
84,18,CA,Matt Rupert,F,56,26,21,47,78,22,9,0,3,0.464,0.375,0.839
85,17,CA,Jason Dickinson,F,66,18,29,47,31,19,6,0,3,0.273,0.439,0.712
86,18,CA,Gianluca Curcuruto,D,67,9,38,47,32,36,5,0,1,0.134,0.567,0.701
87,20,CA,Brett Findlay,F,68,19,27,46,21,0,3,0,1,0.279,0.397,0.676
88,18,CA,Ryan Rupert,F,54,11,35,46,75,17,3,0,2,0.204,0.648,0.852
89,18,US,Cody Payne,F,66,24,21,45,75,16,2,0,2,0.364,0.318,0.682
90,19,CA,Stuart Percy,D,68,13,32,45,44,-8,6,1,2,0.191,0.471,0.662
91,19,CA,Frank Corrado,D,69,7,38,45,89,18,3,0,0,0.101,0.551,0.652
92,19,US,Dalton Young,D,68,6,39,45,40,19,3,0,2,0.088,0.574,0.662
93,19,CA,Darcy Greenaway,F,65,24,20,44,26,-1,5,0,3,0.369,0.308,0.677
94,16,CA,Jared McCann,F,64,21,23,44,35,-6,4,2,4,0.328,0.359,0.688
95,19,SE,Rickard Rakell,F,40,21,23,44,12,19,2,3,2,0.525,0.575,1.1
96,17,CA,Carter Verhaeghe,F,67,18,26,44,22,-12,5,0,2,0.269,0.388,0.657
97,16,CA,Joshua Ho-Sang,F,63,14,30,44,22,-23,2,0,0,0.222,0.476,0.698
98,19,RU,Andrei Pedan,D,60,14,30,44,145,0,9,1,2,0.233,0.5,0.733
99,18,US,Connor Carrick,D,68,12,32,44,79,27,4,0,4,0.176,0.471,0.647
100,19,CA,Alex Basso,D,57,11,33,44,49,0,4,1,0,0.193,0.579,0.772
101,18,RU,Daniil Zharkov,F,59,25,18,43,24,18,3,0,4,0.424,0.305,0.729
102,16,CA,Spencer Watson,F,63,23,20,43,18,0,4,0,1,0.365,0.317,0.683
103,20,CA,Cody Alcock,F,67,20,23,43,36,-10,3,2,3,0.299,0.343,0.642
104,17,CA,Nick Moutrey,F,65,16,27,43,44,2,1,1,3,0.246,0.415,0.662
105,17,CA,Cole Cassels,F,64,15,28,43,61,7,6,0,2,0.234,0.438,0.672
106,17,CA,Darnell Nurse,D,68,12,29,41,116,15,2,0,2,0.176,0.426,0.603
107,18,CA,Luke Cairns,F,68,12,29,41,43,-29,2,2,0,0.176,0.426,0.603
108,19,CA,Dougie Hamilton,D,32,8,33,41,32,25,3,0,1,0.25,1.031,1.281
109,17,CA,Zach Nastasiuk,F,62,20,20,40,32,21,7,2,1,0.323,0.323,0.645
110,16,CA,Sam Bennett,F,60,18,22,40,87,-2,3,0,3,0.3,0.367,0.667
111,16,CA,Dante Salituro,F,64,14,26,40,56,-44,4,0,0,0.219,0.406,0.625
112,17,DE,Dominik Kahun,F,58,13,27,40,8,0,2,0,1,0.224,0.466,0.69
113,18,CZ,Patrik Machac,F,68,12,28,40,32,2,3,0,3,0.176,0.412,0.588
114,18,CA,Zach Leslie,D,68,12,28,40,58,16,6,0,4,0.176,0.412,0.588
115,18,CA,Adam Pelech,D,59,8,32,40,98,-16,5,1,0,0.136,0.542,0.678
116,19,CA,Matt MacLeod,F,63,19,20,39,43,13,3,0,1,0.302,0.317,0.619
117,19,CA,Ryan Van Stralen,F,61,16,23,39,88,-28,9,0,0,0.262,0.377,0.639
118,20,CA,Geoffrey Schemitsch,D,66,6,33,39,22,29,1,2,1,0.091,0.5,0.591
119,18,CA,Jesse Graham,D,68,4,35,39,48,-17,1,1,0,0.059,0.515,0.574
120,17,CA,Stephen Harper,F,67,18,20,38,24,-38,6,0,3,0.269,0.299,0.567
121,18,US,Nick Ebert,D,68,11,27,38,58,-39,2,0,0,0.162,0.397,0.559
122,17,CA,Chris Bigras,D,68,8,30,38,34,35,5,0,3,0.118,0.441,0.559
123,18,FI,Olli M??tt?,D,57,8,30,38,30,9,3,1,0,0.14,0.526,0.667
124,18,US,Ben Johnson,F,64,20,17,37,32,-28,4,0,2,0.313,0.266,0.578
125,19,CA,Kristoff Kontos,F,68,17,20,37,22,-22,7,1,2,0.25,0.294,0.544
126,18,CA,Connor Crisp,F,63,22,14,36,139,-31,8,1,2,0.349,0.222,0.571
127,19,CA,Steven Janes,F,62,20,16,36,106,-22,9,0,2,0.323,0.258,0.581
128,19,CA,Dane Fox,F,37,19,17,36,78,-1,1,0,1,0.514,0.459,0.973
129,17,US,Justin Bailey,F,57,17,19,36,34,22,1,0,2,0.298,0.333,0.632
130,20,CA,Mitchell Heard,F,32,17,19,36,34,14,6,0,3,0.531,0.594,1.125
131,18,CA,Brody Silk,F,55,12,24,36,102,-5,4,0,3,0.218,0.436,0.655
132,18,CA,Billy Jenkins,F,53,20,15,35,26,-7,3,1,3,0.377,0.283,0.66
133,18,CA,Stephen Pierog,F,67,19,16,35,62,0,0,2,1,0.284,0.239,0.522
134,17,CA,Nick Ritchie,F,41,18,17,35,50,-10,3,1,2,0.439,0.415,0.854
135,18,CA,Brett Welychka,F,67,16,19,35,25,20,4,0,2,0.239,0.284,0.522
136,17,US,Sam Povorozniouk,F,66,12,23,35,55,-15,3,0,1,0.182,0.348,0.53
137,18,CA,Brett Gustavsen,F,46,8,27,35,45,-10,3,0,0,0.174,0.587,0.761
138,19,CA,Lucas Lessio,F,35,19,15,34,38,11,7,1,3,0.543,0.429,0.971
139,17,CZ,Dominik Kubalik,F,67,17,17,34,25,-3,1,0,4,0.254,0.254,0.507
140,17,CA,Brandon Robinson,F,62,17,17,34,29,0,2,0,3,0.274,0.274,0.548
141,20,SK,Michal Cajkovsky,D,66,10,24,34,89,-31,7,0,0,0.152,0.364,0.515
142,16,CA,Aaron Ekblad,D,54,7,27,34,64,29,4,1,1,0.13,0.5,0.63
143,18,CA,Evan McEneny,D,65,6,28,34,42,7,1,0,2,0.092,0.431,0.523
144,20,US,Michael Kantor,F,56,20,13,33,93,-6,6,1,0,0.357,0.232,0.589
145,18,CA,Erik Bradford,F,68,18,15,33,46,8,2,0,1,0.265,0.221,0.485
146,18,CA,Justin Auger,F,68,16,17,33,39,5,1,0,2,0.235,0.25,0.485
147,17,FI,Jonatan Tanus,F,67,15,18,33,34,5,3,1,3,0.224,0.269,0.493
148,19,US,Jimmy McDowell,D,67,14,19,33,44,-43,8,0,1,0.209,0.284,0.493
149,19,CA,Austen Brassard,F,62,14,19,33,94,15,2,0,5,0.226,0.306,0.532
150,16,CA,Robby Fabbri,F,59,10,23,33,38,13,0,1,1,0.169,0.39,0.559
151,20,CA,Jake Cardwell,D,54,10,23,33,42,-11,3,1,5,0.185,0.426,0.611
152,20,CA,Cody McNaughton,F,62,17,15,32,64,4,1,1,4,0.274,0.242,0.516
153,19,CA,Ben Thomson,F,67,15,17,32,119,-3,1,1,1,0.224,0.254,0.478
154,18,CA,Michael Clarke,F,62,15,17,32,46,-23,5,0,3,0.242,0.274,0.516
155,20,US,Nick Czinder,F,57,13,19,32,44,-7,6,0,3,0.228,0.333,0.561
156,19,CA,Zach Lorentz,F,66,12,20,32,18,5,1,1,2,0.182,0.303,0.485
157,17,US,Greg Betzold,F,67,9,23,32,32,-11,1,0,1,0.134,0.343,0.478
158,19,DE,Nickolas Latta,F,58,17,14,31,51,-17,1,0,1,0.293,0.241,0.534
159,17,CA,Hunter Garlent,F,50,12,19,31,25,4,5,1,0,0.24,0.38,0.62
160,18,CA,Matt Finn,D,41,11,20,31,24,2,5,0,3,0.268,0.488,0.756
161,18,CA,Trevor Carrick,D,56,10,21,31,56,-1,3,1,2,0.179,0.375,0.554
162,18,CZ,Radek Faksa,F,39,9,22,31,26,-1,6,0,4,0.231,0.564,0.795
163,20,CA,Nathan Chiarlitti,D,68,1,30,31,62,41,0,0,0,0.015,0.441,0.456
164,17,CA,Jacob Harris,F,54,16,14,30,13,1,2,0,1,0.296,0.259,0.556
165,18,CA,Josh MacDonald,F,66,15,15,30,21,1,3,2,2,0.227,0.227,0.455
166,17,CA,Anthony DiFruscia,F,68,14,16,30,58,-6,2,0,4,0.206,0.235,0.441
167,17,CA,Brent Pedersen,F,67,14,16,30,52,11,5,0,1,0.209,0.239,0.448
168,18,US,Bryan Moore,F,64,11,19,30,45,-1,0,1,2,0.172,0.297,0.469
169,20,CA,Stephen Silas,D,60,7,23,30,45,17,2,0,3,0.117,0.383,0.5
170,19,CA,Michael Moffat,D,62,4,26,30,55,-1,1,0,0,0.065,0.419,0.484
171,19,CA,Derek Mathers,F,64,10,19,29,125,1,1,0,0,0.156,0.297,0.453
172,19,CA,Ryan Horvat,F,58,10,19,29,69,11,1,1,0,0.172,0.328,0.5
173,16,CA,Roland McKeown,D,61,7,22,29,33,-24,3,0,0,0.115,0.361,0.475
174,18,CA,Slater Koekkoek,D,42,6,23,29,28,-24,4,0,1,0.143,0.548,0.69
175,20,CA,Jason Shaw,D,61,4,25,29,76,3,2,1,1,0.066,0.41,0.475
176,18,US,Dylan Blujus,D,68,2,27,29,57,-8,1,0,0,0.029,0.397,0.426
177,18,CA,Luke Mercer,D,68,2,27,29,56,8,2,0,0,0.029,0.397,0.426
178,19,CA,Kurtis Gabriel,F,67,13,15,28,100,14,4,0,2,0.194,0.224,0.418
179,17,CA,Josh Burnside,F,68,12,16,28,22,-13,5,0,1,0.176,0.235,0.412
180,17,CA,Nick Paul,F,66,12,16,28,21,6,0,0,1,0.182,0.242,0.424
181,18,CA,Jamie Lewis,F,65,11,17,28,30,4,3,0,3,0.169,0.262,0.431
182,19,CA,Eric Ming,F,61,11,17,28,53,9,0,1,3,0.18,0.279,0.459
183,18,RU,Sergei Kuptsov,F,61,10,18,28,35,-23,2,0,0,0.164,0.295,0.459
184,17,CA,Trevor Murphy,D,65,9,19,28,83,-37,2,0,2,0.138,0.292,0.431
185,18,CA,Warren Steele,D,67,5,23,28,49,-9,1,0,2,0.075,0.343,0.418
186,20,CA,Derek Schoenmakers,F,53,17,10,27,69,-3,7,0,2,0.321,0.189,0.509
187,19,CA,Kyle Hope,F,62,14,13,27,109,13,0,0,1,0.226,0.21,0.435
188,18,CA,Garrett Hooey,F,68,11,16,27,99,5,3,0,1,0.162,0.235,0.397
189,19,CA,Steven Trojanovic,D,59,10,17,27,48,-5,4,0,1,0.169,0.288,0.458
190,19,DE,Sebastian Uvira,F,49,10,17,27,48,15,4,0,1,0.204,0.347,0.551
191,19,CA,Zach Bell,D,67,9,18,27,50,-13,4,0,0,0.134,0.269,0.403
192,20,CA,Shayne Rover,D,67,8,19,27,36,-6,1,2,0,0.119,0.284,0.403
193,20,US,Charlie Dodero,D,67,7,20,27,97,-23,3,1,1,0.104,0.299,0.403
194,19,CA,Jake Worrad,D,57,4,23,27,22,19,2,1,0,0.07,0.404,0.474
195,19,CA,Tyson Fawcett,F,62,9,17,26,31,9,2,0,2,0.145,0.274,0.419
196,17,CA,Daniel Nikandrov,F,61,7,19,26,10,-5,2,0,2,0.115,0.311,0.426
197,18,CA,Taylor Fielding,F,51,13,12,25,50,-9,1,1,1,0.255,0.235,0.49
198,18,CA,Terry Trafford,F,63,12,13,25,50,0,2,0,2,0.19,0.206,0.397
199,19,CA,Patrick Watling,F,53,12,13,25,14,16,1,0,2,0.226,0.245,0.472
200,18,CA,Brenden Miller,D,68,7,18,25,73,3,4,0,2,0.103,0.265,0.368
201,18,CA,Matia Marcantuoni,F,64,7,18,25,34,-3,1,2,0,0.109,0.281,0.391
202,17,RU,Nikita Zadorov,D,63,6,19,25,54,33,1,0,0,0.095,0.302,0.397
203,19,US,Colin Suellentrop,D,66,5,20,25,56,3,4,0,1,0.076,0.303,0.379
204,18,CA,Brandon Devlin,D,62,4,21,25,69,-2,1,0,0,0.065,0.339,0.403
205,17,CA,Bradley Latour,F,66,11,13,24,18,7,0,0,1,0.167,0.197,0.364
206,19,CA,Brett Foy,F,66,11,13,24,51,2,0,0,2,0.167,0.197,0.364
207,18,CA,Chris Marchese,F,39,9,15,24,8,-6,2,0,1,0.231,0.385,0.615
208,18,CA,Holden Cook,F,65,15,8,23,25,7,1,0,2,0.231,0.123,0.354
209,18,CA,Brendan Bell,F,67,11,12,23,74,-20,1,0,2,0.164,0.179,0.343
210,18,CA,Spenser Cobbold,F,64,9,14,23,78,-15,3,1,1,0.141,0.219,0.359
211,19,CA,Carter Sandlak,F,60,9,14,23,98,4,1,0,3,0.15,0.233,0.383
212,19,CA,Brady Austin,D,64,8,15,23,22,16,3,1,1,0.125,0.234,0.359
213,19,CA,Scott Simmonds,F,66,6,17,23,21,10,1,0,1,0.091,0.258,0.348
214,17,CA,Tyler Bertuzzi,F,43,13,9,22,68,-2,2,0,3,0.302,0.209,0.512
215,19,CA,Nicholas Foglia,F,67,10,12,22,26,-9,0,0,1,0.149,0.179,0.328
216,17,RU,Andrei Alexeyev,F,62,8,14,22,45,-5,1,0,1,0.129,0.226,0.355
217,17,CA,Josh Sterk,F,51,6,16,22,18,10,0,0,1,0.118,0.314,0.431
218,17,CA,Kyle Platzer,F,65,5,17,22,15,7,1,0,0,0.077,0.262,0.338
219,16,CA,Jaden Lindo,F,63,5,17,22,55,12,0,0,0,0.079,0.27,0.349
220,18,CA,Jake Dotchin,D,66,4,18,22,81,0,2,1,0,0.061,0.273,0.333
221,18,FI,Mikko Vainonen,D,55,4,18,22,42,-11,2,1,0,0.073,0.327,0.4
222,20,CA,Brock Beukeboom,D,67,1,21,22,40,31,0,0,0,0.015,0.313,0.328
223,18,CA,Ray Huether,F,62,7,14,21,31,-7,1,0,1,0.113,0.226,0.339
224,20,CA,Tyler Ferry,F,68,4,17,21,57,11,0,1,1,0.059,0.25,0.309
225,19,CA,Justin Sefton,D,65,3,18,21,84,8,1,0,0,0.046,0.277,0.323
226,19,CA,Ben Fanelli,D,64,3,18,21,44,23,0,1,1,0.047,0.281,0.328
227,18,CA,Samuel Schutt,F,66,11,9,20,34,-6,1,0,0,0.167,0.136,0.303
228,19,CA,Michael Curtis,F,55,10,10,20,30,-1,2,0,1,0.182,0.182,0.364
229,19,CA,Spencer Abraham,D,67,7,13,20,10,-32,2,0,2,0.104,0.194,0.299
230,17,CA,Jordan Maletta,F,62,7,13,20,65,-27,3,0,0,0.113,0.21,0.323
231,20,CA,Brendan Childerley,F,56,7,13,20,44,-1,0,1,0,0.125,0.232,0.357
232,18,CA,Curtis Meighan,F,66,5,15,20,17,8,0,0,1,0.076,0.227,0.303
233,17,CA,Stephen Nosad,F,62,10,9,19,6,-19,0,1,1,0.161,0.145,0.306
234,19,US,Craig Duininck,D,68,8,11,19,27,1,5,0,1,0.118,0.162,0.279
235,16,CA,Mike Amadio,F,63,6,13,19,8,-3,2,0,2,0.095,0.206,0.302
236,18,CA,Daniel Milne,F,27,4,15,19,21,2,1,0,0,0.148,0.556,0.704
237,19,CA,Scott Harrington,D,50,3,16,19,26,21,1,0,1,0.06,0.32,0.38
238,20,CA,Cameron Wind,D,65,1,18,19,37,-10,0,0,1,0.015,0.277,0.292
239,18,CA,Dylan Staples,F,63,13,5,18,22,-13,2,0,1,0.206,0.079,0.286
240,18,CA,Justice Dundas,F,57,11,7,18,108,2,0,0,1,0.193,0.123,0.316
241,17,CA,Aaron Berisha,F,59,10,8,18,16,4,0,0,2,0.169,0.136,0.305
242,20,CA,Emerson Clark,F,63,7,11,18,131,-24,0,0,0,0.111,0.175,0.286
243,19,US,Trevor Morbeck,F,49,6,12,18,37,-3,2,0,2,0.122,0.245,0.367
244,19,US,Connor Murphy,D,33,6,12,18,32,14,4,0,2,0.182,0.364,0.545
245,18,CA,Joel Wigle,F,66,3,15,18,50,-23,0,0,0,0.045,0.227,0.273
246,17,CA,Remi Elie,F,65,7,10,17,34,7,0,0,1,0.108,0.154,0.262
247,20,US,Austin Levi,D,58,2,15,17,49,31,0,1,1,0.034,0.259,0.293
248,19,CA,Kevin Raine,D,55,1,16,17,79,21,0,0,1,0.018,0.291,0.309
249,17,CA,Tyler Ganly,D,62,0,17,17,64,2,0,0,0,0,0.274,0.274
250,16,CA,Jeremiah Addison,F,68,6,10,16,42,-18,0,0,0,0.088,0.147,0.235
251,17,CA,Mike Vlajkov,D,49,6,10,16,26,-25,2,0,1,0.122,0.204,0.327
252,17,CA,Jake Evans,F,56,5,11,16,52,-21,0,1,1,0.089,0.196,0.286
253,16,CA,Eric Cornel,F,63,4,12,16,13,-2,0,0,0,0.063,0.19,0.254
254,20,CA,Tommy Hughes,D,67,1,15,16,66,17,0,0,1,0.015,0.224,0.239
255,18,CA,Josh Brown,D,68,0,16,16,79,17,0,0,0,0,0.235,0.235
256,20,US,Sam Posa,D,63,0,16,16,49,4,0,0,0,0,0.254,0.254
257,17,CA,Mathew Santos,F,57,7,8,15,24,-3,1,0,0,0.123,0.14,0.263
258,18,US,Chris Carlisle,D,56,4,11,15,43,2,2,0,1,0.071,0.196,0.268
259,17,CA,Ben Harpur,D,67,3,12,15,59,14,1,0,0,0.045,0.179,0.224
260,18,CA,Slater Doggett,F,60,3,12,15,33,-7,0,0,0,0.05,0.2,0.25
261,19,CA,Brian Hughes,F,68,8,6,14,22,-7,2,0,0,0.118,0.088,0.206
262,17,CA,Nick Halagian,F,61,8,6,14,39,4,0,1,1,0.131,0.098,0.23
263,16,CA,Brandon Lindberg,F,61,8,6,14,8,-10,0,0,0,0.131,0.098,0.23
264,18,BY,Artur Gavrus,F,21,8,6,14,11,-1,3,0,1,0.381,0.286,0.667
265,17,CA,Marc Beckstead,F,53,6,8,14,33,-10,2,0,0,0.113,0.151,0.264
266,16,CA,Zach Bratina,F,50,6,8,14,27,4,1,0,0,0.12,0.16,0.28
267,16,CA,Brendan Lemieux,F,42,6,8,14,52,2,0,0,3,0.143,0.19,0.333
268,20,CA,Keevin Cutting,D,68,4,10,14,42,1,0,0,0,0.059,0.147,0.206
269,18,CA,Marcus McIvor,D,62,4,10,14,46,12,0,0,0,0.065,0.161,0.226
270,17,US,Danny Vanderwiel,F,57,4,10,14,41,-1,0,1,0,0.07,0.175,0.246
271,18,CA,Alex Gudbranson,D,65,3,11,14,62,0,0,1,1,0.046,0.169,0.215
272,19,CA,Brayden Rose,D,67,2,12,14,51,10,1,0,0,0.03,0.179,0.209
273,16,US,Darby Llewellyn,F,40,7,6,13,15,1,0,0,0,0.175,0.15,0.325
274,20,CA,Domenic Alberga,F,60,5,8,13,51,-1,1,0,0,0.083,0.133,0.217
275,17,CA,Danny Desrochers,F,58,5,8,13,38,-1,0,0,1,0.086,0.138,0.224
276,18,US,Chase Hatcher,F,57,4,9,13,41,6,0,0,0,0.07,0.158,0.228
277,17,US,Travis Wood,F,54,4,9,13,10,-16,0,0,0,0.074,0.167,0.241
278,16,CA,Niki Petti,F,50,4,9,13,19,1,0,0,0,0.08,0.18,0.26
279,19,AT,Steven Strong,D,36,4,9,13,48,15,0,1,1,0.111,0.25,0.361
280,19,CA,Nelson Armstrong,D,25,4,9,13,20,6,1,0,0,0.16,0.36,0.52
281,19,CA,Clark Seymour,D,62,3,10,13,61,-7,0,0,0,0.048,0.161,0.21
282,18,CA,Jeff Corbett,D,45,3,10,13,36,9,1,0,1,0.067,0.222,0.289
283,19,CA,Daniel Poliziani,D,59,2,11,13,2,9,0,0,0,0.034,0.186,0.22
284,19,SE,Simon Karlsson,D,54,2,11,13,18,3,2,0,0,0.037,0.204,0.241
285,17,CA,Tyler Hore,D,57,1,12,13,14,-6,1,0,0,0.018,0.211,0.228
286,18,US,Grant Webermin,D,39,1,12,13,24,2,0,0,0,0.026,0.308,0.333
287,18,CA,Andrew Goldberg,F,61,9,3,12,30,-9,0,0,0,0.148,0.049,0.197
288,16,CA,Hayden Hodgson,F,60,8,4,12,60,-26,0,0,0,0.133,0.067,0.2
289,16,CA,Brendan Perlini,F,59,8,4,12,8,-21,1,0,0,0.136,0.068,0.203
