@relation 'QueryResult-weka.filters.unsupervised.attribute.Remove-R1-2,4,22-23'

@attribute DraftAge numeric
@attribute country_group {CAN,EURO,USA}
@attribute Height numeric
@attribute Weight numeric
@attribute Position {C,L,D,R,W,F}
@attribute CSS_rank numeric
@attribute rs_GP numeric
@attribute rs_G numeric
@attribute rs_A numeric
@attribute rs_P numeric
@attribute rs_PIM numeric
@attribute rs_PlusMinus numeric
@attribute po_GP numeric
@attribute po_G numeric
@attribute po_A numeric
@attribute po_P numeric
@attribute po_PIM numeric
@attribute po_PlusMinus numeric
@attribute GP_greater_than_0 {no,yes}

@data
20,CAN,73,198,D,162,42,19,40,59,54,0,?,?,?,?,?,?,no
19,CAN,72,181,C,86,31,8,16,24,22,0,?,?,?,?,?,?,no
24,EURO,70,185,C,?,55,27,15,42,12,20,13,7,2,9,2,12,no
19,EURO,72,194,D,57,47,2,9,11,20,3,?,?,?,?,?,?,no
19,USA,70,194,C,66,0,0,0,0,0,0,?,?,?,?,?,?,no
19,EURO,73,203,D,?,66,7,14,21,74,0,8,2,1,3,0,0,no
20,CAN,75,225,F,?,68,9,35,44,148,-15,?,?,?,?,?,?,no
20,USA,71,190,D,81,41,1,8,9,26,1,?,?,?,?,?,?,no
20,USA,75,205,C,186,56,25,30,55,85,0,10,3,4,7,4,0,no
20,USA,73,183,D,92,35,2,14,16,64,0,?,?,?,?,?,?,no
18,USA,73,225,D,77,63,3,5,8,102,18,23,1,1,2,18,4,no
18,EURO,75,201,R,?,31,5,5,10,28,0,?,?,?,?,?,?,no
18,EURO,71,207,L,46,25,11,9,20,20,4,5,0,0,0,0,0,no
18,EURO,74,187,C,?,43,9,14,23,38,0,?,?,?,?,?,?,no
20,EURO,74,209,D,84,58,1,12,13,94,0,?,?,?,?,?,?,no
18,EURO,70,176,L,15,56,13,13,26,36,2,9,0,1,1,0,0,no
20,USA,74,205,D,111,0,0,0,0,0,0,?,?,?,?,?,?,no
19,EURO,73,196,F,?,10,5,1,6,47,-7,?,?,?,?,?,?,no
19,USA,69,181,D,?,57,6,28,34,48,0,3,0,0,0,6,0,no
18,EURO,72,207,D,35,38,6,8,14,73,11,1,0,0,0,0,0,no
18,EURO,73,198,C,95,12,2,5,7,6,1,?,?,?,?,?,?,no
18,CAN,75,192,R,112,67,12,13,25,94,11,13,3,2,5,8,-1,no
19,USA,73,220,R,97,37,4,7,11,92,2,?,?,?,?,?,?,no
18,EURO,73,179,C,?,46,12,10,22,24,-14,?,?,?,?,?,?,no
20,CAN,73,181,D,?,63,5,27,32,108,-1,6,0,4,4,8,-1,no
20,CAN,73,187,D,52,34,8,10,18,54,0,?,?,?,?,?,?,no
18,CAN,74,205,D,89,68,5,6,11,243,8,4,0,0,0,8,-1,no
19,EURO,73,185,F,?,60,22,18,40,24,4,5,2,2,4,4,0,no
19,USA,75,203,D,102,56,1,4,5,41,0,4,0,0,0,2,0,no
20,EURO,71,181,C,?,59,50,54,104,44,4,3,1,3,4,2,0,no
18,CAN,75,201,D,60,58,4,15,19,60,17,17,2,3,5,17,8,no
20,EURO,72,194,R,68,55,9,6,15,18,-15,?,?,?,?,?,?,no
19,CAN,73,201,L,145,58,31,37,68,88,0,?,?,?,?,?,?,no
20,CAN,71,181,C,?,58,22,36,58,98,-1,5,0,5,5,10,-3,no
18,EURO,69,181,L,50,48,15,17,32,46,5,13,3,3,6,4,0,no
20,EURO,70,196,C,?,44,6,9,15,24,6,3,0,1,1,4,0,no
19,CAN,77,214,C,116,62,8,11,19,131,4,7,1,0,1,13,-1,no
18,EURO,69,168,R,63,59,21,35,56,118,8,6,1,6,7,4,0,no
19,USA,74,205,D,62,31,0,5,5,22,5,?,?,?,?,?,?,no
18,EURO,74,194,D,?,45,19,15,34,18,6,13,1,0,1,0,0,no
19,USA,74,185,F,46,49,19,50,69,58,0,?,?,?,?,?,?,no
19,USA,73,209,C,79,29,4,5,9,30,0,?,?,?,?,?,?,no
20,EURO,74,201,R,?,39,45,21,66,30,0,6,7,4,11,4,0,no
18,EURO,72,194,F,?,10,2,1,3,2,0,?,?,?,?,?,?,no
20,USA,73,185,F,173,28,7,6,13,22,0,?,?,?,?,?,?,no
18,EURO,72,194,D,29,42,0,4,4,34,5,?,?,?,?,?,?,no
18,CAN,73,198,D,88,65,1,9,10,120,-6,7,1,0,1,17,-2,no
21,EURO,73,198,L,?,54,10,10,20,73,11,11,2,2,4,6,2,no
21,EURO,74,205,D,?,37,2,9,11,58,0,?,?,?,?,?,?,no
18,EURO,74,214,D,43,63,7,9,16,35,-10,?,?,?,?,?,?,no
18,EURO,73,212,C,18,36,25,10,35,40,3,?,?,?,?,?,?,no
18,EURO,72,194,L,?,34,11,5,16,141,0,?,?,?,?,?,?,no
18,CAN,73,187,L,?,4,2,1,3,0,1,?,?,?,?,?,?,no
19,EURO,76,225,C,99,48,17,25,42,26,0,3,0,0,0,0,0,no
18,EURO,73,194,D,?,35,1,1,2,38,0,4,1,0,1,6,0,no
20,USA,72,192,D,?,21,2,5,7,8,0,?,?,?,?,?,?,no
20,EURO,75,205,D,86,41,3,12,15,34,9,12,1,3,4,10,1,no
19,CAN,72,190,C,85,72,44,38,82,38,-5,?,?,?,?,?,?,no
19,USA,74,201,D,64,41,4,10,14,54,0,?,?,?,?,?,?,no
19,USA,75,212,R,?,69,2,5,7,184,-26,?,?,?,?,?,?,no
19,USA,70,194,W,73,36,6,8,14,31,0,?,?,?,?,?,?,no
19,USA,73,209,D,82,49,1,6,7,65,0,4,0,0,0,9,0,no
18,CAN,75,201,L,65,69,22,20,42,91,-21,4,0,3,3,9,-5,no
19,EURO,71,196,R,?,37,8,9,17,18,0,10,3,4,7,6,0,no
20,EURO,70,179,R,?,58,24,25,49,99,-1,4,0,1,1,0,0,no
19,USA,70,181,L,?,52,16,16,32,37,0,?,?,?,?,?,?,no
18,CAN,74,203,L,?,67,1,3,4,215,3,5,0,0,0,15,0,no
19,EURO,74,192,R,?,36,10,9,19,14,0,8,0,0,0,0,0,no
20,CAN,72,187,C,?,69,44,59,103,73,8,5,1,2,3,5,-3,no
23,EURO,71,198,D,?,50,9,19,28,79,10,3,0,0,0,26,-1,no
18,CAN,76,201,C,210,62,2,4,6,39,-20,?,?,?,?,?,?,no
19,CAN,74,196,D,154,46,8,21,29,20,0,?,?,?,?,?,?,no
18,EURO,72,176,R,?,53,23,17,40,36,0,?,?,?,?,?,?,no
18,CAN,77,227,C,?,56,3,6,9,40,-9,?,?,?,?,?,?,no
20,EURO,76,207,C,?,44,10,7,17,40,-13,?,?,?,?,?,?,no
19,USA,72,181,F,96,0,54,56,110,0,0,?,?,?,?,?,?,no
23,EURO,72,198,D,?,58,1,12,13,84,-9,?,?,?,?,?,?,no
19,CAN,69,185,C,?,71,26,70,96,65,29,15,7,7,14,32,3,no
19,EURO,69,176,R,?,44,17,11,28,8,8,9,0,0,0,2,0,no
20,CAN,74,196,D,?,70,32,49,81,104,0,11,3,7,10,18,0,no
20,USA,69,161,F,?,42,5,7,12,10,-3,?,?,?,?,?,?,no
18,CAN,75,205,C,144,65,10,22,32,44,10,12,0,1,1,9,-1,no
21,EURO,72,174,R,?,48,11,14,25,26,11,8,1,1,2,4,-2,no
18,EURO,78,216,L,?,9,2,2,4,14,0,?,?,?,?,?,?,no
21,EURO,74,196,C,?,54,20,11,31,34,0,5,1,1,2,0,0,no
18,CAN,78,231,D,189,56,2,8,10,181,-23,?,?,?,?,?,?,no
20,EURO,73,192,D,?,51,4,3,7,24,-1,7,1,1,2,2,0,no
19,EURO,72,183,C,?,38,17,7,24,24,10,7,5,3,8,0,7,no
19,CAN,72,190,D,78,27,5,16,21,10,0,?,?,?,?,?,?,no
28,EURO,72,190,D,?,81,23,22,45,74,-1,13,4,2,6,8,3,no
24,EURO,75,194,D,?,34,0,4,4,12,0,7,0,2,2,16,0,no
18,CAN,75,236,D,?,50,5,11,16,31,2,11,2,1,3,4,2,no
20,EURO,74,207,D,?,69,12,17,29,80,-4,5,1,1,2,6,-2,no
18,EURO,72,194,D,7,48,7,7,14,88,13,?,?,?,?,?,?,no
19,EURO,75,216,R,26,45,12,10,23,113,-4,7,1,5,6,81,3,no
19,CAN,72,205,C,?,5,0,5,5,4,-1,?,?,?,?,?,?,no
18,CAN,72,205,C,14,71,22,28,50,72,-42,?,?,?,?,?,?,no
18,EURO,74,223,C,34,47,21,31,52,79,4,?,?,?,?,?,?,no
18,EURO,73,209,D,21,59,7,8,15,58,0,3,1,0,1,2,0,no
18,EURO,75,212,C,36,76,18,36,54,28,-28,?,?,?,?,?,?,no
19,EURO,77,227,C,38,60,21,19,40,59,3,3,1,1,2,2,-1,no
18,EURO,75,212,R,8,44,13,5,18,16,5,?,?,?,?,?,?,no
19,CAN,78,234,C,24,65,38,28,66,94,-1,4,4,1,5,8,3,no
18,EURO,75,225,D,30,6,0,2,2,4,9,?,?,?,?,?,?,no
20,EURO,76,216,D,22,43,5,15,20,44,26,?,?,?,?,?,?,no
18,EURO,70,214,R,25,45,16,14,30,96,11,?,?,?,?,?,?,no
18,CAN,73,198,R,92,61,24,38,62,33,16,11,7,8,15,8,5,no
18,CAN,70,187,C,42,70,24,13,37,89,23,22,6,3,9,24,0,no
18,EURO,73,218,C,24,43,11,26,37,24,1,10,4,1,5,4,-2,no
18,CAN,73,205,D,47,51,2,15,17,76,-1,12,0,4,4,12,-1,no
20,EURO,75,203,L,?,39,11,6,17,32,0,13,3,0,3,43,0,no
18,EURO,72,196,L,28,64,19,18,37,104,-1,?,?,?,?,?,?,no
18,CAN,74,216,L,32,42,10,9,19,161,-8,9,1,3,4,18,3,no
18,EURO,73,218,D,20,51,8,10,18,104,-2,6,1,1,2,4,0,no
19,USA,74,203,D,83,30,2,5,7,106,-8,?,?,?,?,?,?,no
18,EURO,74,212,R,40,63,32,20,52,107,2,4,2,2,4,2,-1,no
20,USA,74,209,D,74,21,0,2,2,37,0,?,?,?,?,?,?,no
19,EURO,75,216,C,?,29,6,6,12,60,-2,5,1,1,2,4,0,no
18,CAN,71,174,C,87,68,33,51,84,159,-11,3,1,3,4,4,-4,no
19,CAN,71,196,L,138,59,34,84,118,65,0,?,?,?,?,?,?,no
19,EURO,70,203,R,77,38,17,25,42,22,-7,?,?,?,?,?,?,no
18,EURO,73,192,D,135,70,8,17,25,124,16,21,1,0,1,46,9,no
20,USA,78,212,D,75,32,0,1,1,48,-2,?,?,?,?,?,?,no
18,CAN,73,212,C,19,68,29,27,56,39,16,4,2,0,2,0,-3,no
18,CAN,75,227,D,58,62,7,19,26,155,-34,11,0,0,0,41,0,no
18,EURO,73,192,D,15,16,0,3,3,12,3,?,?,?,?,?,?,no
20,CAN,72,179,C,154,50,46,52,98,84,0,?,?,?,?,?,?,no
19,EURO,72,198,R,112,31,3,5,8,10,0,?,?,?,?,?,?,no
19,EURO,75,216,D,58,4,0,0,0,8,0,?,?,?,?,?,?,no
19,EURO,72,207,F,?,40,2,3,5,34,0,12,1,1,2,20,0,no
20,EURO,72,223,L,?,62,17,61,78,175,4,7,0,2,2,24,-2,no
18,CAN,76,209,R,53,67,23,25,48,93,-18,5,0,2,2,12,-6,no
19,EURO,70,187,F,13,33,4,12,16,67,11,9,1,0,1,18,0,no
18,CAN,72,203,C,44,53,20,21,41,26,-2,?,?,?,?,?,?,no
18,EURO,73,187,L,56,60,13,10,23,34,17,2,1,0,1,0,-1,no
20,EURO,72,192,L,?,11,0,4,4,4,0,?,?,?,?,?,?,no
19,EURO,72,201,D,41,51,3,17,20,30,4,9,1,0,1,2,-2,no
18,CAN,74,220,R,30,65,25,27,52,129,8,4,0,1,1,8,-2,no
19,USA,68,179,C,115,41,13,26,39,12,6,?,?,?,?,?,?,no
18,CAN,72,201,F,39,71,24,43,67,32,-9,4,0,3,3,0,0,no
18,EURO,74,209,L,29,70,17,19,36,34,3,?,?,?,?,?,?,no
19,EURO,72,183,R,103,35,4,5,9,4,-1,?,?,?,?,?,?,no
19,USA,77,227,D,69,0,0,0,0,0,0,?,?,?,?,?,?,no
19,EURO,76,220,R,43,64,22,16,38,73,-12,6,1,1,2,4,3,no
19,USA,73,176,C,101,56,13,40,53,58,0,3,1,0,1,0,0,no
19,EURO,75,220,D,105,50,6,13,19,107,-4,3,0,0,0,0,2,no
20,EURO,67,187,D,27,76,11,22,33,58,15,10,2,2,4,10,7,no
19,USA,74,196,F,106,0,0,0,0,0,0,?,?,?,?,?,?,no
19,EURO,73,190,L,?,43,10,14,24,39,1,7,0,1,1,0,-6,no
20,USA,73,214,D,70,54,12,24,36,134,0,10,3,7,10,17,0,no
18,EURO,72,194,L,36,37,18,21,39,155,2,?,?,?,?,?,?,no
18,EURO,74,201,C,54,27,7,7,14,4,2,11,2,3,5,2,0,no
18,EURO,75,218,D,45,71,3,16,19,147,-15,?,?,?,?,?,?,no
18,EURO,73,187,D,?,56,4,9,13,54,6,5,0,1,1,0,0,no
18,EURO,68,203,C,23,40,8,12,20,30,8,?,?,?,?,?,?,no
19,CAN,72,220,F,48,62,10,36,46,100,-8,6,2,0,2,10,0,no
19,EURO,74,187,D,99,45,9,12,21,110,29,7,0,6,6,6,7,no
18,CAN,71,179,C,128,72,25,31,56,45,5,9,1,5,6,6,0,no
21,EURO,72,198,D,?,44,8,5,13,62,0,3,1,2,3,0,0,no
18,CAN,69,170,C,84,49,31,44,75,48,-1,4,1,7,8,4,-5,no
19,CAN,72,181,R,123,59,30,61,91,47,0,?,?,?,?,?,?,no
18,EURO,70,194,L,57,6,2,3,5,0,3,?,?,?,?,?,?,no
28,EURO,71,187,C,?,51,19,35,54,80,0,?,?,?,?,?,?,no
19,USA,74,187,D,81,51,18,26,44,65,0,3,0,1,1,0,0,no
19,EURO,73,172,R,65,46,14,15,29,26,-10,?,?,?,?,?,?,no
19,USA,74,225,F,64,31,6,4,10,18,-4,?,?,?,?,?,?,no
18,EURO,75,207,D,?,19,1,0,1,4,0,3,0,1,1,2,0,no
18,EURO,72,207,D,45,46,9,8,17,18,-6,?,?,?,?,?,?,no
19,USA,79,254,D,113,52,1,1,2,252,0,3,0,0,0,6,0,no
18,EURO,75,254,F,72,51,10,10,20,30,-4,3,1,0,1,2,1,no
19,USA,74,218,F,63,56,37,38,75,56,0,8,6,2,8,4,0,no
18,EURO,75,216,D,38,38,0,3,3,42,-9,?,?,?,?,?,?,no
18,EURO,71,179,C,60,14,0,0,0,2,0,7,0,2,2,2,0,no
18,CAN,75,236,D,?,70,1,8,9,116,-17,?,?,?,?,?,?,no
19,EURO,72,198,L,64,85,14,18,32,16,-4,3,0,0,0,0,-1,no
19,USA,75,214,L,174,0,0,0,0,0,0,?,?,?,?,?,?,no
18,CAN,76,194,D,54,52,0,2,2,63,0,4,0,0,0,4,-2,no
18,EURO,74,198,C,97,57,25,32,57,164,0,4,0,0,0,0,0,no
18,EURO,73,209,D,?,64,9,2,11,50,1,?,?,?,?,?,?,no
18,EURO,74,187,L,?,70,12,35,47,121,-30,4,1,0,1,11,0,no
18,CAN,77,231,D,?,65,0,4,4,408,-1,11,0,0,0,16,-3,no
19,USA,77,229,D,76,72,5,12,17,113,1,?,?,?,?,?,?,no
18,CAN,72,170,C,134,59,9,14,23,169,-15,6,1,2,3,27,-2,no
18,EURO,74,198,R,?,25,0,3,3,6,-6,?,?,?,?,?,?,no
18,EURO,74,207,D,104,67,6,18,24,134,5,5,0,0,0,12,0,no
19,CAN,77,234,L,61,33,4,4,8,28,0,?,?,?,?,?,?,no
19,EURO,72,192,W,49,45,8,8,16,30,2,?,?,?,?,?,?,no
19,CAN,75,207,R,155,41,10,10,20,317,-2,4,1,1,2,35,0,no
18,CAN,72,192,R,78,68,8,8,16,193,-26,?,?,?,?,?,?,no
19,USA,76,205,D,85,56,7,11,18,53,0,3,0,1,1,4,0,no
18,EURO,74,220,D,75,20,1,4,5,50,2,4,1,0,1,4,0,no
19,CAN,73,201,D,127,68,18,24,42,123,0,?,?,?,?,?,?,no
18,CAN,74,201,R,?,52,5,10,15,51,-1,9,0,2,2,0,0,no
20,CAN,75,209,D,?,30,2,13,15,14,0,?,?,?,?,?,?,no
18,USA,73,212,L,97,67,13,20,33,109,-3,6,0,2,2,2,-1,no
18,EURO,72,203,C,43,56,13,12,25,86,-2,12,5,4,9,26,0,no
19,EURO,71,187,R,112,61,23,33,56,37,16,18,4,9,13,12,3,no
19,EURO,73,198,D,31,45,9,11,20,24,5,20,1,4,5,26,3,no
18,EURO,71,187,D,46,24,0,2,2,12,0,?,?,?,?,?,?,no
19,EURO,72,190,L,?,45,27,15,42,52,30,8,7,2,9,20,7,no
19,USA,73,187,D,?,30,4,5,9,12,0,?,?,?,?,?,?,no
20,EURO,71,176,C,51,70,13,16,29,18,-3,?,?,?,?,?,?,no
19,CAN,77,203,L,?,65,6,12,18,94,1,?,?,?,?,?,?,no
18,EURO,76,190,L,73,4,1,1,2,2,2,?,?,?,?,?,?,no
19,CAN,72,190,C,116,33,6,18,24,22,0,?,?,?,?,?,?,no
19,USA,72,187,L,80,35,5,5,10,20,2,?,?,?,?,?,?,no
19,EURO,76,198,D,?,4,0,0,0,0,0,4,0,0,0,4,0,no
24,EURO,75,196,R,?,35,7,10,17,54,0,4,0,2,2,2,0,no
19,USA,73,196,L,?,0,0,0,0,0,0,?,?,?,?,?,?,no
22,EURO,73,203,D,?,58,11,18,29,32,12,?,?,?,?,?,?,no
18,EURO,75,218,D,?,35,3,6,9,16,0,?,?,?,?,?,?,no
18,CAN,71,170,R,133,72,8,14,22,31,-17,5,2,1,3,0,-1,no
29,EURO,70,201,L,?,82,36,24,60,40,28,11,8,8,16,10,8,no
20,CAN,72,190,R,?,34,8,23,31,14,0,?,?,?,?,?,?,no
19,EURO,75,201,W,?,51,23,27,50,28,-5,3,1,0,1,0,0,no
18,CAN,75,209,C,175,64,10,25,35,40,7,6,0,1,1,4,-1,no
18,EURO,71,190,D,37,45,5,6,11,45,4,10,0,0,0,14,0,no
19,EURO,72,194,L,100,47,45,38,83,0,0,?,?,?,?,?,?,no
19,CAN,75,216,D,?,67,1,6,7,219,3,?,?,?,?,?,?,no
26,EURO,73,207,D,?,44,7,10,17,36,0,?,?,?,?,?,?,no
19,EURO,75,203,C,?,9,0,1,1,0,0,?,?,?,?,?,?,no
20,EURO,73,187,C,152,70,43,39,82,16,42,7,4,2,6,2,4,no
18,EURO,75,231,D,107,49,2,3,5,50,-3,?,?,?,?,?,?,no
23,EURO,72,179,C,?,74,21,32,53,34,23,11,0,2,2,6,2,no
20,EURO,72,181,C,?,70,7,15,22,22,6,11,0,0,0,0,-2,no
18,EURO,74,190,C,?,62,8,15,23,48,3,3,0,0,0,2,0,no
19,CAN,75,216,D,121,21,0,3,3,14,0,?,?,?,?,?,?,no
19,EURO,76,238,D,?,14,1,0,1,16,0,3,0,2,2,2,0,no
19,EURO,75,196,C,50,43,11,27,38,58,9,3,0,0,0,0,-2,no
18,EURO,75,216,C,10,73,18,16,34,54,2,?,?,?,?,?,?,no
20,EURO,74,212,D,?,45,6,12,18,99,28,13,0,3,3,16,8,no
19,USA,73,185,R,57,31,29,29,58,26,0,?,?,?,?,?,?,no
18,EURO,73,203,R,55,42,18,18,36,66,2,10,10,4,14,6,0,no
19,USA,75,216,C,31,34,4,10,14,24,8,?,?,?,?,?,?,no
18,EURO,72,203,D,14,87,12,22,34,218,16,8,0,0,0,16,3,no
19,USA,74,190,F,33,38,11,15,26,68,14,?,?,?,?,?,?,no
18,EURO,73,212,R,76,53,18,13,31,78,4,3,0,1,1,16,0,no
18,EURO,74,227,D,22,37,2,3,5,30,6,2,0,1,1,0,-1,no
18,EURO,70,183,R,21,64,24,18,42,54,-6,?,?,?,?,?,?,no
19,EURO,70,198,D,6,41,1,5,6,34,18,11,1,0,1,18,-1,no
18,EURO,75,203,L,8,50,22,15,37,10,32,7,3,0,3,0,1,no
18,EURO,75,205,D,?,41,2,2,4,62,-8,?,?,?,?,?,?,no
19,USA,72,203,D,62,6,9,8,17,14,0,?,?,?,?,?,?,no
18,EURO,72,207,D,11,58,2,4,6,64,-9,?,?,?,?,?,?,no
18,EURO,74,216,L,23,23,4,6,10,12,8,?,?,?,?,?,?,no
18,CAN,76,238,L,23,74,33,33,66,135,-4,?,?,?,?,?,?,no
19,EURO,79,214,C,77,67,14,18,32,43,-14,?,?,?,?,?,?,no
18,USA,75,198,D,30,66,5,14,19,115,21,21,1,6,7,41,8,no
19,USA,75,205,R,?,9,1,2,3,2,0,?,?,?,?,?,?,no
19,EURO,72,196,L,?,24,16,17,33,60,9,1,0,0,0,0,0,no
18,CAN,74,183,L,72,66,22,48,70,83,-3,14,5,7,12,12,-1,no
19,CAN,75,209,D,61,61,3,10,13,125,-4,7,0,2,2,4,-2,no
19,EURO,76,216,D,110,62,4,21,25,125,0,18,0,8,8,59,0,no
19,EURO,77,209,C,35,41,4,9,13,28,0,?,?,?,?,?,?,no
18,EURO,76,216,R,?,16,2,1,3,6,0,?,?,?,?,?,?,no
20,USA,74,187,D,63,25,0,5,5,20,14,?,?,?,?,?,?,no
18,EURO,72,187,D,66,51,10,14,24,99,23,1,0,0,0,0,0,no
19,CAN,75,225,L,?,52,19,11,30,100,8,9,4,1,5,23,-1,no
20,EURO,74,198,L,?,63,18,28,46,83,0,9,1,6,7,16,-1,no
18,CAN,75,220,D,56,68,5,5,10,225,-8,12,0,3,3,32,1,no
18,EURO,77,225,L,78,14,1,3,4,31,-4,?,?,?,?,?,?,no
19,USA,74,205,D,48,51,16,25,41,91,-11,11,1,9,10,18,0,no
19,CAN,73,176,C,?,63,15,33,48,93,16,12,7,4,11,16,2,no
18,EURO,75,207,L,92,32,12,15,27,59,0,?,?,?,?,?,?,no
19,USA,75,201,D,68,36,0,9,9,26,-2,?,?,?,?,?,?,no
20,USA,74,205,C,38,60,24,24,48,96,0,3,1,4,5,2,0,no
18,CAN,74,203,C,27,71,18,30,48,96,2,19,4,3,7,20,0,no
23,EURO,71,187,R,?,54,16,24,40,61,24,9,5,2,7,4,6,no
18,CAN,74,194,L,37,79,31,26,57,113,-10,7,1,6,7,15,1,no
18,EURO,75,205,C,35,17,1,2,3,4,1,?,?,?,?,?,?,no
19,EURO,76,229,D,26,12,5,13,18,12,29,?,?,?,?,?,?,no
21,EURO,69,185,R,?,48,13,11,24,89,-2,2,0,2,2,4,1,no
18,CAN,73,214,D,66,68,3,15,18,145,0,4,1,1,2,10,0,no
18,EURO,75,198,D,38,27,2,2,4,24,0,?,?,?,?,?,?,no
18,EURO,75,198,D,33,36,5,3,8,16,4,8,2,2,4,0,0,no
18,EURO,73,179,R,?,46,24,24,48,36,29,6,1,0,1,2,-1,no
18,CAN,75,214,L,97,60,6,11,17,162,-5,11,1,0,1,20,1,no
19,EURO,73,190,C,46,47,27,22,49,106,0,2,1,1,2,4,0,no
18,EURO,72,176,R,43,32,24,18,42,10,0,?,?,?,?,?,?,no
19,CAN,73,205,L,92,68,31,32,63,72,38,21,4,11,15,24,8,no
19,USA,74,190,L,105,35,39,44,83,60,0,?,?,?,?,?,?,no
19,CAN,74,192,F,?,69,18,23,41,77,11,4,0,0,0,10,0,no
19,EURO,72,190,R,82,48,24,26,50,90,0,?,?,?,?,?,?,no
20,EURO,74,190,D,113,90,12,28,40,69,2,?,?,?,?,?,?,no
19,EURO,74,220,D,60,53,4,4,8,26,-9,?,?,?,?,?,?,no
19,EURO,74,198,D,28,55,5,12,17,85,18,?,?,?,?,?,?,no
18,EURO,73,196,C,75,35,5,10,15,18,-13,?,?,?,?,?,?,no
18,CAN,81,249,D,?,67,4,3,7,88,1,12,0,1,1,6,2,no
18,EURO,73,194,D,?,66,2,4,6,96,1,10,0,0,0,10,0,no
20,EURO,71,185,R,?,31,3,6,9,26,8,3,0,2,2,0,1,no
18,EURO,72,185,F,17,49,13,12,25,40,6,6,0,2,2,0,3,no
18,EURO,76,207,D,?,25,1,7,8,22,0,?,?,?,?,?,?,no
19,EURO,73,196,D,20,70,0,4,4,24,3,6,1,0,1,4,-2,no
19,EURO,72,183,D,83,39,26,52,78,35,0,2,0,0,0,2,0,no
18,CAN,71,181,C,100,47,6,24,30,24,-17,?,?,?,?,?,?,no
19,CAN,74,236,R,?,46,4,1,5,274,2,16,1,2,3,18,-1,no
19,EURO,78,243,L,37,28,9,6,15,40,-3,2,0,0,0,4,-4,no
18,EURO,73,209,C,27,50,2,9,11,18,-2,6,1,0,1,4,0,no
19,USA,74,190,L,82,53,25,24,49,69,0,?,?,?,?,?,?,no
18,EURO,74,201,C,?,36,11,16,27,20,0,?,?,?,?,?,?,no
19,CAN,72,174,C,?,72,33,29,62,31,10,12,3,2,5,0,-4,no
18,EURO,74,198,L,?,45,2,4,6,47,-8,?,?,?,?,?,?,no
19,CAN,74,183,C,118,60,34,50,84,33,0,?,?,?,?,?,?,no
20,CAN,72,179,R,?,36,14,9,23,22,-12,?,?,?,?,?,?,no
21,EURO,74,176,D,?,77,2,13,15,26,-1,3,2,2,4,0,0,no
19,EURO,75,220,C,78,67,22,21,43,79,12,12,2,2,4,6,-2,no
19,CAN,74,218,D,?,53,9,19,28,62,0,6,0,2,2,12,0,no
20,CAN,72,198,C,43,61,37,39,76,33,0,?,?,?,?,?,?,no
18,EURO,76,203,R,?,25,7,6,13,2,0,3,2,0,2,0,0,no
19,USA,72,201,D,?,0,0,0,0,0,0,?,?,?,?,?,?,no
19,USA,72,190,L,40,36,8,14,22,65,-2,?,?,?,?,?,?,no
18,CAN,72,190,C,29,70,20,36,56,16,-4,11,0,8,8,6,6,no
18,CAN,73,207,R,49,71,17,28,45,36,-1,19,2,11,13,8,-4,no
18,CAN,72,207,D,42,67,8,16,24,78,27,20,1,4,5,12,6,no
20,USA,74,190,D,114,54,7,22,29,101,0,8,0,0,0,14,0,no
18,CAN,76,207,D,?,64,0,17,17,69,15,?,?,?,?,?,?,no
18,EURO,78,247,F,87,20,6,7,13,34,0,4,1,0,1,4,0,no
19,USA,76,225,D,71,56,1,2,3,147,0,7,0,0,0,11,0,no
18,EURO,72,198,C,16,57,7,14,21,36,3,?,?,?,?,?,?,no
18,EURO,72,185,C,65,67,17,16,33,83,-44,?,?,?,?,?,?,no
19,EURO,76,196,R,?,45,9,3,12,16,-18,?,?,?,?,?,?,no
19,USA,71,185,R,?,35,7,7,14,16,-1,?,?,?,?,?,?,no
18,EURO,74,209,D,62,43,5,10,15,32,5,5,2,1,3,0,0,no
18,EURO,72,192,D,29,55,5,7,12,52,-13,?,?,?,?,?,?,no
19,EURO,74,207,D,44,72,4,23,27,103,33,1,0,0,0,2,-1,no
20,EURO,73,194,C,?,77,14,23,37,60,21,4,3,6,9,0,4,no
19,CAN,75,209,D,?,37,0,2,2,40,-13,?,?,?,?,?,?,no
18,CAN,75,205,C,?,56,9,18,27,49,6,?,?,?,?,?,?,no
18,EURO,73,196,L,55,65,17,12,29,32,0,5,2,0,2,0,0,no
19,CAN,71,176,L,?,72,43,64,107,105,14,22,11,13,24,49,14,no
18,EURO,70,196,R,30,49,21,17,38,18,2,13,5,4,9,4,0,no
19,CAN,73,207,D,?,76,10,27,37,199,-18,?,?,?,?,?,?,no
18,EURO,73,209,R,91,32,15,6,21,34,-2,?,?,?,?,?,?,no
20,CAN,74,201,L,?,68,22,41,63,267,21,16,4,9,13,24,3,no
18,EURO,74,196,D,74,44,1,9,10,50,0,3,0,2,2,2,0,no
18,EURO,74,198,L,?,43,21,11,32,26,19,?,?,?,?,?,?,no
18,CAN,78,247,D,?,39,1,1,2,127,2,4,0,0,0,2,0,no
19,USA,74,209,L,79,48,11,21,32,99,0,?,?,?,?,?,?,no
19,CAN,74,218,L,?,58,0,1,1,432,-4,5,0,0,0,0,0,no
19,EURO,74,205,D,?,55,4,7,11,56,-10,3,0,0,0,0,-1,no
