id,PlayerName,DraftAge,Height,Weight,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,CSS_rank,po_A,Position,po_GP,po_G,po_P,po_PIM,LeafNode,DraftYear,sum_7yr_GP
43119,"Matthew Maglione",19,73,187,30,4,5,9,12,0,176,0,D,0,0,0,0,3,2001,0
43125,"Rob Flynn",19,74,220,30,1,3,4,6,0,120,0,L,0,0,0,0,3,2002,0
43127,"Jesse Lane",19,74,205,51,16,25,41,91,-11,48,9,D,11,1,10,18,2,2002,0
43140,"Brett Henning",19,73,203,38,4,6,10,30,-4,158,0,C,0,0,0,0,2,1999,0
43141,"Willie Levesque",19,72,183,34,12,10,22,38,0,56,0,L,0,0,0,0,3,1999,0
43245,"Jeremy Goetzinger",18,76,231,69,4,6,10,78,-2,92,0,D,0,0,0,0,2,1998,0
43685,"David Turon",19,74,198,55,5,12,17,85,18,28,0,D,0,0,0,0,4,2002,0
43689,"Ivan Kolozvary",18,71,179,14,0,0,0,2,0,60,2,C,7,0,2,2,3,2001,0
43909,"Joey Martin",19,75,203,56,1,4,5,41,0,102,0,D,4,0,0,2,3,2000,0
44320,"Pavel Duma",19,74,198,44,3,8,11,20,9,211,0,D,7,0,0,2,4,2000,0
44341,"Adam Johnson",19,79,236,0,0,0,0,0,0,123,0,D,0,0,0,0,3,1999,0
45900,"Josef Vavra",18,72,183,35,3,12,15,39,1,120,0,L,0,0,0,0,4,2002,0
46603,"Jim Abbott",20,73,185,28,7,6,13,22,0,173,0,L,0,0,0,0,3,2000,0
46656,"Michael Hutchins",20,71,196,60,7,30,37,133,0,103,1,D,3,0,1,2,3,2002,0
47837,"Ken Davis",18,76,214,72,13,14,27,76,-18,96,1,R,4,0,1,11,1,1999,0
48284,"Maxim Shchevyev",18,72,198,57,7,14,21,36,3,16,0,C,0,0,0,0,4,2002,0
48428,"Mike Bray",19,75,207,41,10,10,20,317,-2,155,1,R,4,1,2,35,2,2001,0
49470,"Joel Andresen",19,74,218,53,9,19,28,62,0,120,2,D,6,0,2,12,3,2002,0
49474,"Jean-Francois Dufort",20,74,201,68,22,41,63,267,21,120,9,L,16,4,13,24,5,2002,0
50296,"Dmitri Semyonov",18,70,198,21,4,5,9,79,0,211,0,R,0,0,0,0,3,2000,0
50374,"George Davis",19,74,236,46,4,1,5,274,2,120,2,R,16,1,3,18,1,2002,0
51175,"Tyler Boldt",18,74,198,62,5,14,19,76,13,120,0,D,4,1,1,0,4,2002,0
51401,"Justin Vienneau",18,76,216,53,0,7,7,129,4,139,1,D,11,0,1,19,2,2004,0
51896,"Ian Jacobs",18,76,234,61,7,8,15,23,5,92,0,D,10,0,0,4,1,1998,0
52083,"Ivan Koltsov",18,75,198,27,2,2,4,24,0,38,0,D,0,0,0,0,3,2002,0
52102,"Yuri Artyomenkov",18,72,176,32,24,18,42,10,0,43,0,R,0,0,0,0,3,2002,0
52111,"Pavel Frolov",18,73,176,33,3,8,11,8,0,120,0,C,0,0,0,0,3,2002,0
52122,"Michal Blazek",19,74,187,45,9,12,21,110,29,99,6,D,7,0,6,6,5,2001,0
52471,"David Klema",19,73,176,56,13,40,53,58,0,101,0,C,3,1,1,0,3,2001,0
52860,"Josh Morrow",19,73,207,76,10,27,37,199,-18,120,0,D,0,0,0,0,2,2002,0
53007,"Jim Hakewill",19,77,227,0,0,0,0,0,0,69,0,D,0,0,0,0,3,2001,0
53141,"Peter Polcik",18,76,190,4,1,1,2,2,2,73,0,L,0,0,0,0,4,2001,0
53321,"Jan Blanar",18,75,218,35,3,6,9,16,0,176,0,D,0,0,0,0,3,2001,0
53546,"Mitch Maunu",18,73,225,68,11,15,26,91,2,71,0,D,4,1,1,0,5,2004,0
53959,"Jeff Lucky",18,72,203,53,20,21,41,26,-2,44,0,C,0,0,0,0,2,2001,0
54842,"Jiri Jakes",19,76,220,64,22,16,38,73,-12,43,1,R,6,1,2,4,5,2001,0
55438,"Pavel Sedov",18,75,201,31,5,5,10,28,0,211,0,R,0,0,0,0,3,2000,0
55441,"Aaron Gionet",18,74,205,68,5,6,11,243,8,89,0,D,4,0,0,8,1,2000,0
55443,"Miguel Delisle",18,73,201,54,20,29,49,73,13,59,1,R,11,4,5,28,1,2000,0
57088,"Konstantin Mikhailov",18,71,187,24,0,2,2,12,0,46,0,D,0,0,0,0,3,2001,0
57268,"Jeff Feniak",18,76,209,39,1,4,5,81,14,71,1,D,17,0,1,16,1,1999,0
57296,"Daniel Volrab",18,73,187,60,13,10,23,34,17,56,0,L,2,1,1,0,1,2001,0
57300,"Zbynek Novak",18,75,254,51,10,10,20,30,-4,72,0,L,3,1,1,2,5,2001,0
57630,"Jan Kubista",18,72,185,49,13,12,25,40,6,17,2,R,6,0,2,0,5,2002,0
58017,"Vadim Sozinov",19,73,196,10,5,1,6,47,-7,211,0,L,0,0,0,0,2,2000,0
58284,"Anton Kadeykin",18,75,205,41,2,2,4,62,-8,120,0,D,0,0,0,0,2,2002,0
58285,"Jakub Hulva",18,73,179,46,24,24,48,36,29,120,0,R,6,1,1,2,1,2002,0
58426,"Petr Dvorak",19,72,190,48,24,26,50,90,0,82,0,R,0,0,0,0,3,2002,0
58428,"John Toffey",20,75,205,24,2,3,5,4,-2,120,0,C,0,0,0,0,2,2002,0
58429,"Steven Spencer",20,75,218,65,1,4,5,226,-3,120,0,D,11,0,0,36,1,2002,0
58431,"Bryan Hamm",18,78,247,39,1,1,2,127,2,120,0,D,4,0,0,2,4,2002,0
58464,"Konstantin Baranov",20,71,185,31,3,6,9,26,8,120,2,R,3,0,2,0,5,2002,0
58469,"Marcus Smith",19,73,190,65,6,25,31,63,20,120,0,D,4,1,1,8,4,2002,0
58471,"Francois Caron",18,75,207,68,3,17,20,99,-33,85,0,D,0,0,0,0,2,2002,0
58479,"Alexei Stonkus",18,72,192,55,5,7,12,52,-13,29,0,D,0,0,0,0,2,2002,0
58592,"Brent Maclellan",18,75,227,62,7,19,26,155,-34,58,0,D,11,0,0,41,2,2001,0
58597,"Igor Valeyev",20,72,223,62,17,61,78,175,4,176,2,L,7,0,2,24,1,2001,0
58785,"Jaroslav Sklenar",19,73,172,46,14,15,29,26,-10,65,0,R,0,0,0,0,2,2001,0
59113,"Brett Scheffelmaier",20,77,227,62,3,10,13,279,0,176,0,D,0,0,0,0,3,2001,0
59114,"James Massen",19,74,218,56,37,38,75,56,0,63,2,R,8,6,8,4,3,2001,0
59115,"Colin Fitzrandolph",19,75,214,0,0,0,0,0,0,174,0,L,0,0,0,0,3,2001,0
59117,"Joe Campbell",19,76,205,56,7,11,18,53,0,85,1,D,3,0,1,4,3,2001,0
59119,"Yevgeni Gamalei",19,76,198,4,0,0,0,0,0,176,0,D,4,0,0,4,3,2001,0
59120,"Dale Sullivan",18,71,170,72,8,14,22,31,-17,133,1,R,5,2,3,0,1,2001,0
59121,"Peter Reynolds",20,74,190,60,2,27,29,85,-17,176,1,D,5,0,1,7,1,2001,0
59127,"Dmitri Bezrukov",24,75,196,35,7,10,17,54,0,176,2,R,4,0,2,2,3,2001,0
59303,"Derek Krestanovic",19,73,176,63,15,33,48,93,16,120,4,C,12,7,11,16,5,2002,0
59304,"Sergei Shemetov",18,73,198,43,6,8,14,76,-4,41,0,L,0,0,0,0,2,2002,0
59476,"Vladimir Sapozhnikov",18,74,209,4,0,0,0,6,0,24,0,D,0,0,0,0,3,2000,0
59477,"Robert Fried",19,75,212,0,0,0,0,0,0,61,0,R,0,0,0,0,3,2000,0
60236,"Chris Hartsburg",19,72,201,34,6,4,10,60,0,109,0,C,0,0,0,0,3,1999,0
60498,"Alexander Lyubimov",20,75,223,34,4,4,8,24,7,28,1,D,7,0,1,2,4,2000,0
60618,"Paul Elliott",18,73,216,72,11,27,38,47,-44,92,0,D,0,0,0,0,2,1998,0
60620,"Morgan Warren",18,74,209,58,11,10,21,80,0,92,2,R,10,2,4,2,3,1998,0
60623,"Regan Darby",18,73,201,39,1,3,4,153,-14,92,0,D,0,0,0,0,2,1998,0
60629,"Randy Copley",19,74,216,69,34,42,76,194,-6,22,0,L,4,0,0,16,1,1998,0
60630,"Maxym Linnik",19,76,198,35,4,14,18,130,0,92,0,D,0,0,0,0,3,1998,0
60775,"Sergei Klyazmin",18,75,194,37,5,3,8,16,0,38,0,L,0,0,0,0,3,2000,0
60777,"Antoine Bergeron",19,74,212,32,5,9,14,40,0,122,0,D,0,0,0,0,3,2000,0
60793,"Aaron Van Leusen",19,72,194,57,17,20,37,24,-5,91,1,R,6,2,3,6,5,2000,0
60902,"Scott Heffernan",18,77,212,55,5,10,15,24,8,114,1,D,7,0,1,4,1,2000,0
60904,"Matthew Mcrae",19,72,181,31,8,16,24,22,0,86,0,C,0,0,0,0,3,2000,0
60905,"Tyler Kolarik",19,70,194,0,0,0,0,0,0,66,0,C,0,0,0,0,3,2000,0
60906,"Alexander Barkunov",19,73,203,66,7,14,21,74,0,211,1,D,8,2,3,0,3,2000,0
60909,"Bill Cass",20,71,190,41,1,8,9,26,1,81,0,D,0,0,0,0,4,2000,0
60914,"Sean Connolly",20,73,183,35,2,14,16,64,0,92,0,D,0,0,0,0,3,2000,0
60994,"Petr Chvojka",18,72,207,38,6,8,14,73,11,35,0,D,1,0,0,0,4,2000,0
60997,"Jason Maleyko",20,73,181,63,5,27,32,108,-1,211,4,D,6,0,4,8,1,2000,0
61168,"Chris Berti",19,77,214,62,8,11,19,131,4,116,0,C,7,1,1,13,1,2000,0
61172,"John Eichelberger",19,74,185,49,19,50,69,58,0,46,0,C,0,0,0,0,3,2000,0
61176,"Craig Olynick",18,73,198,65,1,9,10,120,-6,88,0,D,7,1,1,17,1,2000,0
61185,"Danny Eberly",20,72,192,21,2,5,7,8,0,211,0,D,0,0,0,0,3,2000,0
61186,"Evan Nielsen",19,74,201,41,4,10,14,54,0,64,0,D,0,0,0,0,3,2000,0
61187,"Eric Bowen",19,75,212,69,2,5,7,184,-26,211,0,R,0,0,0,0,2,2000,0
61189,"Matt Sommerfeld",18,74,203,67,1,3,4,215,3,211,0,L,5,0,0,15,4,2000,0
61190,"Troy Ferguson",20,69,161,42,5,7,12,10,-3,211,0,C,0,0,0,0,2,2000,0
61191,"Ryan Courtney",18,75,205,65,10,22,32,44,10,144,1,C,12,0,1,9,1,2000,0
61192,"James Demone",18,78,231,56,2,8,10,181,-23,189,0,D,0,0,0,0,2,2000,0
61675,"Ben Knopp",18,72,179,72,30,30,60,101,-4,42,2,R,4,2,4,4,1,2000,0
64695,"Jason Crain",19,75,207,41,3,14,17,18,0,65,0,D,0,0,0,0,3,1999,0
64736,"Mark Concannon",19,73,192,26,23,38,61,11,0,151,0,L,0,0,0,0,3,1999,0
64738,"David Kaczowka",18,74,231,60,3,2,5,247,0,175,0,L,9,0,0,24,1,1999,0
64739,"Morgan Mccormick",18,76,216,34,6,5,11,43,-10,89,0,R,5,0,0,13,1,1999,0
64939,"Craig Brunel",20,72,220,50,10,8,18,173,0,192,2,R,14,4,6,48,5,1999,0
64940,"Brian Mcmeekin",20,76,207,26,0,1,1,12,0,192,0,D,0,0,0,0,3,1999,0
64942,"Justin Dziama",19,75,220,27,20,17,37,20,0,169,0,R,0,0,0,0,3,1999,0
64943,"Anton Borodkin",18,71,194,71,8,29,37,98,2,131,1,L,12,0,1,8,1,1999,0
65114,"David Evans",19,74,201,33,6,10,16,6,2,91,0,L,0,0,0,0,4,1999,0
65116,"Eric Betournay",18,73,198,70,16,29,45,57,3,46,6,C,23,2,8,18,5,1999,0
65186,"Yevgeni Gusakov",18,78,209,42,12,3,15,28,0,73,0,L,0,0,0,0,3,1999,0
65187,"Andrew Carver",18,74,209,65,2,15,17,104,0,44,1,D,23,0,1,22,3,1999,0
65188,"Ryan Lauzon",19,70,190,57,21,47,68,36,0,115,20,C,23,3,23,10,3,1999,0
66006,"Yevgeni Pastukh",19,71,179,29,6,6,12,16,0,92,0,L,3,0,0,0,3,1998,0
70121,"Jim Baxter",20,75,236,66,22,52,74,20,8,192,8,D,14,4,12,4,1,1999,0
74628,"Francois Senez",19,75,216,21,0,3,3,14,0,121,0,D,0,0,0,0,3,2001,0
74668,"Dan Hulak",18,75,190,70,3,14,17,32,-1,92,2,D,12,0,2,2,5,1998,0
78401,"Karel Mosovsky",18,74,198,68,26,25,51,58,-15,105,0,L,0,0,0,0,2,1999,0
78402,"Yevgeni Pavlov",18,72,196,44,19,10,29,4,0,45,0,L,0,0,0,0,3,1999,0
78405,"Alexander Krevsun",19,73,216,37,14,6,20,38,0,192,0,L,2,0,0,0,3,1999,0
78414,"Ryan Thorpe",18,76,216,41,12,4,16,89,9,97,0,L,0,0,0,0,4,1999,0
78426,"Matt Doman",19,71,205,40,6,6,12,58,0,80,0,R,0,0,0,0,3,1999,0
78427,"Jonathan Fauteux",19,74,231,59,15,33,48,139,-24,50,2,D,6,1,3,8,1,1999,0
78428,"Will Magnuson",19,77,234,23,0,0,0,28,-15,76,0,D,0,0,0,0,2,1999,0
78429,"Andrei Maximenko",18,72,181,35,1,3,4,45,0,192,0,L,0,0,0,0,3,1999,0
78432,"Jesse Cook",20,77,220,33,0,10,10,22,0,79,0,D,0,0,0,0,3,1999,0
78435,"Sean Dixon",18,74,185,55,2,12,14,57,-6,37,0,D,0,0,0,0,2,1999,0
78449,"Chris Legg",19,73,190,52,38,40,78,6,0,182,0,C,0,0,0,0,3,1999,0
78905,"Josh Reed",20,74,205,54,16,38,54,110,0,192,0,D,0,0,0,0,3,1999,0
78908,"Kyle Clark",19,78,209,20,0,2,2,30,0,100,0,R,0,0,0,0,3,1999,0
78934,"Doug Meyer",19,74,196,36,4,4,8,18,0,103,0,L,0,0,0,0,3,1999,0
78935,"Jay Dardis",19,75,190,26,23,36,59,32,0,118,0,C,0,0,0,0,3,1999,0
78936,"Brett Draney",18,72,179,58,7,10,17,48,10,192,1,L,15,1,2,8,4,1999,0
78938,"Travis Eagles",18,76,194,48,1,9,10,66,-2,192,0,R,5,0,0,8,1,1999,0
79014,"Bret Dececco",19,71,190,72,57,43,100,81,26,192,4,R,11,1,5,21,1,1999,0
79015,"Todd Hornung",18,72,201,64,19,18,37,96,13,92,6,C,16,6,12,26,5,1998,0
79187,"Ian Forbes",18,78,216,61,2,3,5,164,3,92,0,D,13,0,0,16,5,1998,0
79288,"Eric Laplante",19,72,185,40,19,22,41,193,-10,92,0,L,0,0,0,0,2,1998,0
79294,"Yevgeni Lazarev",18,73,207,11,9,13,22,19,0,82,2,R,5,5,7,17,3,1998,0
79301,"David Cameron",18,73,174,69,20,36,56,42,-14,35,0,C,0,0,0,0,2,1998,0
79304,"Geoff Koch",19,74,196,43,5,6,11,51,0,92,0,L,0,0,0,0,3,1998,0
79344,"Kent Sauer",19,74,227,54,4,19,23,99,0,92,2,D,10,1,3,18,3,1998,0
79345,"Andy Burnham",18,76,201,38,2,4,6,78,3,92,0,R,0,0,0,0,4,1998,0
79353,"Curtis Rich",19,76,201,70,3,12,15,204,11,36,0,D,17,0,0,36,1,1998,0
79356,"Erik Wendell",19,73,196,17,7,2,9,64,0,92,0,C,0,0,0,0,3,1998,0
79358,"Brandon Coalter",20,74,201,64,8,13,21,143,-15,92,3,L,7,3,6,6,2,1998,0
79360,"Gavin Mcleod",18,77,216,70,3,17,20,98,7,92,0,D,7,0,0,14,1,1998,0
79362,"Aaron Goldade",18,73,203,66,19,16,35,58,-4,92,2,L,16,0,2,22,1,1998,0
79370,"Sergei Skrobot",18,75,190,44,2,4,6,10,0,68,0,L,0,0,0,0,3,1998,0
79388,"Martin Beauchesne",18,72,201,37,1,3,4,105,0,92,0,D,0,0,0,0,3,1998,0
79390,"Rick Bertran",18,75,181,56,0,9,9,149,-12,92,0,D,6,0,0,11,1,1998,0
79392,"Adam Deleeuw",18,73,212,56,10,6,16,224,0,92,0,L,0,0,0,0,3,1998,0
79394,"Ryan Milanovic",18,74,216,42,1,8,9,72,0,92,3,L,6,1,4,19,1,1998,0
79434,"Jacques Lariviere",19,75,218,68,3,1,4,249,0,92,0,L,9,0,0,15,3,1998,0
79436,"Brett Allan",18,76,185,68,17,9,26,42,6,37,2,L,12,1,3,2,1,1998,0
79444,"B.J. Ketcheson",18,75,201,58,3,4,7,99,-24,92,1,D,4,0,1,6,1,1998,0
79449,"Vince Malts",20,75,216,33,11,17,28,124,0,92,13,R,11,6,19,20,3,1998,0
79453,"Nathan Forster",18,73,194,68,1,12,13,153,11,92,1,D,5,0,1,8,1,1998,0
80326,"Curtis Valentine",19,77,190,38,7,8,15,34,0,92,0,L,0,0,0,0,3,1998,0
80660,"Craig Murray",19,72,174,57,45,52,97,50,0,92,0,L,0,0,0,0,3,1998,0
81552,"Don Smith",19,74,205,30,4,6,10,8,-4,92,0,C,0,0,0,0,2,1998,0
81623,"Oak Hewer",19,76,216,62,8,11,19,68,-30,92,0,R,0,0,0,0,2,1998,0
81634,"Joel Scherban",18,74,207,8,2,5,7,2,5,92,3,C,16,2,5,4,5,1998,0
81635,"Brad Twordik",19,70,201,69,23,49,72,81,22,92,11,L,18,5,16,35,5,1998,0
81636,"Erik Jensen",19,73,196,41,12,14,26,90,0,92,5,R,11,2,7,60,3,1998,0
81640,"Scott Perry",20,72,181,38,5,12,17,18,0,92,0,C,0,0,0,0,3,1998,0
81642,"Graig Mischler",20,75,194,39,7,13,20,22,0,92,0,C,0,0,0,0,3,1998,0
82977,"Sean Griffin",18,75,216,63,0,6,6,97,4,92,0,D,12,0,0,13,1,1998,0
82978,"David Bernier",20,74,187,70,35,53,88,88,34,92,8,R,14,7,15,1,4,1998,0
82980,"Christian Lefebvre",20,77,216,8,0,0,0,18,0,92,0,D,0,0,0,0,3,1998,0
82981,"Justin Hansen",18,73,194,67,16,18,34,97,-4,92,0,C,0,0,0,0,2,1998,0
83049,"Jason Doyle",20,73,205,46,15,22,37,70,-24,92,4,R,10,7,11,11,5,1998,0
83050,"Andrei Yershov",22,72,176,45,5,8,13,60,0,92,0,D,0,0,0,0,3,1998,0
83097,"Darcy Harris",20,73,181,61,21,19,40,200,1,92,4,R,6,2,6,28,1,1998,0
83102,"Alexandre Couture",18,75,223,66,15,19,34,144,-18,92,0,L,0,0,0,0,2,1998,0
83105,"Ben Blais",20,75,198,54,12,39,51,75,0,92,0,D,0,0,0,0,3,1998,0
83450,"Mark Mcrae",19,72,190,27,5,16,21,10,0,78,0,D,0,0,0,0,3,2000,0
83452,"Dwight Wolfe",18,78,214,52,0,2,2,72,-12,92,0,D,5,0,0,0,1,1998,0
83453,"Sergei Verenikin",19,71,187,22,3,2,5,38,0,92,0,R,0,0,0,0,3,1998,0
8459069,"Jiri Dopita",30,76,222,72,27,41,68,74,0,92,6,C,10,12,18,4,3,1998,73
8464963,"Lance Ward",20,75,214,71,8,25,33,233,-7,92,0,R,5,0,0,16,2,1998,209
8465003,"Pierre Dagenais",20,77,218,60,66,67,133,50,40,92,2,R,6,6,8,2,4,1998,110
8465016,"Scott Parker",20,77,240,71,30,22,52,243,-4,92,0,R,7,6,6,23,2,1998,252
8465020,"Gordie Dwyer",20,75,202,59,18,27,45,365,6,92,9,L,14,4,13,67,4,1998,108
8465028,"Boyd Kane",20,74,229,68,48,45,93,133,38,92,7,L,9,5,12,29,4,1998,7
8465165,"Evgeny Korolev",20,73,214,64,9,31,40,75,-15,92,7,D,15,2,9,29,2,1998,42
8466130,"Andrei Bashkirov",28,72,215,83,31,54,85,21,0,92,2,L,4,2,4,2,3,1998,30
8466145,"Nick Boynton",20,73,218,56,12,54,66,87,53,192,15,D,14,2,17,22,4,1999,299
8466211,"Robert Schnabel",20,77,232,61,1,22,23,143,0,92,0,D,5,0,0,16,3,1998,22
8466349,"Kent McDonell",20,74,195,60,31,38,69,110,32,192,3,R,11,4,7,36,4,1999,32
8466394,"Brad Moran",19,71,182,72,53,49,102,64,0,92,8,C,18,10,18,20,3,1998,5
8466398,"Tom Kostopoulos",20,72,197,66,27,60,87,114,0,135,16,R,25,19,35,32,3,1999,155
8467055,"Patrik Stefan",19,74,205,33,11,24,35,26,0,1,0,C,0,0,0,0,3,1999,414
8467329,"Vincent Lecavalier",18,76,215,65,45,72,117,121,0,1,26,C,18,15,41,46,3,1998,467
8467330,"David Legwand",18,74,207,66,54,51,105,58,0,2,12,C,15,8,20,24,3,1998,362
8467331,"Brad Stuart",19,74,215,72,20,45,65,82,0,4,4,D,9,3,7,10,3,1998,354
8467332,"Bryan Allen",18,77,223,48,6,13,19,126,0,3,5,D,5,0,5,18,3,1998,139
8467333,"Rico Fata",18,72,214,64,43,33,76,110,0,10,5,L,16,9,14,49,3,1998,173
8467334,"Manny Malhotra",18,74,207,62,17,41,58,31,0,6,12,C,17,8,20,10,3,1998,346
8467335,"Mark Bell",18,76,220,55,34,26,60,87,0,16,5,C,13,6,11,14,3,1998,257
8467336,"Mike Rupp",20,77,235,58,32,21,53,134,4,211,5,L,13,5,10,22,4,2000,199
8467337,"Jeff Heerema",18,74,212,63,32,40,72,88,0,13,1,R,5,4,5,10,3,1998,32
8467338,"Alex Tanguay",19,73,194,58,49,39,88,34,0,14,6,L,5,7,13,4,3,1998,379
8467342,"Eric Chouinard",18,75,215,72,45,44,89,22,0,19,10,C,14,7,17,6,3,1998,89
8467343,"Martin Skoula",19,75,226,66,8,36,44,36,0,8,3,D,6,1,4,4,3,1998,404
8467344,"Robyn Regehr",18,75,222,65,4,10,14,120,0,12,3,D,5,0,3,8,3,1998,363
8467345,"Mathieu Biron",18,78,233,59,8,28,36,60,0,7,1,D,6,0,1,10,3,1998,201
8467346,"Simon Gagne",18,73,195,53,30,39,69,26,0,17,5,L,12,11,16,23,3,1998,354
8467347,"Milan Kraft",18,76,212,40,22,26,48,12,0,6,0,C,1,0,0,0,3,1998,207
8467348,"Christian Backman",18,76,210,38,11,21,32,16,0,4,3,D,7,2,5,6,3,1998,70
8467349,"Jiri Fischer",18,77,229,70,3,19,22,112,0,9,4,D,11,1,5,16,3,1998,283
8467350,"Mike Van Ryn",19,73,213,45,4,14,18,48,0,15,0,D,0,0,0,0,3,1998,148
8467351,"Scott Gomez",19,71,200,52,13,37,50,59,0,20,0,C,0,0,0,0,3,1998,394
8467352,"Vitaly Vishnevski",18,74,215,60,11,17,28,194,0,2,0,D,0,0,0,0,3,1998,334
8467353,"Nik Antropov",18,78,245,54,38,61,99,70,0,17,0,C,0,0,0,0,3,1998,263
8467354,"Dmitri Kalinin",18,75,210,32,0,4,4,30,0,1,0,D,0,0,0,0,3,1998,283
8467355,"Andrew Peters",18,76,240,60,11,7,18,220,0,28,0,L,7,2,2,19,3,1998,42
8467356,"Ramzi Abid",20,74,210,72,67,91,158,209,39,211,17,L,14,16,33,26,4,2000,68
8467357,"Jonathan Cheechoo",18,73,206,64,31,45,76,62,0,21,2,R,10,4,6,10,3,1998,147
8467358,"Kyle Rossiter",18,75,220,61,6,16,22,190,0,25,3,D,19,0,3,38,3,1998,11
8467359,"Artem Chubarov",19,73,205,37,4,6,10,4,0,3,0,C,0,0,0,0,3,1998,228
8467360,"Stephen Peat",18,74,235,63,6,12,18,189,0,30,0,R,5,0,0,8,3,1998,129
8467361,"Blair Betts",18,75,210,71,35,41,76,38,0,18,6,C,11,4,10,8,3,1998,35
8467362,"Chris Nielsen",18,74,214,68,22,29,51,31,0,26,4,R,18,2,6,10,3,1998,52
8467363,"Christian Berglund",18,71,195,30,23,19,42,88,0,7,0,L,2,0,0,0,3,1998,86
8467365,"John Erskine",18,76,220,55,0,9,9,205,0,29,5,D,16,0,5,25,3,1998,81
8467369,"Ossi Vaananen",18,76,215,44,3,9,12,52,0,13,2,D,7,0,2,16,3,1998,303
8467370,"Mike Fisher",18,73,216,66,24,25,49,65,0,41,2,C,9,2,4,13,3,1998,248
8467371,"Mike Ribeiro",18,72,179,67,40,85,125,55,0,92,1,C,6,3,4,0,3,1998,197
8467372,"Justin Papineau",20,71,180,60,40,36,76,52,18,211,12,C,16,4,16,16,4,2000,81
8467373,"Norman Milley",18,72,211,62,33,41,74,48,0,48,1,R,10,0,1,4,3,1998,15
8467374,"Jonathan Girard",18,71,192,64,20,47,67,44,0,42,16,D,16,2,18,13,3,1998,150
8467376,"Jaroslav Kristek",18,73,185,54,14,15,29,28,0,40,0,R,0,0,0,0,3,1998,6
8467378,"Bobby Allen",20,72,201,40,7,21,28,49,0,34,0,D,0,0,0,0,3,1998,1
8467379,"Steve Moore",20,74,205,33,10,23,33,46,0,24,0,C,0,0,0,0,3,1998,69
8467381,"Ryan Barnes",18,73,201,46,13,18,31,111,0,92,2,L,10,0,2,24,3,1998,2
8467383,"Tyler Bouck",18,72,196,65,11,26,37,90,0,92,0,L,11,1,1,21,3,1998,73
8467384,"Chris Bala",20,73,193,33,16,14,30,23,0,47,0,L,0,0,0,0,3,1998,6
8467386,"Denis Arkhipov",19,75,215,29,2,2,4,2,0,54,0,C,0,0,0,0,3,1998,273
8467387,"Joe Dipenta",19,74,220,38,2,16,18,50,0,33,0,D,0,0,0,0,3,1998,3
8467388,"Paul Manning",19,76,208,30,1,5,6,16,0,38,0,D,0,0,0,0,3,1998,8
8467389,"Brad Richards",18,72,199,68,33,82,115,44,0,92,24,C,19,8,32,2,3,1998,326
8467392,"Alex Henry",19,78,231,62,5,9,14,97,0,31,3,D,16,0,3,14,3,1998,112
8467393,"Jarkko Ruutu",23,73,204,47,11,10,21,182,0,92,4,L,9,7,11,10,3,1998,185
8467396,"Erik Cole",20,74,205,34,11,20,31,55,0,40,0,L,0,0,0,0,3,1998,214
8467397,"Dimitri Afanasenkov",18,74,209,48,14,7,21,20,0,10,0,L,0,0,0,0,3,1998,85
8467399,"Julien Vauclair",19,72,200,53,9,8,17,34,0,12,0,D,7,0,0,25,3,1998,1
8467400,"Francois Beauchemin",18,73,208,70,12,35,47,132,0,50,3,D,16,1,4,23,3,1998,1
8467402,"Mike Pandolfo",19,75,220,28,29,23,52,18,0,39,0,L,0,0,0,0,3,1998,3
8467403,"Peter Nordstrom",24,73,200,45,6,19,25,46,0,92,7,R,12,5,12,8,3,1998,2
8467407,"Brian Gionta",19,67,178,40,30,32,62,44,0,92,0,R,0,0,0,0,3,1998,166
8467408,"Matt Walker",18,76,215,64,2,13,15,124,0,92,0,D,20,0,0,23,3,1998,30
8467412,"Alexei Ponikarovsky",18,76,225,24,1,2,3,30,0,91,0,L,0,0,0,0,3,1998,116
8467414,"Ryan Jardine",18,72,210,65,28,32,60,16,0,92,0,L,0,0,0,0,3,1998,8
8467416,"Josef Vasicek",18,77,214,34,13,20,33,0,0,21,0,C,0,0,0,0,3,1998,293
8467417,"Eric Beaudoin",18,77,220,62,9,13,22,43,0,92,4,L,17,3,7,8,3,1998,53
8467418,"Tommy Vestlund",24,72,202,46,29,9,38,45,0,92,1,L,3,0,1,0,3,1998,203
8467421,"Mikko Jokela",18,73,212,54,8,13,21,40,0,15,0,D,0,0,0,0,3,1998,1
8467422,"Rob Davison",18,74,215,59,0,11,11,200,0,92,0,D,0,0,0,0,3,1998,70
8467423,"Shawn Horcoff",20,73,210,34,14,13,27,50,0,92,0,C,0,0,0,0,3,1998,268
8467425,"Petr Schastlivy",19,73,204,51,15,9,24,34,0,92,0,L,0,0,0,0,3,1998,129
8467427,"Kip Brennan",18,76,230,48,0,10,10,188,0,92,0,L,0,0,0,0,3,1998,46
8467428,"Krys Barch",18,74,225,65,9,27,36,62,0,92,3,R,16,4,7,16,3,1998,0
8467429,"Chris Corrinet",20,75,220,31,3,6,9,22,0,92,0,R,0,0,0,0,3,1998,8
8467436,"Jay Leach",19,77,220,39,0,9,9,37,0,92,0,D,0,0,0,0,3,1998,0
8467438,"Miroslav Zalesak",18,73,211,57,40,35,75,30,0,18,0,R,0,0,0,0,3,1998,12
