Overall,Round,Player,Nat.,Pos,Draft Year
117,4,Karel Mosovsky,EU,F,1999
117,4,Julien Sprunger,EU,F,2004
117,4,Felix Schutz,EU,C,2006
117,4,Denis Istomin,RU,F,2005
117,4,Mike Woodford,US,F,2001
117,4,Cam Janssen,US,F,2002
118,5,Mike Siklenka,CA,F,1998
118,4,Hugo Carpentier,CA,C,2006
118,4,Petr Dvorak,EU,C,2002
118,4,Marcel Noebels,EU,F,2011
118,4,Aki Seitsonen,SCN,C,2004
118,4,Drew Olson,US,F,2008
118,4,Jimmy Mullin,US,F,2010
118,4,Hudson Fasching,US,F,2013
119,4,Mark Santorelli,CA,C,2007
119,4,Derek Grant,CA,C,2008
119,4,Byron Froese,CA,C,2009
119,4,Tye McGinn,CA,F,2010
119,5,Anton But,RU,F,1998
119,4,Alexei Zotkin,RU,F,2001
119,4,Kevin Porter,US,C,2004
119,4,Doug Rogers,US,C,2006
120,5,Brent Gauvreau,CA,F,1998
120,4,Nathan Moon,CA,C,2008
120,4,Rob Flick,CA,C,2010
120,4,Tomas Surovy,EU,C,2001
120,4,Stefan Blaho,EU,F,2003
120,4,Viacheslav Trukhno,RU,F,2005
120,4,Jari Tolsa,SCN,C,1999
120,4,Ludwig Blomstrand,SCN,F,2011
120,4,Ryan Fitzgerald,US,C,2013
121,4,Paul Bissonnette,CA,F,2003
121,4,Kris Hogg,CA,F,2004
121,4,Nick Petersen,CA,F,2009
121,4,Juraj Mikus,EU,F,2005
121,4,Yevgeny Pavlov,RU,F,1999
121,4,Nikolay Prokhorkin,RU,F,2012
121,4,Gustav Nyquist,SCN,F,2008
121,4,Brian Ferlin,US,F,2011
121,4,Tyler Motte,US,C,2013
122,5,Charles Hudon,CA,F,2012
122,5,Christopher Clapperton,CA,F,2013
122,4,Kristian Kovac,EU,F,1999
122,4,Igor Valeev,RU,F,2001
122,4,Alexander Nikulin,RU,C,2004
122,4,Morten Madsen,SCN,F,2005
122,5,Mario Kempe,SCN,C,2007
122,5,Patrick Leahy,US,F,1998
122,4,Luke Lynes,US,C,2006
122,5,Chris Wagner,US,C,2010
123,4,Preston Mizzi,CA,C,1999
123,4,Aaron Lobb,CA,F,2001
123,4,Danny Stewart,CA,F,2003
123,4,Bobby Hughes,CA,C,2006
123,5,Zach Hyman,CA,C,2010
123,5,Garrett Meurs,CA,C,2011
123,5,Jiri Dopita,EU,C,1998
123,4,Karel Hromas,EU,F,2004
123,4,Ondrej Otcenas,EU,C,2005
123,5,Andrei Loktionov,RU,C,2008
124,5,Francis Belanger,CA,F,1998
124,4,Michel Ouellet,CA,F,2000
124,4,David Laliberte,CA,F,2004
124,4,Alexandre Krevsun,RU,F,1999
124,4,Yegor Shastin,RU,F,2001
124,5,Yaroslav Kosov,RU,C,2011
124,5,Nicklas Lasu,SCN,F,2008
124,5,Andy Sackrison,US,C,2006
125,4,Jeff Lucky,CA,F,2001
125,4,Andrew Sarauer,CA,F,2004
125,5,Brett Leffler,CA,F,2007
125,4,Konstantin Volkov,RU,F,2003
125,4,Daniel Johansson,SCN,C,1999
125,5,John Persson,SCN,F,2011
125,5,Saku Maenalanen,SCN,F,2013
125,5,Erik Wendell,US,C,1998
126,5,Morgan Warren,CA,F,1998
126,4,Jeff Bateman,CA,C,1999
126,4,Torrey Mitchell,CA,C,2004
126,5,Tim Crowder,CA,F,2005
126,5,Brent Pedersen,CA,F,2013
126,4,Daniel Volrab,EU,C,2001
126,4,Konstantin Baranov,RU,F,2002
126,4,Johan Hagglund,SCN,C,2000
126,5,Patrick Cehlin,SCN,F,2010
126,5,Dominic Toninato,US,C,2012
127,5,Brandon Coalter,CA,F,1998
127,4,Alexandre Bolduc,CA,C,2003
127,5,Bobby Bolt,CA,F,2005
127,5,Maxime Lacroix,CA,F,2006
127,5,Matt Calvert,CA,F,2008
127,5,Milan Kytnar,EU,C,2007
127,5,Roman Horak,EU,C,2009
127,4,Dmitri Semenov,RU,F,2000
127,4,Ryan Callahan,US,F,2004
127,5,Cody Ferriero,US,C,2010
128,5,Derek MacKenzie,CA,C,1999
128,4,Matt Ellison,CA,F,2002
128,4,Ty Morris,CA,F,2003
128,4,Evan McGrath,CA,C,2004
128,5,Evan Campbell,CA,F,2013
128,4,Andrei Posnov,RU,F,2001
128,5,Austin Smith,US,F,2007
128,5,Seth Ambroz,US,F,2011
129,5,Ryan Thorpe,CA,F,1999
129,5,Jamie Benn,CA,F,2007
129,5,Joel Champagne,CA,C,2008
129,5,Freddie Hamilton,CA,C,2010
129,5,Brendan Woods,CA,F,2012
129,4,Patrik Valcak,EU,C,2003
129,5,Tomas Vincour,EU,C,2009
129,5,Robert Nyholm,SCN,F,2006
129,4,Troy Riddle,US,C,2000
129,5,Blake Pietila,US,F,2011
130,5,Justin Mapletoft,CA,C,1999
130,4,Aaron Van Leusen,CA,C,2000
130,4,Colt King,CA,F,2001
130,5,Mathieu Aubin,CA,C,2005
130,5,Mike Hoffman,CA,F,2009
130,5,Jason Wilson,CA,F,2010
130,4,Jan Kubista,EU,F,2002
130,4,Matej Trojovsky,EU,F,2003
130,5,Jerome Flaake,EU,F,2008
130,5,Gustav Possler,SCN,F,2013
130,5,Tony Cameranesi,US,C,2011
131,5,Trevor Kell,CA,F,2004
131,5,Prab Rai,CA,C,2008
131,5,Matt Kennedy,CA,F,2009
131,5,Seth Griffith,CA,C,2012
131,5,Cole Ully,CA,F,2013
131,4,David Svagrovsky,EU,F,2003
131,5,Martin Latal,EU,F,2006
131,5,Konstantin Panov,RU,F,1999
131,5,Matt Hendricks,US,C,2000
131,4,Ben Eaves,US,C,2001
132,5,Darren Helm,CA,F,2005
132,5,Chris Terry,CA,F,2007
132,5,Gabriel Bourque,CA,F,2009
132,5,Michael Clarke,CA,C,2012
132,5,Roman Tvrdon,EU,C,1999
132,5,Andrei Bashkirov,RU,F,1998
132,5,Maxim Sushinsky,RU,F,2000
132,5,John Zeiler,US,F,2002
133,5,Philippe Cornet,CA,F,2008
133,5,Micheal Ferland,CA,F,2010
133,5,Petr Pohl,EU,F,2004
133,5,Stanislav Lascek,EU,F,2005
133,5,Lasse Pirjeta,SCN,C,2002
133,5,Sean Kuraly,US,C,2011
133,5,Logan Nelson,US,C,2012
134,5,Kyle Wellwood,CA,C,2001
134,5,Kris Versteeg,CA,F,2004
134,5,Jacob Lagace,CA,F,2008
134,5,Cody Beach,CA,F,2010
134,5,Branden Troock,CA,F,2012
134,4,Alexander Naurov,RU,F,2003
134,5,David Meckler,US,F,2006
134,5,Shane McColgan,US,F,2011
134,5,Luke Johnson,US,C,2013
135,5,Mike Danton,CA,C,2000
135,5,Corban Knight,CA,C,2009
135,5,Graham Black,CA,C,2012
135,5,Roman Psurny,EU,F,2004
135,5,Tomas Pospisil,EU,F,2005
135,5,Tomas Kubalik,EU,F,2008
135,5,Matt Doman,US,F,1999
135,5,Colin Stuart,US,F,2001
135,5,Paul Carey,US,C,2007
135,5,Justin Florek,US,F,2010
136,5,Dusty Jamieson,CA,F,1999
136,5,Nick Sucharski,CA,F,2006
136,5,Taylor Stefishen,CA,F,2008
136,5,Ondrej Roman,EU,C,2007
136,5,Radoslav Illo,EU,C,2009
136,5,Dmitri Upper,RU,C,2000
136,5,Victor CrusRydberg,SCN,C,2013
136,5,Andrew Sertich,US,F,2002
136,5,Robert Baillargeon,US,C,2012
137,5,Aaron Goldade,CA,C,1998
137,5,Garrett Bembridge,CA,F,1999
137,5,Joel Perrault,CA,C,2001
137,5,Cam Paddock,CA,C,2002
137,5,Tomas Zaborsky,EU,F,2006
137,5,Johan Ryno,SCN,F,2005
137,5,Joshua Turnbull,US,C,2007
138,5,Patrick Jarrett,CA,C,2002
138,5,David McIntyre,CA,C,2006
138,5,Max Campbell,CA,C,2007
138,5,Vincent Dunn,CA,C,2013
138,5,Daniel O'Regan,EU,C,2012
138,5,Maxim Trunev,RU,F,2008
138,5,Arsi Piispanen,SCN,F,2003
138,5,Pasi Salonen,SCN,F,2004
138,5,Matt Butcher,US,C,2005
138,5,Wade Megan,US,C,2009
139,5,Garrett Prosofsky,CA,C,1998
139,5,Shawn Collymore,CA,F,2001
139,5,Kris Newbury,CA,C,2002
139,5,Gabriel Dumont,CA,C,2009
139,5,Andrew Shaw,CA,C,2011
139,5,Ruslan Bernikov,RU,F,2000
139,5,Luke Walker,US,F,2010
139,5,Garret Ross,US,F,2012
140,5,Nathan Martz,CA,C,2000
140,5,George Davis,CA,F,2002
140,5,Cody Almond,CA,C,2007
140,5,Mark Olver,CA,C,2008
140,5,Tomas Plihal,EU,C,2001
140,5,Jake Dowell,US,C,2004
140,5,Kenny Agostino,US,F,2010
140,5,Joel Lowry,US,F,2011
141,5,K.C. Timmons,CA,F,1998
141,5,Cole Jarrett,CA,F,2001
141,5,Chris Doyle,CA,C,2008
141,5,Spencer Bennett,CA,F,2009
141,5,Darian Dziurzynski,CA,F,2011
141,5,Jiri Cetkovsky,EU,C,2002
141,5,Maxim Rybin,RU,F,1999
141,5,Kim Johansson,SCN,F,2006
141,5,Dan Travis,US,F,2003
141,5,Jim McKenzie,US,F,2004
142,5,Kory Nagy,CA,F,2008
142,5,Michal Pinc,EU,F,2000
142,5,Emanuel Peter,EU,C,2002
142,5,Juraj Gracik,EU,F,2004
142,5,Fabrice Herzog,EU,F,2013
142,5,Calle Steen,SCN,F,1998
142,5,Tommi Jaminki,SCN,F,2001
142,5,Thomas Spelling,SCN,F,2012
142,5,Nathan Gerbe,US,C,2005
142,5,Andrew Conboy,US,F,2007
142,5,Caleb Herbert,US,C,2010
143,5,Ryan Flinn,CA,F,1998
143,5,Eric Neilson,CA,F,2004
143,5,Mickey Renaud,CA,C,2007
143,5,Gregg Sutch,CA,F,2010
143,5,Frantisek Skladany,EU,F,2001
143,5,Max Friberg,SCN,F,2011
143,5,Mike Walsh,US,F,2002
143,5,Greg Moore,US,F,2003
144,5,Cody McCormick,CA,F,2001
144,5,Joel Broda,CA,C,2008
144,5,Derek Rodwell,CA,F,2009
144,5,Sam Carrick,CA,C,2010
144,5,Tomas Skvaridlo,EU,C,1999
144,5,Dominik Uher,EU,C,2011
144,5,Oleg Smirnov,RU,F,1998
144,5,Pavel Duma,RU,C,2000
144,5,Andreas Thuresson,SCN,C,2007
145,5,Marc-Andre Thinel,CA,F,1999
145,5,Charles-Antoine Messier,CA,C,2007
145,5,Philippe Hudon,CA,C,2011
145,5,Cody Payne,EU,F,2012
145,5,Mikael Samuelsson,SCN,F,1998
145,5,Eero Elo,SCN,F,2008
145,5,Brett Sterling,US,F,2003
145,5,Jon Rheault,US,F,2006
146,5,David Koci,EU,F,2000
146,6,Sergei Kuznetsov,RU,C,1998
146,5,Viktor Bobrov,RU,C,2002
146,5,Ilja Kablukov,RU,C,2007
146,5,Tom Wandell,SCN,C,2005
146,5,Daniel Brodin,SCN,F,2010
146,5,Mark McCutcheon,US,C,2003
146,5,Jeff Costello,US,F,2009
147,6,Craig Brunel,CA,F,1998
147,5,Matt McRae,CA,C,2000
147,5,David Bararuk,CA,C,2002
147,5,Jean-Simon Allard,CA,C,2007
147,5,Kyle DeCoste,CA,F,2008
147,5,Phil Varone,CA,C,2009
147,5,Brendan Gallagher,CA,F,2010
147,5,Jiri Jakes,EU,F,2001
147,5,Kalle Olsson,SCN,F,2003
147,5,Grant Besse,US,F,2013
148,5,Steve Regier,CA,F,2004
148,5,Randy Cameron,CA,C,2007
148,5,Matt Martin,CA,F,2008
148,5,Anton Krysanov,RU,C,2005
148,5,Kristofer Ottosson,SCN,F,2000
148,5,David Klema,US,C,2001
148,5,Lee Stempniak,US,F,2003
148,5,Jonny Brodzinski,US,C,2013
149,6,Paul Cabana,CA,F,1998
149,5,Nigel Dawes,CA,F,2003
149,5,Michael Neal,CA,F,2007
149,5,Austen Brassard,CA,F,2011
149,5,Matej Paulovic,EU,F,2013
149,5,Andrei Maximenko,RU,F,1999
149,5,Denis Denisov,RU,F,2000
149,5,Marcus Paulsson,SCN,C,2002
149,5,Juuso Puustinen,SCN,F,2006
149,5,Marcus Kruger,SCN,C,2009
149,5,Gino Pisellini,US,F,2004
149,5,Michael Parks,US,F,2010
150,6,Trent Hunter,CA,F,1998
150,5,Brock Hooton,CA,F,2002
150,5,Cal O'Reilly,CA,C,2005
150,5,Yasin Cisse,CA,F,2010
150,5,Alexander Kerfoot,CA,C,2012
150,5,Mikhail Grabovski,EU,C,2004
150,5,Max Warn,SCN,F,2006
150,5,Tyler Kolarik,US,C,2000
150,5,Matt Marshall,US,C,2007
151,6,Adam DeLeeuw,CA,F,1998
151,5,Brett Morrison,CA,C,2007
151,5,Julien Cayer,CA,C,2008
151,5,Andy Bathgate,CA,C,2009
151,6,Mirko Hoefflin,EU,C,2010
152,6,Gordie Dwyer,CA,F,1998
152,5,Jordan Krestanovich,CA,F,1999
152,5,Greg Hogeboom,CA,F,2002
152,5,Brady Murray,CA,C,2003
152,5,Josh Beaulieu,CA,F,2005
152,6,Jon Kalinski,CA,F,2007
152,6,David Broll,CA,F,2011
152,6,Daniel Zaar,SCN,F,2012
152,6,Anders Lee,US,C,2009
153,5,Stefan Chaput,CA,C,2006
153,6,Justin Azevedo,CA,C,2008
153,6,Dave Labrecque,CA,C,2009
153,6,Corey Durocher,CA,F,2010
153,6,Pavel Patera,EU,C,1998
153,5,Steven Zalewski,US,C,2004
153,5,Alex Berry,US,F,2005
153,6,John McCarron,US,F,2012
154,5,Andrew Ianiero,CA,F,1999
154,5,Wacey Rabbit,CA,C,2005
154,6,Erik Nystrom,SCN,F,2012
154,6,Henri Ikonen,SCN,F,2013
154,5,Matt Koalska,US,C,2000
154,5,Jake Brenk,US,C,2001
154,5,David Rohlfs,US,F,2003
154,6,Matthew McCollem,US,F,2006
155,5,Travis Moen,CA,F,2000
155,6,Anthony Nigro,CA,C,2008
155,6,Jimmy Bubnick,CA,C,2009
155,6,Andrew Fritsch,CA,F,2011
155,5,Michal Vondrka,EU,F,2001
155,5,Armands Berzins,RU,C,2002
155,6,Emil Pettersson,SCN,C,2013
155,5,Niko Dimitrakos,US,F,1999
155,5,Josh Robertson,US,C,2003
156,5,Ryan Reaves,CA,F,2005
156,6,Richard Greenop,CA,C,2007
156,6,Michael Pelech,CA,C,2009
156,6,Brendan O'Donnell,CA,C,2010
156,6,Darren Kramer,CA,C,2011
156,6,Connor Brown,CA,F,2012
156,5,Gregor Baumgartner,EU,F,1999
156,5,Roman Wick,EU,F,2004
156,5,Alexei Ivanov,RU,C,2003
156,6,Jan-Mikael Juutilainen,SCN,C,2006
157,6,Evan Bloodoff,CA,F,2009
157,6,Ryan Rupert,CA,C,2012
157,5,Marcin Kolusz,EU,F,2003
157,5,Andreas Jamtin,SCN,F,2001
157,5,Fredrik Pettersson,SCN,F,2005
157,6,William Quist,SCN,F,2007
157,6,Jesper Fast,SCN,F,2010
157,5,Grant Potulny,US,C,2000
157,6,Brent Gwidt,US,C,2006
157,6,Cam Atkinson,US,F,2008
157,6,Tim Harrison,US,F,2013
158,5,Vince Bellissimo,CA,C,2002
158,5,John Mitchell,CA,C,2003
158,5,Brandon Elliott,CA,F,2004
158,6,Levi Nelson,CA,C,2006
158,6,Lukas Sedlak,EU,C,2011
158,6,Christoph Bertschy,EU,C,2012
158,6,Maxim Kitsyn,RU,F,2010
158,6,Jari Viuhkola,SCN,C,1998
158,6,Anders Lovdahl,SCN,C,1999
158,6,Jerry D'Amigo,US,F,2009
159,6,Curtis McKenzie,CA,F,2009
159,6,Yuri Dobryshkin,RU,F,1999
159,5,Dmitri Semin,RU,C,2001
159,5,Kristofer Persson,SCN,F,2002
159,6,Brett Hextall,US,C,2008
159,6,Sean Malone,US,C,2013
160,5,Ben Walter,CA,C,2004
160,5,Matt Watkins,CA,F,2005
160,6,Anthony Peluso,CA,F,2007
160,6,Corey Cowick,CA,F,2009
160,6,Ryan Olsen,CA,C,2012
160,6,Myles Bell,CA,F,2013
160,6,Konstantin Rudenko,RU,F,1999
160,6,Rickard Wallin,SCN,C,1998
160,5,Nicklas Danielsson,SCN,F,2003
160,6,Tanner Lane,US,C,2010
161,6,Chris Neil,CA,F,1998
161,6,Jan Sochor,EU,F,1999
161,5,Pavel Sedov,RU,F,2000
161,5,Evgeni Isakov,RU,F,2003
161,6,Mats Froshaug,SCN,C,2008
161,6,Viktor Stalberg,SCN,F,2006
161,6,Andreas Dahlstrom,SCN,C,2010
161,6,Patrick Maroon,US,F,2007
161,6,Chris Leblanc,US,F,2013
162,6,Ryan Tesink,CA,C,2011
162,6,Joseph Blandisi,CA,C,2012
162,6,Julian Walker,EU,F,2006
162,5,Artem Chernov,RU,C,2000
162,5,Tyler Haskins,US,C,2004
162,5,P.J. Fenton,US,F,2005
163,5,Brad Richardson,CA,C,2003
163,6,Marek Kvapil,EU,F,2005
163,5,Ivan Nepryayev,RU,C,2000
163,6,Sergei Shirokov,RU,F,2006
163,6,Bjorn Melin,SCN,F,1999
163,5,Andreas Salomonsson,SCN,F,2001
163,6,Teemu Hartikainen,SCN,C,2008
163,6,Jere Sallinen,SCN,F,2009
163,5,Dusty Collins,US,C,2004
164,5,Ryan Oulahen,CA,C,2003
164,6,Chris Didomenico,CA,C,2007
164,6,Stephen Macaulay,CA,F,2010
164,6,Ales Kotalik,EU,F,1998
164,5,Yuri Trubachev,RU,C,2001
164,6,Moises Gutierrez,US,F,2004
165,6,Ryan Milanovic,CA,F,1998
165,5,Pierre-Luc Emond,CA,C,2001
165,6,Scott McCulloch,CA,F,2004
165,6,Scott Timmins,CA,C,2009
165,6,Coda Gordon,CA,F,2012
165,6,Matej Stransky,EU,F,2011
165,6,Markus Soberg,SCN,F,2013
165,6,Jonas Enlund,SCN,C,2006
165,6,Patrik Zackrisson,SCN,F,2007
165,5,Justin Maiser,US,C,2002
165,5,Gino Guyer,US,C,2003
166,6,Cory Pecker,CA,C,1999
166,6,Drew Czerwonka,CA,F,2010
166,6,Peter Guggisberg,EU,F,2004
166,6,Daniil Sobchenko,RU,C,2011
166,6,Tyler Ruegsegger,US,C,2006
167,5,Craig Weller,CA,F,2000
167,6,Brad Schell,CA,C,2002
167,6,Juraj Simek,EU,F,2006
167,6,Johan Harju,SCN,F,2007
167,6,Riley Barber,US,F,2012
167,6,Avery Peterson,US,C,2013
168,6,Tim Konsorada,CA,F,2002
168,6,Kevin Cormier,CA,F,2004
168,6,Ryley Grantham,CA,C,2008
168,6,Daniel Pribyl,EU,C,2011
168,6,Carl Hagelin,SCN,F,2007
168,6,Justin Mercier,US,F,2005
168,6,Quentin Shore,US,C,2013
169,6,Dustin Johner,CA,C,2001
169,6,Jordan Foote,CA,F,2004
169,6,Chris Auger,CA,C,2006
169,6,Dustin Walsh,CA,C,2009
169,6,Jan Fadrny,EU,C,1998
169,6,Ben Smith,US,F,2008
169,6,Vincent Hinostroza,US,C,2012
170,6,Ladislav Scurko,EU,C,2004
170,6,Andrei Troschinsky,RU,C,1998
170,6,Alexander Bumagin,RU,F,2006
170,6,Andreas Sundin,SCN,F,2003
170,6,Chase Balisy,US,C,2011
171,6,Chris Legg,CA,C,1999
171,6,Eric Himelfarb,CA,C,2001
171,6,Frederik Cabana,CA,C,2004
171,6,Nick Drazenovic,CA,C,2005
171,6,Dustin Jeffrey,CA,C,2007
171,6,Brooks Macek,CA,C,2010
171,6,Tommy Veilleux,CA,F,2013
171,6,Tomas Hyka,EU,F,2012
171,6,Pavel Datsyuk,RU,C,1998
171,6,Denis Stasyuk,RU,C,2003
171,6,Brian Day,US,F,2006
171,6,Max McCormick,US,F,2011
172,6,Jacques Lariviere,CA,F,1998
172,6,Luke Gazdic,CA,F,2007
172,6,Eric Wellwood,CA,F,2009
172,6,Alex Friesen,CA,C,2010
172,6,Lukas Vantuch,EU,F,2005
172,6,Petteri Wirtanen,SCN,C,2006
172,6,Max Gortz,SCN,F,2012
172,6,Scott Selig,US,F,2000
172,6,Matt Auffrey,US,F,2004
172,6,David Wohlberg,US,C,2008
173,6,Justin Aikins,CA,C,2001
173,6,Tyler Johnson,CA,C,2003
173,6,Nick Tremblay,CA,C,2008
173,6,Cedrick Henley,CA,F,2010
173,6,Anton Zlobin,RU,F,2012
173,6,Niko Kapanen,SCN,C,1998
173,6,Johan Dahlberg,SCN,F,2005
173,6,Nick Bonino,US,C,2007
174,7,Brett Allan,CA,C,1998
174,6,Eric Hunter,CA,C,2006
174,6,Ashton Bernard,CA,F,2009
174,6,Josh Archibald,CA,F,2011
174,6,Francis Beauvillier,CA,C,2012
174,6,Alexander Golovin,RU,F,2001
174,6,Karri Akkanen,SCN,F,2002
174,6,Esa Pirnes,SCN,C,2003
174,6,Damian Surma,US,C,1999
174,6,Scott Parse,US,C,2004
174,6,Greg Burke,US,F,2008
174,6,Brian Pinho,US,C,2013
175,6,Ryane Clowe,CA,F,2001
175,6,Matt Foy,CA,F,2002
175,6,Mike Hamilton,CA,F,2003
175,6,Aaron Boogaard,CA,F,2004
175,6,Justin Dibenedetto,CA,C,2008
175,6,Garrett Mitchell,CA,F,2009
175,6,Sven Helfenstein,EU,F,2000
175,6,Kyle Clark,US,F,1999
175,6,John Albert,US,C,2007
176,6,Matthew Tassone,CA,C,2008
176,6,Tyler Randell,CA,F,2009
176,6,Jeremy Gregoire,CA,C,2013
176,6,Ivan Dornic,EU,C,2003
176,6,Petr Placek,EU,F,2011
176,6,Jukka Hentunen,SCN,F,2000
176,6,Doug Meyer,US,F,1999
176,6,Patrick Kaleta,US,F,2004
176,6,Ryan Maki,US,F,2005
176,6,Ryan Flynn,US,F,2006
176,6,Taylor Matson,US,C,2007
177,6,Mathieu Perreault,CA,C,2006
177,6,David Pacan,CA,C,2009
177,6,Wesley Myron,CA,F,2012
177,6,Andrei Razin,RU,C,2001
177,6,Vili Sopanen,SCN,F,2007
177,6,Miro Aaltonen,SCN,C,2013
177,7,Vincent Malts,US,F,1998
177,6,Jay Dardis,US,C,1999
177,6,Tommy Wingels,US,C,2008
177,6,Travis Boyd,US,C,2011
178,6,Seneque Hyacinthe,CA,F,1999
178,6,Ryan Gibbons,CA,F,2003
178,6,Mike Santorelli,CA,C,2004
178,6,Greg Beller,CA,F,2005
178,6,Zack Torquato,CA,C,2007
178,6,Zac Rinaldo,CA,C,2008
178,6,Mark Stone,CA,F,2010
178,6,Maxim Scheviev,RU,C,2002
178,6,Tony Romano,US,C,2006
178,6,Hunter Fejes,US,F,2012
179,6,Brett Sutter,CA,F,2005
179,6,Paul Byron,CA,C,2007
179,6,Blaine Byron,CA,C,2013
179,6,Marian Havel,EU,C,2002
179,6,Vadim Sozinov,RU,C,2000
179,6,Jordan Fulton,US,C,2006
179,6,Brandon Kozun,US,F,2009
180,6,Darcy Hordichuk,CA,F,2000
180,6,Justin Taylor,CA,C,2007
180,6,Kirill Sidorenko,RU,C,2002
180,6,Artur Gavrus,RU,C,2012
180,6,Leo Komarov,SCN,C,2006
180,6,Tore Vikingstad,SCN,F,1999
180,7,Stefan Lundqvist,SCN,F,1998
180,6,Pathrik Westerholm,SCN,C,2011
180,6,Anton Blidh,SCN,F,2013
180,6,Scott Polaski,US,F,2001
180,6,Mitch Callahan,US,F,2009
181,7,Jonathan Gagnon,CA,C,1998
181,6,Kent McDonell,CA,F,1999
181,6,Stephen Johnston,CA,F,2008
181,7,Kristians Pelss,RU,F,2010
181,6,Johan Andersson,SCN,C,2003
181,6,Tim Kennedy,US,F,2005
181,6,Anthony Louis,US,C,2013
182,6,Andre Deveaux,CA,C,2002
182,7,Josh Nicholls,CA,F,2010
182,6,Jan Mursak,EU,F,2006
182,6,Fred Wikner,SCN,F,2004
182,7,Matias Sointu,SCN,F,2008
182,7,Erik Haula,SCN,F,2009
182,6,Tom Cavanagh,US,F,2001
183,6,Nick Dodge,CA,F,2006
183,6,Michal Macho,EU,C,2000
183,6,Jaroslav Sklenar,EU,F,2001
183,6,Riku Hahl,SCN,C,1999
183,7,Tyler Arnason,US,C,1998
183,6,Nate Thompson,US,C,2003
183,7,Garrett Roe,US,F,2008
184,6,Justin Cox,CA,F,1999
184,6,Shaun Norrie,CA,F,2000
184,6,Jaroslav Balastik,EU,F,2002
184,6,Dragan Umicevic,SCN,F,2003
184,7,Iiro Pakarinen,SCN,F,2011
184,7,Saku Salminen,SCN,C,2013
184,7,Don Smith,US,C,1998
184,6,Scott Horvath,US,F,2001
185,6,Scott Cameron,CA,C,1999
185,6,Francis Wathier,CA,F,2003
185,7,Levko Koper,CA,F,2009
185,7,Mitchell Theoret,CA,C,2011
185,7,Wade Murphy,CA,F,2013
185,6,Patrick Foley,US,F,2000
185,7,Nick Larson,US,C,2007
186,6,Brett Draney,CA,F,1999
186,7,Peter Leblanc,CA,C,2006
186,7,Jordan Nolan,CA,C,2009
186,7,Joel Vermin,EU,F,2013
186,6,Drew Miller,US,F,2003
186,7,C.J. Severyn,US,F,2007
186,7,Matthew Deblouw,US,C,2012
187,6,Eric Johansson,CA,C,2002
187,7,Devin Didiomete,CA,F,2006
187,7,Sean Collins,CA,C,2008
187,7,Steven Anthony,CA,F,2009
187,7,Ivan Rachunek,EU,F,1999
187,6,Artem Vostrikov,RU,C,2001
187,6,Per Backer,SCN,F,2000
187,7,Erik Westrum,US,C,1998
187,6,Robbie Earl,US,F,2004
188,7,Matt Fillier,CA,C,2007
188,7,Gregory Chase,CA,C,2013
188,7,Stephen Baby,US,F,1999
188,7,Louis Nanne,US,F,2012
189,6,Jonathan Lehun,CA,C,2003
189,7,Derek Dorsett,CA,F,2006
189,7,Jordan Knackstedt,CA,F,2007
189,7,Dylen McKinlay,CA,F,2010
189,7,Marek Viedensky,EU,C,2009
189,6,Kirill Starkov,RU,C,2005
189,7,Brendan Collier,US,F,2012
189,7,Eric Locke,US,C,2013
190,7,Blair Stayzer,CA,F,1999
190,6,D.J. King,CA,C,2002
190,6,Matt D'Agostini,CA,F,2005
190,7,Randy McNaught,CA,F,2010
190,7,Tommi Hannus,SCN,C,1998
190,6,Lennart Petrell,SCN,C,2004
190,6,Josh Olson,US,F,2000
190,7,Troy Mattila,US,F,2006
190,7,Trevor Nill,US,C,2007
190,7,Brad Peltz,US,F,2009
191,7,Brad Moran,CA,C,1998
191,7,Ryan Watson,CA,F,2007
191,7,Tyler Graovac,CA,C,2011
191,7,Martin Erat,EU,F,1999
191,6,Zbynek Novak,EU,F,2001
191,7,Dominik Kubalik,EU,F,2013
191,7,Nick Oslund,US,F,2006
192,6,Nicolas Blanchard,CA,F,2005
192,7,Cam Reid,CA,C,2009
192,7,Brett Perlini,CA,C,2010
192,7,Colin Smith,CA,C,2012
192,7,Radek Duda,EU,F,1998
192,6,Ladislav Vlcek,EU,F,2000
192,6,Jussi Jokinen,SCN,C,2001
192,6,Anton Axelsson,SCN,F,2004
192,7,Chris Hickey,US,C,2006
193,7,Kevin Baker,CA,F,1999
193,6,Brooks Laich,CA,C,2001
193,7,Patrick Holland,CA,F,2010
193,7,Brody Sutter,CA,C,2011
193,7,Jedd Soleway,CA,C,2013
193,7,David Skokan,EU,C,2007
193,6,Tony Lucia,US,F,2005
193,7,Anthony Hamburg,US,C,2009
194,7,Oak Hewer,CA,C,1998
194,7,Matt Marquardt,CA,F,2006
194,7,Maxime Legault,CA,F,2009
194,7,David Elsner,EU,F,2010
194,7,Mattias Wennerberg,SCN,C,1999
194,6,Kim Hirschovits,SCN,C,2002
194,6,James Massen,US,F,2001
194,7,Drew Daniels,US,F,2008
194,7,Colin Blackwell,US,C,2011
195,7,Jean-Michel Rizk,CA,F,2004
195,7,Jesse Martin,CA,C,2006
195,7,Samuel Morneau,CA,F,2008
195,7,Peter Quenneville,CA,C,2013
195,7,Tomas Divisek,EU,C,1998
195,7,Yorick Treille,EU,F,1999
195,6,Colin Shields,EU,F,2000
