name,CareerGP,NumSeasons,AvgGP,CareerTOI,AvgTOI,CareerPts,Overall,Round,Age,D1_Pos,D2_Pos,Great_160,Great_120,Draft Year
Ryan Jardine,8,1,8,71,8.875,2,89,4,35,0,0,0,0,1998
Ryan Johansen,271,4,67.75,4542,16.7601476,167,4,1,23,1,0,1,1,2010
Ryan Jones,334,6,55.66666667,4250,12.7245509,100,111,4,31,0,0,1,1,2004
Ryan Jorde,0,0,0,0,0,0,279,9,33,0,1,0,0,2001
Ryan Kesler,736,11,66.90909091,13781,18.72418478,440,23,1,31,1,0,1,1,2003
Ryan Lannon,0,0,0,0,0,0,239,8,32,0,1,0,0,2002
Ryan Lauzon,0,0,0,0,0,0,116,4,34,1,0,0,0,1999
Ryan MacMurchy,0,0,0,0,0,0,284,9,32,0,0,0,0,2002
Ryan Maki,0,0,0,0,0,0,176,6,30,0,0,0,0,2005
Ryan Malone,647,11,58.81818182,11148,17.23029366,370,115,4,35,0,0,1,1,1999
Ryan Martindale,0,0,0,0,0,0,61,3,23,1,0,0,0,2010
Ryan McDonagh,317,5,63.4,7477,23.58675079,136,12,1,26,0,1,1,1,2007
Ryan McGinnis,0,0,0,0,0,0,184,6,28,0,1,0,0,2005
Ryan Milanovic,0,0,0,0,0,0,165,6,34,0,0,0,0,1998
Ryan Molle,0,0,0,0,0,0,207,7,26,0,1,0,0,2007
Ryan Murphy,89,3,29.66666667,1639,18.41573034,25,12,1,22,0,1,0,0,1999
Ryan Murphy,0,0,0,0,0,0,113,1,22,0,0,0,0,1999
Ryan Nugent-Hopkins,258,4,64.5,5048,19.56589147,188,1,1,22,1,0,1,1,2011
Ryan O'Byrne,308,6,51.33333333,5364,17.41558442,39,79,3,31,0,1,1,1,2003
Ryan O'Marra,33,3,11,335,10.15151515,7,15,1,28,1,0,0,0,2005
Ryan O'Reilly,427,6,71.16666667,7868,18.42622951,246,33,2,24,1,0,1,1,2009
Ryan Oulahen,0,0,0,0,0,0,164,5,30,1,0,0,0,2003
Ryan Parent,106,5,21.2,1673,15.78301887,7,18,1,28,0,1,0,0,2005
Ryan Pottruff,0,0,0,0,0,0,202,7,29,0,1,0,0,2004
Ryan Potulny,126,6,21,1648,13.07936508,49,87,3,31,1,0,0,1,2003
Ryan Reaves,275,5,55,2130,7.745454545,34,156,5,28,0,0,1,1,2005
Ryan Rorabeck,0,0,0,0,0,0,262,9,30,1,0,0,0,2003
Ryan Russell,41,1,41,479,11.68292683,2,211,7,28,1,0,0,0,2005
Ryan Spooner,56,3,18.66666667,753,13.44642857,29,45,2,23,1,0,0,0,2010
Ryan Sproul,1,1,1,18,18,0,55,2,22,0,1,0,0,2011
Ryan Steeves,0,0,0,0,0,0,227,7,32,1,0,0,0,2002
Ryan Stoa,40,3,13.33333333,494,12.35,7,34,2,28,1,0,0,0,2005
Ryan Stone,35,3,11.66666667,353,10.08571429,7,32,2,30,1,0,0,0,2003
Ryan Strome,118,2,59,1809,15.33050847,68,5,1,22,1,0,0,0,2011
Ryan Suter,749,10,74.9,18220,24.32576769,351,7,1,30,0,1,1,1,2003
Ryan Tesink,0,0,0,0,0,0,162,6,22,1,0,0,0,2011
Ryan Thang,1,1,1,9,9,0,81,3,28,0,0,0,0,2007
Ryan Thorpe,0,0,0,0,0,0,129,5,34,0,0,0,0,1999
Ryan Turek,0,0,0,0,0,0,94,4,27,1,0,0,0,2006
Ryan Vanbuskirk,0,0,0,0,0,0,100,,35,0,1,0,0,1998
Ryan Watson,0,0,0,0,0,0,191,7,27,0,0,0,0,2007
Ryan White,175,6,29.16666667,1857,10.61142857,29,66,3,27,1,0,1,1,2006
Ryan Whitney,481,9,53.44444444,11117,23.11226611,259,5,1,32,0,1,1,1,2002
Ryane Clowe,491,10,49.1,8091,16.47861507,309,175,6,33,0,0,1,1,2001
Rylan Kaip,0,0,0,0,0,0,269,9,31,1,0,0,0,2003
Ryley Grantham,0,0,0,0,0,0,168,6,27,1,0,0,0,2008
Sam Carrick,16,1,16,104,6.5,2,144,5,23,1,0,0,0,2010
Sam Gagner,562,8,70.25,9677,17.21886121,336,6,1,26,1,0,1,1,2007
Sam Jardine,0,0,0,0,0,0,169,6,22,0,1,0,0,2011
Sami Lepisto,176,5,35.2,2937,16.6875,35,66,3,31,0,1,1,1,2004
Sami Vatanen,123,3,41,2403,19.53658537,60,106,4,24,0,1,0,1,2009
Sami Venalainen,0,0,0,0,0,0,249,8,33,0,0,0,0,2000
Samu Isosalo,0,0,0,0,0,0,230,8,33,0,0,0,0,2000
Samuel Carrier,0,0,0,0,0,0,176,6,23,0,1,0,0,2010
Samuel Groulx,0,0,0,0,0,0,92,4,25,0,1,0,0,2008
Samuel Morneau,0,0,0,0,0,0,195,7,25,0,0,0,0,2008
Samuel Noreau,0,0,0,0,0,0,136,5,22,0,1,0,0,2011
Sanny Lindstrom,0,0,0,0,0,0,112,4,35,0,1,0,0,1999
Sasha Pokulok,0,0,0,0,0,0,14,1,29,0,1,0,0,2005
Sawyer Hannay,0,0,0,0,0,0,205,7,22,0,1,0,0,2010
Scott Balan,0,0,0,0,0,0,106,4,33,0,1,0,0,2000
Scott Cameron,0,0,0,0,0,0,185,6,34,1,0,0,0,1999
Scott Dobben,0,0,0,0,0,0,113,4,32,1,0,0,0,2002
Scott Glennie,1,1,1,10,10,0,8,1,24,0,0,0,0,2009
Scott Gomez,1045,15,69.66666667,18178,17.39521531,747,27,1,35,1,0,1,1,1998
Scott Harrington,10,1,10,158,15.8,0,54,2,22,0,1,0,0,2011
Scott Hartnell,1030,14,73.57142857,16618,16.13398058,597,6,1,33,0,0,1,1,2000
Scott Heffernan,0,0,0,0,0,0,138,5,33,0,1,0,0,2000
Scott Horvath,0,0,0,0,0,0,184,6,33,0,0,0,0,2001
Scott Jackson,1,1,1,14,14,0,37,2,28,0,1,0,0,2005
Scott Kelman,0,0,0,0,0,0,15,1,34,1,0,0,0,1999
Scott Kishel,0,0,0,0,0,0,192,7,26,0,1,0,0,2007
Scott Lehman,1,1,1,3,3,0,76,3,29,0,1,0,0,2004
Scott May,0,0,0,0,0,0,222,7,33,0,0,0,0,2002
Scott Mayfield,5,1,5,87,17.4,0,34,2,23,0,1,0,0,2011
Scott McCulloch,0,0,0,0,0,0,165,6,29,0,0,0,0,2004
Scott Parker,308,8,38.5,1665,5.405844156,21,20,1,37,0,0,1,1,1998
Scott Parse,73,3,24.33333333,792,10.84931507,30,174,6,31,1,0,0,0,2004
Scott Perry,0,0,0,0,0,0,200,7,36,1,0,0,0,1998
Scott Polaski,0,0,0,0,0,0,180,6,33,0,0,0,0,2001
Scott Selig,0,0,0,0,0,0,172,6,34,0,0,0,0,2000
Scott Timmins,24,2,12,259,10.79166667,1,165,6,26,1,0,0,0,2009
Scott Todd,0,0,0,0,0,0,213,7,28,0,1,0,0,2005
Scott Valentine,0,0,0,0,0,0,166,6,24,0,1,0,0,2009
Scott Wilson,1,1,1,4,4,0,209,7,23,0,0,0,0,2011
Scott Winkler,0,0,0,0,0,0,89,3,25,1,0,0,0,2008
Scottie Upshall,553,12,46.08333333,7593,13.73056058,234,6,1,32,0,0,1,1,2002
Sean Bergenheim,506,9,56.22222222,7032,13.8972332,180,22,1,31,0,0,1,1,2002
Sean Collins,40,6,6.666666667,493,12.325,6,187,7,31,1,0,0,0,2002
Sean Collins,0,0,0,0,0,0,289,7,26,1,0,0,0,2002
Sean Connolly,0,0,0,0,0,0,158,5,34,0,1,0,0,2000
Sean Couturier,287,4,71.75,4893,17.04878049,118,8,1,22,1,0,1,1,2011
Sean Curry,0,0,0,0,0,0,211,7,33,0,1,0,0,2001
Sean Dixon,0,0,0,0,0,0,167,6,34,0,1,0,0,1999
Sean Griffin,0,0,0,0,0,0,210,8,35,0,1,0,0,1998
Sean Kotary,0,0,0,0,0,0,266,9,34,1,0,0,0,2000
Sean Kuraly,0,0,0,0,0,0,133,5,22,1,0,0,0,2011
Sean Lorenz,0,0,0,0,0,0,115,4,25,0,1,0,0,2008
Sean McMorrow,1,1,1,1,1,0,258,8,33,0,0,0,0,2000
Sean O'Connor,0,0,0,0,0,0,82,3,33,0,0,0,0,2000
Sean Sullivan,0,0,0,0,0,0,272,9,31,0,1,0,0,2003
Sean Zimmerman,0,0,0,0,0,0,170,6,28,0,1,0,0,2005
Sebastian Owuya,0,0,0,0,0,0,169,6,23,0,1,0,0,2010
Sebastian Wannstrom,0,0,0,0,0,0,44,2,24,0,0,0,0,2010
Seneque Hyacinthe,0,0,0,0,0,0,178,6,34,0,0,0,0,1999
Sergei Andronov,0,0,0,0,0,0,78,,26,0,0,0,0,2009
Sergei Anshakov,0,0,0,0,0,0,50,2,31,0,0,0,0,2002
Sergei Gimayev,0,0,0,0,0,0,166,5,31,0,1,0,0,2003
Sergei Klyazmin,0,0,0,0,0,0,92,,33,0,0,0,0,2000
Sergei Kolosov,0,0,0,0,0,0,151,5,29,0,1,0,0,2004
Sergei Korostin,0,0,0,0,0,0,64,3,26,0,0,0,0,2007
Sergei Kostitsyn,353,6,58.83333333,5378,15.23512748,176,200,7,28,0,0,1,1,2005
Sergei Kukushkin,0,0,0,0,0,0,218,,30,1,0,0,0,2004
Sergei Kuznetsov,0,0,0,0,0,0,146,6,35,1,0,0,0,1998
Sergei Mozyakin,0,0,0,0,0,0,263,9,34,0,0,0,0,2002
Sergei Ogorodnikov,0,0,0,0,0,0,82,3,29,1,0,0,0,2004
Sergei Rostov,0,0,0,0,0,0,236,9,35,0,1,0,0,1998
Sergei Shemetov,0,0,0,0,0,0,258,8,30,0,0,0,0,2002
Sergei Shirokov,8,2,4,98,12.25,1,163,6,29,0,0,0,0,2006
Sergei Skrobot,0,0,0,0,0,0,258,9,35,0,1,0,0,1998
Sergei Soin,0,0,0,0,0,0,50,2,33,1,0,0,0,2000
Sergei Topol,0,0,0,0,0,0,252,8,30,1,0,0,0,2003
Sergei Verenikin,0,0,0,0,0,0,223,,35,0,0,0,0,1998
Sergei Zinovjev,10,1,10,98,9.8,1,73,3,35,0,0,0,0,2000
Seth Ambroz,0,0,0,0,0,0,128,5,22,0,0,0,0,2011
Seth Helgeson,22,1,22,296,13.45454545,2,114,4,25,0,1,0,0,2009
Severin Blindenbacher,0,0,0,0,0,0,273,9,32,0,1,0,0,2001
Shane Endicott,45,2,22.5,514,11.42222222,3,52,2,33,1,0,0,0,2000
Shane Hynes,0,0,0,0,0,0,86,3,31,0,0,0,0,2003
Shane McColgan,0,0,0,0,0,0,134,5,22,0,0,0,0,2011
Shane O'Brien,537,9,59.66666667,8979,16.72067039,92,250,8,32,0,1,1,1,2003
Shane Prince,2,1,2,21,10.5,1,61,2,22,1,0,0,0,2011
Shane Sims,1,1,1,7,7,0,126,5,27,0,1,0,0,2006
Shaone Morrisonn,480,8,60,9025,18.80208333,75,19,1,32,0,1,1,1,2001
Shaun Landolt,0,0,0,0,0,0,237,8,30,0,0,0,0,2003
Shaun Norrie,0,0,0,0,0,0,184,6,32,0,0,0,0,2000
Shaun Sutter,0,0,0,0,0,0,102,4,35,0,0,0,0,1998
Shawn Belle,20,3,6.666666667,264,13.2,1,30,1,30,0,1,0,0,2003
Shawn Collymore,0,0,0,0,0,0,139,5,32,0,0,0,0,2001
Shawn Horcoff,949,14,67.78571429,16191,17.06111697,496,99,4,37,1,0,1,1,1998
Shawn Lalonde,1,1,1,15,15,0,68,3,25,0,1,0,0,2008
Shawn Matthias,408,8,51,5242,12.84803922,131,47,2,27,1,0,1,1,2006
Shawn Weller,0,0,0,0,0,0,77,3,29,0,0,0,0,2004
Shay Stephenson,2,1,2,15,7.5,0,198,7,32,0,0,0,0,2003
Shea Guthrie,0,0,0,0,0,0,76,3,28,0,0,0,0,2005
Shea Weber,685,10,68.5,16353,23.8729927,392,49,2,30,0,1,1,1,2003
Sheldon Keefe,125,3,41.66666667,1278,10.224,24,47,2,35,0,0,0,1,1999
Sidney Crosby,627,10,62.7,13204,21.05901116,853,1,1,28,1,0,1,1,2005
Simon Bertilsson,0,0,0,0,0,0,87,3,24,0,1,0,0,2009
Simon Danis-Pepin,0,0,0,0,0,0,61,2,27,0,1,0,0,2006
Simon Despres,160,4,40,2589,16.18125,39,30,1,24,0,1,1,1,2009
Simon Gagne,822,14,58.71428571,14599,17.76034063,601,22,1,35,0,0,1,1,1998
Simon Gamache,48,4,12,496,10.33333333,13,290,9,34,1,0,0,0,2000
Simon Hjalmarsson,0,0,0,0,0,0,39,2,26,0,0,0,0,2007
Simon Karlsson,0,0,0,0,0,0,142,5,22,0,1,0,0,2011
Simon Lacroix,0,0,0,0,0,0,196,7,26,0,1,0,0,2007
Simon Skoog,0,0,0,0,0,0,283,9,32,0,1,0,0,2001
Slava Voynov,190,4,47.5,4040,21.26315789,81,32,2,25,0,1,1,1,2008
Sondre Olden,0,0,0,0,0,0,79,3,23,1,0,0,0,2010
Spencer Bennett,0,0,0,0,0,0,141,5,24,0,0,0,0,2009
Spencer Dillon,0,0,0,0,0,0,267,9,30,0,1,0,0,2004
Spencer Machacek,25,3,8.333333333,191,7.64,9,67,3,27,0,0,0,0,2007
Staffan Kronwall,66,4,16.5,789,11.95454545,4,285,9,33,0,1,0,0,2002
Stanislav Balan,0,0,0,0,0,0,209,7,29,1,0,0,0,2004
Stanislav Chistov,196,3,65.33333333,2282,11.64285714,61,5,1,32,0,0,1,1,2001
Stanislav Galiev,2,1,2,19,9.5,1,86,3,23,0,0,0,0,2010
Stanislav Lascek,0,0,0,0,0,0,133,5,29,0,0,0,0,2005
Stefan Blaho,0,0,0,0,0,0,120,4,30,0,0,0,0,2003
Stefan Blom,0,0,0,0,0,0,194,6,30,0,1,0,0,2003
Stefan Chaput,0,0,0,0,0,0,153,5,27,1,0,0,0,2006
Stefan Della Rovere,7,1,7,43,6.142857143,0,204,7,25,0,0,0,0,2008
Stefan Elliott,63,4,15.75,1071,17,18,49,2,24,0,1,0,0,2009
Stefan Legein,0,0,0,0,0,0,37,2,26,0,0,0,0,2007
Stefan Lundqvist,0,0,0,0,0,0,180,7,37,0,0,0,0,1998
Stefan Meyer,20,2,10,134,6.7,2,55,2,30,0,0,0,0,2003
Stefan Noesen,1,1,1,7,7,0,21,1,22,0,0,0,0,2011
Stefan Ruzicka,55,3,18.33333333,635,11.54545455,17,81,3,30,0,0,0,0,2003
Stefan Schauer,0,0,0,0,0,0,162,5,32,0,1,0,0,2001
Stefan Warg,0,0,0,0,0,0,143,5,25,0,1,0,0,2008
Stepan Mokhov,0,0,0,0,0,0,63,2,34,0,1,0,0,1999
Stephane Goulet,0,0,0,0,0,0,208,7,29,0,0,0,0,2004
Stephane Veilleux,506,10,50.6,6515,12.87549407,106,93,3,33,0,0,1,1,2001
Stephen Baby,0,0,0,0,0,0,188,7,35,0,0,0,0,1999
Stephen Dixon,0,0,0,0,0,0,229,7,29,1,0,0,0,2003
Stephen Johns,0,0,0,0,0,0,60,2,23,0,1,0,0,2010
Stephen Johnston,0,0,0,0,0,0,181,6,25,0,0,0,0,2008
Stephen Macaulay,0,0,0,0,0,0,164,6,23,0,0,0,0,2010
Stephen Peat,130,4,32.5,733,5.638461538,10,32,2,35,0,0,0,1,1998
Stephen Silas,0,0,0,0,0,0,95,4,23,0,1,0,0,2010
Stephen Weiss,732,13,56.30769231,12737,17.40027322,423,4,1,32,1,0,1,1,2001
Steve Bernier,609,10,60.9,8118,13.33004926,224,16,1,30,0,0,1,1,2003
Steve Crampton,0,0,0,0,0,0,248,,33,0,0,0,0,2000
Steve Downie,408,8,51,5531,13.55637255,190,29,1,28,0,0,1,1,2005
Steve Eminger,488,10,48.8,8617,17.65778689,99,12,1,31,0,1,1,1,2002
Steve McCarthy,302,8,37.75,4697,15.55298013,55,23,1,34,0,1,1,1,1999
Steve McClellan,0,0,0,0,0,0,281,,30,0,1,0,0,2004
Steve Moore,69,3,23,840,12.17391304,12,53,2,37,1,0,0,0,1998
Steve Ott,774,12,64.5,11566,14.94315245,279,25,1,33,1,0,1,1,2000
Steve Quailer,0,0,0,0,0,0,86,3,26,0,0,0,0,2008
Steve Regier,26,4,6.5,211,8.115384615,4,148,5,31,0,0,0,0,2004
Steve Werner,0,0,0,0,0,0,83,,31,0,0,0,0,2003
Steven Anthony,0,0,0,0,0,0,187,7,24,0,0,0,0,2009
Steven Covington,0,0,0,0,0,0,226,7,29,0,0,0,0,2004
Steven Delisle,0,0,0,0,0,0,107,4,25,0,1,0,0,2008
Steven Fogarty,0,0,0,0,0,0,72,3,22,1,0,0,0,2011
Steven Goertzen,68,4,17,571,8.397058824,4,225,7,31,0,0,0,0,2002
Steven Kampfer,86,3,28.66666667,1447,16.8255814,19,93,4,27,0,1,0,0,2007
Steven Shipley,0,0,0,0,0,0,98,4,23,1,0,0,0,2010
Steven Spencer,0,0,0,0,0,0,266,9,33,0,1,0,0,2002
Steven Stamkos,492,7,70.28571429,9721,19.75813008,498,1,1,25,1,0,1,1,2008
Steven Zalewski,10,2,5,99,9.9,0,153,5,29,1,0,0,0,2004
Stuart Percy,9,1,9,163,18.11111111,3,25,1,22,0,1,0,0,2011
Sven Baertschi,69,4,17.25,865,12.53623188,30,13,1,23,0,0,0,0,2011
Sven Helfenstein,0,0,0,0,0,0,175,6,33,0,0,0,0,2000
T.J. Brennan,46,3,15.33333333,740,16.08695652,12,31,2,26,0,1,0,0,2007
T.J. Brodie,266,5,53.2,5879,22.10150376,100,114,4,25,0,1,1,1,2008
T.J. Fast,0,0,0,0,0,0,60,2,27,0,1,0,0,2005
T.J. Galiardi,321,7,45.85714286,4723,14.71339564,105,55,2,27,0,0,1,1,2007
T.J. Hensick,112,4,28,1343,11.99107143,38,88,3,29,1,0,0,0,2005
T.J. Oshie,443,7,63.28571429,8268,18.66365688,310,24,1,28,1,0,1,1,2005
T.J. Tynan,0,0,0,0,0,0,66,,23,1,0,0,0,2011
Tamas Groschl,0,0,0,0,0,0,256,,35,0,0,0,0,1999
Tanner Glass,443,8,55.375,4551,10.2731377,60,265,9,31,0,0,1,1,2003
Tanner Lane,0,0,0,0,0,0,160,6,23,1,0,0,0,2010
Taylor Aronson,0,0,0,0,0,0,78,3,23,0,1,0,0,2010
Taylor Beck,85,3,28.33333333,1088,12.8,23,70,3,24,0,0,0,0,2009
Taylor Chorney,68,5,13.6,1109,16.30882353,7,36,2,28,0,1,0,0,2005
Taylor Christie,0,0,0,0,0,0,195,6,32,0,1,0,0,2002
Taylor Doherty,0,0,0,0,0,0,57,2,24,0,1,0,0,2009
Taylor Ellington,0,0,0,0,0,0,33,2,26,0,1,0,0,2007
Taylor Hall,299,5,59.8,5653,18.90635452,263,1,1,23,0,0,1,1,2010
Taylor Matson,0,0,0,0,0,0,176,6,26,1,0,0,0,2007
Taylor Pyatt,859,13,66.07692308,11818,13.75785797,280,8,1,34,0,0,1,1,1999
Taylor Stefishen,0,0,0,0,0,0,136,5,25,0,0,0,0,2008
Teemu Eronen,0,0,0,0,0,0,192,7,24,0,1,0,0,2011
Teemu Hartikainen,52,3,17.33333333,673,12.94230769,13,163,6,25,1,0,0,0,2008
Teemu Jaaskelainen,0,0,0,0,0,0,205,7,32,0,1,0,0,2001
Teemu Kesa,0,0,0,0,0,0,100,4,34,0,1,0,0,1999
Teemu Laakso,17,3,5.666666667,183,10.76470588,0,78,3,28,0,1,0,0,2005
Teemu Laine,0,0,0,0,0,0,39,2,33,0,0,0,0,2000
Teemu Pulkkinen,34,2,17,378,11.11764706,8,111,4,23,0,0,0,0,2010
Teemu Sainomaa,0,0,0,0,0,0,62,2,34,0,0,0,0,1999
Teigan Zahn,0,0,0,0,0,0,132,7,25,0,1,0,0,2008
Tero Maatta,0,0,0,0,0,0,41,2,33,0,1,0,0,2000
Thatcher Bell,0,0,0,0,0,0,71,3,33,1,0,0,0,2000
Theo Peckham,160,6,26.66666667,2730,17.0625,17,75,3,27,0,1,1,1,2006
Theo Ruth,0,0,0,0,0,0,46,2,26,0,1,0,0,2007
Thierry Douville,0,0,0,0,0,0,208,7,32,0,1,0,0,2001
Thomas Bellemare,0,0,0,0,0,0,206,7,31,0,0,0,0,2003
Thomas Hickey,202,3,67.33333333,3738,18.5049505,48,4,1,26,0,1,1,1,2007
Thomas Larkin,0,0,0,0,0,0,137,5,24,0,1,0,0,2009
Thomas Morrow,0,0,0,0,0,0,150,5,31,0,1,0,0,2003
Thomas Nussli,0,0,0,0,0,0,277,9,33,0,0,0,0,2002
Thomas Vanek,743,10,74.3,12610,16.9717362,608,5,1,31,0,0,1,1,2003
Thomas Ziegler,5,1,5,25,5,0,263,9,37,0,0,0,0,2000
Tim Billingsley,0,0,0,0,0,0,189,7,25,0,1,0,0,2008
Tim Branham,0,0,0,0,0,0,93,3,34,0,1,0,0,2000
Tim Brent,207,7,29.57142857,2213,10.69082126,48,75,3,31,1,0,1,1,2004
Tim Conboy,59,3,19.66666667,334,5.661016949,6,217,7,33,0,1,0,0,2002
Tim Connolly,697,11,63.36363636,12306,17.65566714,431,5,1,34,1,0,1,1,1999
Tim Cook,0,0,0,0,0,0,142,5,31,0,1,0,0,2003
Tim Crowder,0,0,0,0,0,0,126,5,28,0,0,0,0,2005
Tim Eriksson,0,0,0,0,0,0,206,7,33,1,0,0,0,2000
Tim Erixon,93,4,23.25,1389,14.93548387,14,23,1,24,0,1,0,0,2009
Tim Gleason,727,11,66.09090909,13737,18.8954608,142,23,1,32,0,1,1,1,2001
Tim Heed,0,0,0,0,0,0,132,5,24,0,1,0,0,2010
Tim Jackman,481,11,43.72727273,4376,9.097713098,75,38,2,33,0,0,1,1,2001
Tim Kennedy,162,6,27,1996,12.32098765,39,181,6,29,0,0,1,1,2005
Tim Konsorada,0,0,0,0,0,0,168,6,31,0,0,0,0,2002
Tim Kunes,0,0,0,0,0,0,145,,28,0,1,0,0,2005
Tim Preston,0,0,0,0,0,0,73,3,34,0,0,0,0,1999
Tim Ramholt,1,1,1,1,1,0,39,2,30,0,1,0,0,2003
Tim Smith,0,0,0,0,0,0,272,9,34,1,0,0,0,2000
Timo Helbling,11,2,5.5,117,10.63636364,1,162,6,34,0,1,0,0,1999
Timo Parssinen,17,1,17,200,11.76470588,3,102,4,38,0,0,0,0,2001
Timo Seppanen,0,0,0,0,0,0,185,7,28,0,1,0,0,2006
Timofei Shishkanov,24,2,12,199,8.291666667,5,33,2,32,0,0,0,0,2001
Tobias Rieder,72,1,72,1217,16.90277778,21,114,4,22,1,0,0,0,2011
Toby Enstrom,544,8,68,12815,23.55698529,272,239,8,30,0,1,1,1,2003
Toby Petersen,398,9,44.22222222,4478,11.25125628,81,244,9,36,1,0,1,1,1998
Todd Hornung,0,0,0,0,0,0,59,3,34,1,0,0,0,1998
Todd Jackson,0,0,0,0,0,0,251,8,34,0,0,0,0,2000
Tom Cavanagh,18,2,9,145,8.055555556,3,182,6,33,0,0,0,0,2001
Tom Fritsche,0,0,0,0,0,0,47,2,28,0,0,0,0,2005
Tom Gilbert,592,9,65.77777778,13031,22.01182432,216,129,4,32,0,1,1,1,2002
Tom Koivisto,22,1,22,368,16.72727273,6,253,8,41,0,1,0,0,2002
Tom Kostopoulos,630,11,57.27272727,7853,12.46507937,157,204,7,36,0,0,1,1,1999
Tom Kuhnhackl,0,0,0,0,0,0,110,4,23,1,0,0,0,2010
Tom Nilsson,0,0,0,0,0,0,100,4,22,0,1,0,0,2011
Tom Pyatt,245,5,49,3080,12.57142857,54,107,4,28,1,0,1,1,2005
Tom Sestito,137,7,19.57142857,914,6.671532847,18,85,3,28,0,0,0,1,2006
Tom Walsh,0,0,0,0,0,0,163,5,32,0,1,0,0,2002
Tom Wandell,229,5,45.8,2585,11.28820961,43,146,5,28,1,0,1,1,2005
Tomas Divisek,5,2,2.5,48,9.6,1,195,7,36,1,0,0,0,1998
Tomas Fleischmann,581,10,58.1,9127,15.7091222,310,63,2,31,0,0,1,1,2002
Tomas Harant,0,0,0,0,0,0,173,6,35,0,1,0,0,2000
Tomas Jurco,99,2,49.5,1210,12.22222222,33,35,2,22,0,0,0,0,2011
Tomas Kana,6,1,6,52,8.666666667,2,31,2,27,1,0,0,0,2006
Tomas Kloucek,141,5,28.2,1728,12.25531915,10,131,5,35,0,1,0,1,1998
Tomas Kollar,0,0,0,0,0,0,226,7,33,0,0,0,0,2003
Tomas Kopecky,578,10,57.8,7521,13.01211073,174,38,2,33,1,0,1,1,2000
Tomas Kubalik,12,2,6,165,13.75,4,135,5,25,0,0,0,0,2008
Tomas Kudelka,0,0,0,0,0,0,136,5,28,0,1,0,0,2005
Tomas Kundratek,30,2,15,453,15.1,7,90,3,25,0,1,0,0,2008
Tomas Kurka,17,2,8.5,236,13.88235294,5,32,2,33,0,0,0,0,2000
Tomas Linhart,0,0,0,0,0,0,45,2,31,0,1,0,0,2002
Tomas Malec,46,4,11.5,517,11.23913043,2,64,3,33,0,1,0,0,2001
Tomas Marcinko,0,0,0,0,0,0,115,4,27,1,0,0,0,2006
Tomas Micka,0,0,0,0,0,0,245,8,32,0,0,0,0,2002
Tomas Mojzis,17,3,5.666666667,187,11,3,246,8,33,0,1,0,0,2001
Tomas Plekanec,761,11,69.18181818,13997,18.39290407,499,71,3,32,0,0,1,1,2001
Tomas Plihal,89,3,29.66666667,916,10.29213483,16,140,5,32,1,0,0,0,2001
Tomas Pospisil,0,0,0,0,0,0,135,5,28,0,0,0,0,2005
Tomas Skvaridlo,0,0,0,0,0,0,144,5,34,1,0,0,0,1999
Tomas Slovak,0,0,0,0,0,0,42,2,32,0,1,0,0,2001
Tomas Surovy,126,3,42,1678,13.31746032,59,120,4,34,1,0,0,1,2001
Tomas Tatar,182,4,45.5,2669,14.66483516,103,60,2,24,1,0,1,1,2009
Tomas Troliga,0,0,0,0,0,0,89,3,31,1,0,0,0,2002
Tomas Vincour,95,4,23.75,912,9.6,17,129,5,24,1,0,0,0,2009
Tomas Zaborsky,0,0,0,0,0,0,137,5,27,0,0,0,0,2006
Tomas Zizka,25,2,12.5,408,16.32,8,163,6,36,0,1,0,0,1998
Tomek Valtonen,0,0,0,0,0,0,56,2,35,0,0,0,0,1998
Tomi Maki,1,1,1,11,11,0,108,4,32,0,0,0,0,2001
Tomi Pettinen,24,3,8,329,13.70833333,0,267,9,38,0,1,0,0,2000
Tommi Hannus,0,0,0,0,0,0,190,7,35,1,0,0,0,1998
Tommi Jaminki,0,0,0,0,0,0,142,5,32,0,0,0,0,2001
Tommi Kivisto,0,0,0,0,0,0,208,7,24,0,1,0,0,2009
Tommi Leinonen,0,0,0,0,0,0,125,4,28,0,1,0,0,2005
Tommi Santala,63,2,31.5,555,8.80952381,9,245,9,36,1,0,0,0,1999
Tommy Cross,0,0,0,0,0,0,35,2,25,0,1,0,0,2007
Tommy Westlund,203,4,50.75,2025,9.975369458,22,93,4,40,0,0,1,1,1998
Tommy Wingels,232,5,46.4,3554,15.31896552,96,177,6,27,1,0,1,1,2008
Toni Dahlman,22,2,11,145,6.590909091,2,286,9,36,0,0,0,0,2001
Toni Koivisto,0,0,0,0,0,0,200,7,32,0,0,0,0,2001
Toni Rajala,0,0,0,0,0,0,101,4,24,0,0,0,0,2009
Tony Cameranesi,0,0,0,0,0,0,130,5,22,1,0,0,0,2011
Tony Dehart,0,0,0,0,0,0,125,5,25,0,1,0,0,2010
Tony Lagerstrom,0,0,0,0,0,0,76,,27,1,0,0,0,2006
Tony Lucia,0,0,0,0,0,0,193,6,28,0,0,0,0,2005
Tony Martensson,6,1,6,42,7,2,224,7,35,1,0,0,0,2001
Tony Romano,0,0,0,0,0,0,178,6,27,1,0,0,0,2006
Tony Salmelainen,70,2,35,688,9.828571429,18,41,2,34,0,0,0,0,1999
Tony Virta,8,1,8,107,13.375,5,103,4,43,0,0,0,0,2001
