rank,age,nationality,name,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
81,21,CA,Jean-Gabriel Pageau,F,46,20,24,44,23,15,6,3,,0.435,0.522,0.957
82,22,SE,Oscar Lindberg,F,75,18,26,44,58,2,4,2,,0.24,0.347,0.587
83,23,CA,Corban Knight,F,70,18,26,44,50,11,6,0,,0.257,0.371,0.629
84,26,US,Brett Olson,F,75,17,27,44,38,8,5,1,,0.227,0.36,0.587
85,20,CH,Sven Andrighetto,F,64,17,27,44,40,-4,3,1,,0.266,0.422,0.688
86,30,CA,Brandon Segal,F,63,17,27,44,64,1,7,0,,0.27,0.429,0.698
87,25,US,Terry Broadhurst,F,73,16,28,44,16,10,3,1,,0.219,0.384,0.603
88,26,CA,Brett Sutter,F,62,15,29,44,69,-13,5,1,,0.242,0.468,0.71
89,25,CA,Kelly Zajac,F,67,12,32,44,4,8,3,0,,0.179,0.478,0.657
90,21,CA,Devante Smith-Pelly,F,55,27,16,43,29,-1,10,3,,0.491,0.291,0.782
91,23,US,Danny Kristo,F,65,25,18,43,18,0,7,0,,0.385,0.277,0.662
92,22,SE,Carl Klingberg,F,65,22,21,43,42,15,2,0,,0.338,0.323,0.662
93,21,CA,Freddie Hamilton,F,64,22,21,43,6,-14,8,1,,0.344,0.328,0.672
94,20,US,J.T. Miller,F,41,15,28,43,47,10,3,1,,0.366,0.683,1.049
95,35,US,Keith Aucoin,F,62,11,32,43,24,7,2,1,,0.177,0.516,0.694
96,20,CA,Josh Leivo,F,59,23,19,42,27,6,7,0,,0.39,0.322,0.712
97,22,CA,Nick Deslauriers,D,65,19,23,42,85,3,2,0,,0.292,0.354,0.646
98,28,CA,Nick Johnson,F,51,18,24,42,16,20,1,0,,0.353,0.471,0.824
99,23,CA,Eric O'Dell,F,42,17,25,42,35,9,6,0,,0.405,0.595,1
100,20,US,Vincent Trocheck,F,55,16,26,42,32,-5,4,1,,0.291,0.473,0.764
101,26,CA,Nicholas Drazenovic,F,63,13,29,42,28,3,2,0,,0.206,0.46,0.667
102,24,US,Chad Billins,D,65,10,32,42,40,6,4,0,,0.154,0.492,0.646
103,20,CA,J.C. Lipon,F,72,9,33,42,136,0,1,0,,0.125,0.458,0.583
104,25,US,Mike Sislo,F,59,23,18,41,26,7,7,2,,0.39,0.305,0.695
105,23,US,Anders Lee,F,54,22,19,41,83,1,9,0,,0.407,0.352,0.759
106,25,CA,Sean Collins,F,67,16,25,41,34,9,5,0,,0.239,0.373,0.612
107,21,SE,Johan Larsson,F,51,15,26,41,75,7,5,0,,0.294,0.51,0.804
108,21,CA,Mark Stone,F,37,15,26,41,6,5,5,1,,0.405,0.703,1.108
109,24,CA,Travis Oleksuk,F,74,19,21,40,20,-2,4,0,,0.257,0.284,0.541
110,21,SE,Max Friberg,F,74,17,23,40,55,-1,5,3,,0.23,0.311,0.541
111,26,US,Ryan Stoa,F,67,16,24,40,51,3,3,0,,0.239,0.358,0.597
112,22,US,Chris Brown,F,63,16,24,40,70,-4,6,0,,0.254,0.381,0.635
113,23,CA,Nicolas Deschamps,F,65,15,25,40,24,8,1,2,,0.231,0.385,0.615
114,30,CA,Andrew Ebbett,F,44,13,27,40,28,10,4,2,,0.295,0.614,0.909
115,27,US,Brian Connelly,D,66,8,32,40,22,-33,6,0,,0.121,0.485,0.606
116,30,CA,Aaron Johnson,D,75,4,36,40,70,-2,3,1,,0.053,0.48,0.533
117,26,US,Benn Ferriero,F,54,19,20,39,42,-19,7,0,,0.352,0.37,0.722
118,22,CA,Alexandre Grenier,F,68,17,22,39,56,-12,6,0,,0.25,0.324,0.574
119,20,SE,Victor Rask,F,76,16,23,39,20,-3,4,0,,0.211,0.303,0.513
120,24,CA,Scott Timmins,F,61,13,26,39,26,10,3,1,,0.213,0.426,0.639
121,26,US,Kyle MacKinnon,F,71,12,27,39,32,17,0,0,,0.169,0.38,0.549
122,20,US,Reid Boucher,F,56,22,16,38,10,-3,7,0,,0.393,0.286,0.679
123,32,US,Brad Winchester,F,78,19,19,38,149,-20,7,0,,0.244,0.244,0.487
124,23,US,Justin Florek,F,69,19,19,38,27,17,4,1,,0.275,0.275,0.551
125,22,CA,Mike Halmo,F,56,18,20,38,137,11,10,1,,0.321,0.357,0.679
126,27,CA,Blair Jones,F,38,17,21,38,47,-8,6,0,,0.447,0.553,1
127,22,CA,Justin Shugg,F,75,16,22,38,26,-9,5,0,,0.213,0.293,0.507
128,21,US,Nick Shore,F,68,14,24,38,36,18,3,1,,0.206,0.353,0.559
129,25,CA,Taylor Fedun,D,65,10,28,38,51,6,6,0,,0.154,0.431,0.585
130,26,CA,Brendan Mikkelson,D,73,8,30,38,62,10,3,1,,0.11,0.411,0.521
131,22,SE,Tim Erixon,D,40,5,33,38,16,-4,3,0,,0.125,0.825,0.95
132,22,US,Ryan Bourque,F,74,21,16,37,22,16,7,1,,0.284,0.216,0.5
133,20,CA,Mark McNeill,F,76,18,19,37,46,-12,6,0,,0.237,0.25,0.487
134,27,CA,Michael Blunden,F,68,18,19,37,79,-7,4,0,,0.265,0.279,0.544
135,28,CA,Alexandre Bolduc,F,59,18,19,37,82,8,5,3,,0.305,0.322,0.627
136,26,US,Casey Wellman,F,58,18,19,37,12,-5,7,0,,0.31,0.328,0.638
137,28,CA,Jamie Tardif,F,51,18,19,37,28,-6,9,1,,0.353,0.373,0.725
138,28,CA,Dan DaSilva,F,61,17,20,37,67,-13,5,0,,0.279,0.328,0.607
139,27,CA,Dane Byers,F,73,15,22,37,211,6,2,0,,0.205,0.301,0.507
140,20,SE,Rickard Rakell,F,46,14,23,37,12,7,8,0,,0.304,0.5,0.804
141,26,CA,Patrick McNeill,D,63,11,26,37,46,0,6,0,,0.175,0.413,0.587
142,24,CA,Alex Grant,D,71,9,28,37,52,2,5,0,,0.127,0.394,0.521
143,29,CA,Pierre-Marc Bouchard,F,44,9,28,37,14,-9,1,0,,0.205,0.636,0.841
144,23,CA,Gabriel Dumont,F,74,19,17,36,111,-10,6,1,,0.257,0.23,0.486
145,27,US,Kevin Porter,F,50,19,17,36,24,-8,7,0,,0.38,0.34,0.72
146,26,CA,Harrison Zolnierczyk,F,57,18,18,36,75,9,0,1,,0.316,0.316,0.632
147,22,CZ,Andrej Nestrasil,F,70,16,20,36,24,0,7,0,,0.229,0.286,0.514
148,25,FI,Harri Pesonen,F,75,15,21,36,52,13,2,0,,0.2,0.28,0.48
149,23,US,Anthony Bitetto,D,73,11,25,36,85,-13,6,0,,0.151,0.342,0.493
150,22,CA,Brayden McNabb,D,52,10,26,36,63,14,5,1,,0.192,0.5,0.692
151,25,US,Will O'Neill,D,68,9,27,36,80,6,7,0,,0.132,0.397,0.529
152,21,CA,Brandon Gormley,D,54,7,29,36,34,-22,6,0,,0.13,0.537,0.667
153,23,CA,Tye McGinn,F,54,20,15,35,62,-20,4,0,,0.37,0.278,0.648
154,25,CA,Brandon Mashinter,F,58,15,20,35,94,-5,5,0,,0.259,0.345,0.603
155,21,CA,Sam Carrick,F,62,14,21,35,115,17,2,2,,0.226,0.339,0.565
156,22,CA,Andy Andreoff,F,76,11,24,35,133,5,3,2,,0.145,0.316,0.461
157,22,SE,Klas Dahlbeck,D,75,10,25,35,49,21,1,2,,0.133,0.333,0.467
158,25,CA,Brandon DeFazio,F,76,17,17,34,106,6,2,1,,0.224,0.224,0.447
159,22,SE,Jesper Fast,F,48,17,17,34,30,14,8,0,,0.354,0.354,0.708
160,27,US,Pat Cannone,F,59,16,18,34,16,24,2,0,,0.271,0.305,0.576
161,21,US,Garret Ross,F,74,15,19,34,78,12,4,1,,0.203,0.257,0.459
162,23,US,Greg Pateryn,D,68,15,19,34,67,4,7,1,,0.221,0.279,0.5
163,19,SE,Filip Forsberg,F,47,15,19,34,14,7,7,0,,0.319,0.404,0.723
164,28,CA,Brandon Yip,F,66,14,20,34,87,-22,4,1,,0.212,0.303,0.515
165,22,CA,Michael Latta,F,52,14,20,34,134,14,1,1,,0.269,0.385,0.654
166,28,US,T.J. Hensick,F,42,11,23,34,0,5,1,0,,0.262,0.548,0.81
167,32,US,Greg Rallo,F,69,10,24,34,26,-9,5,0,,0.145,0.348,0.493
168,20,CA,Colin Smith,F,76,8,26,34,66,-9,3,0,,0.105,0.342,0.447
169,25,US,Andrew Miller,F,52,8,26,34,14,3,2,0,,0.154,0.5,0.654
170,29,CA,Bryan Rodney,D,65,5,29,34,20,-5,2,0,,0.077,0.446,0.523
171,22,US,Jerry D'Amigo,F,51,20,13,33,17,10,3,1,,0.392,0.255,0.647
172,31,CA,Ryan Craig,F,55,18,15,33,52,-5,6,0,,0.327,0.273,0.6
173,20,CA,Adam Lowry,F,64,17,16,33,49,-1,2,0,,0.266,0.25,0.516
174,21,SE,Joakim Nordström,F,58,17,16,33,21,9,4,0,,0.293,0.276,0.569
175,24,CA,Dana Tyrell,F,63,15,18,33,20,0,2,2,,0.238,0.286,0.524
176,23,US,Vinny Saponari,F,58,15,18,33,14,11,6,0,,0.259,0.31,0.569
177,24,US,Shane Harper,F,63,13,20,33,8,19,1,0,,0.206,0.317,0.524
178,21,CA,Zack Phillips,F,76,12,21,33,16,-30,4,0,,0.158,0.276,0.434
179,28,CA,Mike Angelidis,F,75,12,21,33,161,-7,3,0,,0.16,0.28,0.44
180,21,CA,Brendan Ranford,F,65,12,21,33,14,10,1,2,,0.185,0.323,0.508
181,28,CA,Mark Mancari,F,55,9,24,33,24,8,1,0,,0.164,0.436,0.6
182,21,CA,Tanner Pearson,F,41,17,15,32,18,11,6,0,,0.415,0.366,0.78
183,29,CA,Darryl Boyce,F,63,15,17,32,100,9,3,3,,0.238,0.27,0.508
184,28,CA,Jean-Francois Jacques,F,52,15,17,32,20,-1,4,0,,0.288,0.327,0.615
185,26,US,Ben Holmstrom,F,75,13,19,32,146,-12,6,0,,0.173,0.253,0.427
186,21,SK,Tomas Jurco,F,32,13,19,32,14,10,6,0,,0.406,0.594,1
187,29,CA,Andrew Joudrey,F,67,12,20,32,38,-8,4,2,,0.179,0.299,0.478
188,20,CA,Ryan Sproul,D,72,11,21,32,49,0,4,0,,0.153,0.292,0.444
189,25,CA,Andrew Bodnarchuk,D,73,8,24,32,89,43,4,1,,0.11,0.329,0.438
190,27,US,Patrick Mullen,D,66,8,24,32,35,-4,4,0,,0.121,0.364,0.485
191,23,US,David Warsofsky,D,56,6,26,32,11,8,4,0,,0.107,0.464,0.571
192,22,US,Drew Shore,F,50,6,26,32,25,2,0,0,,0.12,0.52,0.64
193,22,CA,Yanni Gourde,F,43,6,26,32,42,-2,4,1,,0.14,0.605,0.744
194,26,CA,Daine Todd,D,54,3,29,32,22,-18,2,0,,0.056,0.537,0.593
195,22,RU,Daniil Tarasov,F,47,17,14,31,40,2,7,0,,0.362,0.298,0.66
196,22,CA,Landon Ferraro,F,70,15,16,31,52,-3,4,1,,0.214,0.229,0.443
197,22,US,Buddy Robinson,F,69,15,16,31,49,23,0,2,,0.217,0.232,0.449
198,35,US,Jed Ortmeyer,F,64,14,17,31,64,0,3,0,,0.219,0.266,0.484
199,35,CA,Jeff Hoggan,F,59,14,17,31,31,1,6,0,,0.237,0.288,0.525
200,29,CA,Mark Flood,D,74,13,18,31,27,-26,8,0,,0.176,0.243,0.419
201,23,US,Ben Hanowski,F,55,13,18,31,18,1,6,0,,0.236,0.327,0.564
202,27,US,Michael Davies,F,46,13,18,31,10,10,3,0,,0.283,0.391,0.674
203,28,US,Matt Hunwick,D,52,10,21,31,33,4,4,1,,0.192,0.404,0.596
204,23,CA,Brandon Manning,D,73,8,23,31,231,-24,2,0,,0.11,0.315,0.425
205,23,US,Conor Allen,D,72,6,25,31,71,-4,2,0,,0.083,0.347,0.431
206,30,CA,Nathan Paetsch,D,68,4,27,31,40,18,2,0,,0.059,0.397,0.456
207,23,CA,Matt Fraser,F,44,20,10,30,34,0,9,0,,0.455,0.227,0.682
208,27,US,Evan Rankin,F,62,16,14,30,61,-5,4,0,,0.258,0.226,0.484
209,22,CA,Garrett Wilson,F,71,14,16,30,58,-8,3,0,,0.197,0.225,0.423
210,21,CA,Jordan Martinook,F,67,14,16,30,48,-9,3,2,,0.209,0.239,0.448
211,25,US,Brian Gibbons,F,28,11,19,30,43,9,4,3,,0.393,0.679,1.071
212,26,CA,Karl Stollery,D,68,7,23,30,42,1,2,0,,0.103,0.338,0.441
213,24,US,David Kolomatis,D,61,7,23,30,22,-3,2,0,,0.115,0.377,0.492
214,30,US,Joseph Crabb,F,62,15,14,29,51,-9,7,0,,0.242,0.226,0.468
215,20,CZ,Dmitri Jaskin,F,42,15,14,29,28,7,5,0,,0.357,0.333,0.69
216,29,US,Mark Van Guilder,F,69,14,15,29,28,-2,1,0,,0.203,0.217,0.42
217,26,SE,Linus Omark,F,29,14,15,29,18,-7,5,0,,0.483,0.517,1
218,24,US,C.J. Stretch,F,72,13,16,29,62,-17,3,0,,0.181,0.222,0.403
219,23,CA,Philippe Cornet,F,62,13,16,29,16,-8,3,0,,0.21,0.258,0.468
220,21,CH,Sven Bärtschi,F,41,13,16,29,18,1,4,0,,0.317,0.39,0.707
221,32,CA,Michael Zigomanis,F,50,12,17,29,32,0,2,1,,0.24,0.34,0.58
222,20,CA,Nick Cousins,F,74,11,18,29,47,-9,3,0,,0.149,0.243,0.392
223,24,US,Jim O'Brien,F,51,11,18,29,46,9,2,2,,0.216,0.353,0.569
224,21,CA,Zach O'Brien,F,49,10,19,29,4,9,2,0,,0.204,0.388,0.592
225,24,US,Jonathon Blum,D,54,7,22,29,23,-13,6,0,,0.13,0.407,0.537
226,21,CA,Joe Morrow,D,56,6,23,29,28,-1,5,0,,0.107,0.411,0.518
227,21,SE,Fredrik Claesson,D,75,3,26,29,39,37,0,1,,0.04,0.347,0.387
228,22,CA,Scott Glennie,F,50,15,13,28,14,11,3,1,,0.3,0.26,0.56
229,22,US,Chris Wagner,F,76,14,14,28,68,-6,1,1,,0.184,0.184,0.368
230,22,CA,Stefan Elliott,D,61,14,14,28,14,-16,4,0,,0.23,0.23,0.459
231,22,CA,Louis Leblanc,F,70,13,15,28,63,-1,1,0,,0.186,0.214,0.4
232,22,CA,Brendan Shinnimin,F,52,13,15,28,31,-8,1,2,,0.25,0.288,0.538
233,25,CA,Carson McMillan,F,68,12,16,28,36,0,2,1,,0.176,0.235,0.412
234,25,CA,Peter LeBlanc,F,65,12,16,28,16,-1,1,0,,0.185,0.246,0.431
235,32,US,Jon Disalvatore,F,46,11,17,28,25,-5,3,0,,0.239,0.37,0.609
236,25,US,Mark Arcobello,F,15,10,18,28,6,11,4,0,,0.667,1.2,1.867
237,22,CA,Brody Sutter,F,69,8,20,28,29,0,1,0,,0.116,0.29,0.406
238,24,CA,Cody Goloubef,D,62,7,21,28,98,9,2,0,,0.113,0.339,0.452
239,30,CA,Maxime Fortunus,D,65,6,22,28,18,6,3,0,,0.092,0.338,0.431
240,23,US,Chad Ruhwedel,D,47,4,24,28,22,-1,3,0,,0.085,0.511,0.596
241,22,FI,Erik Haula,F,31,14,13,27,14,2,5,0,,0.452,0.419,0.871
242,22,SK,Marek Hrivik,F,74,13,14,27,22,2,5,1,,0.176,0.189,0.365
243,29,US,Tim Sestito,F,51,13,14,27,79,-1,2,1,,0.255,0.275,0.529
244,27,US,Bryan Lerg,F,35,12,15,27,4,-22,4,1,,0.343,0.429,0.771
245,23,CA,Josh Jooris,F,73,11,16,27,67,0,1,0,,0.151,0.219,0.37
246,21,CA,Christian Thomas,F,55,11,16,27,22,-5,2,0,,0.2,0.291,0.491
247,27,CA,Matt Watkins,F,73,10,17,27,37,1,0,1,,0.137,0.233,0.37
248,31,US,Dave Steckel,F,65,10,17,27,42,4,1,0,,0.154,0.262,0.415
249,21,CA,Quinton Howden,F,59,10,17,27,26,-1,1,3,,0.169,0.288,0.458
250,21,CZ,Petr Straka,F,60,9,18,27,22,-4,1,0,,0.15,0.3,0.45
251,20,CA,Alan Quine,F,61,8,19,27,23,-24,2,0,,0.131,0.311,0.443
252,21,CA,Nathan Beaulieu,D,57,7,20,27,33,-19,5,0,,0.123,0.351,0.474
253,20,FI,Joel Armia,F,54,7,20,27,30,-6,0,0,,0.13,0.37,0.5
254,19,US,Stefan Matteau,F,67,13,13,26,66,6,2,0,,0.194,0.194,0.388
255,24,RU,Sergei Andronov,F,53,13,13,26,24,13,3,0,,0.245,0.245,0.491
256,21,CA,Scott Sabourin,F,69,12,14,26,115,6,2,0,,0.174,0.203,0.377
257,23,CA,Brandon McMillan,F,46,11,15,26,76,-12,4,1,,0.239,0.326,0.565
258,22,CA,Brandon Pirri,F,26,11,15,26,10,-1,2,1,,0.423,0.577,1
259,27,US,Sean Backman,F,71,10,16,26,24,22,0,1,,0.141,0.225,0.366
260,29,CA,Bruno Gervais,D,59,10,16,26,24,-14,7,0,,0.169,0.271,0.441
261,28,CA,Trevor Smith,F,24,10,16,26,10,8,5,1,,0.417,0.667,1.083
262,23,CA,Patrice Cormier,F,61,9,17,26,98,2,1,1,,0.148,0.279,0.426
263,27,CA,Frederic St-Denis,D,60,9,17,26,32,16,4,0,,0.15,0.283,0.433
264,27,US,Matt Taormina,D,58,9,17,26,22,-3,5,0,,0.155,0.293,0.448
265,24,CH,Simon Moser,F,48,8,18,26,8,2,3,0,,0.167,0.375,0.542
266,20,CA,Phillip Danault,F,72,6,20,26,40,11,1,0,,0.083,0.278,0.361
267,25,US,Steven Kampfer,D,69,6,20,26,48,-16,2,0,,0.087,0.29,0.377
268,22,US,Mark Alt,D,75,4,22,26,31,-16,1,0,,0.053,0.293,0.347
269,24,BY,Dmitri Korobov,D,71,3,23,26,64,-12,1,0,,0.042,0.324,0.366
270,31,US,Colin Stuart,F,54,17,8,25,38,-2,5,2,,0.315,0.148,0.463
271,24,CA,David Dziurzynski,F,68,13,12,25,91,-1,0,0,,0.191,0.176,0.368
272,20,CA,Tyler Graovac,F,64,13,12,25,29,-23,3,0,,0.203,0.188,0.391
273,24,CA,Corey Cowick,F,72,12,13,25,89,-10,0,0,,0.167,0.181,0.347
274,29,CA,Steven Pinizzotto,F,51,12,13,25,183,-1,3,0,,0.235,0.255,0.49
275,28,CA,Adam Cracknell,F,28,12,13,25,8,9,2,0,,0.429,0.464,0.893
276,25,US,Rob Bordson,F,75,11,14,25,69,-6,1,0,,0.147,0.187,0.333
277,24,CA,Brodie Reid,F,55,11,14,25,8,0,2,0,,0.2,0.255,0.455
278,26,CA,Brayden Irwin,F,50,7,18,25,21,5,2,0,,0.14,0.36,0.5
279,25,CA,Evan Oberg,D,60,6,19,25,62,22,4,0,,0.1,0.317,0.417
280,22,CA,Jesse Blacker,D,55,6,19,25,23,-15,2,0,,0.109,0.345,0.455
281,32,CA,Bracken Kearns,F,45,6,19,25,72,-12,3,0,,0.133,0.422,0.556
282,26,US,Taylor Chorney,D,69,5,20,25,37,3,1,2,,0.072,0.29,0.362
283,20,CA,Stuart Percy,D,71,4,21,25,30,4,2,0,,0.056,0.296,0.352
284,23,CZ,Michal Jordan,D,70,4,21,25,20,-12,2,0,,0.057,0.3,0.357
285,24,CA,Dallas Jackson,D,57,3,22,25,38,-15,0,0,,0.053,0.386,0.439
286,24,US,Cade Fairchild,D,47,2,23,25,24,4,1,0,,0.043,0.489,0.532
287,28,CA,Darroll Powe,F,73,13,11,24,106,-3,0,1,,0.178,0.151,0.329
288,26,US,Jack Skille,F,22,13,11,24,9,3,2,0,,0.591,0.5,1.091
289,20,RU,Nikita Kucherov,F,17,13,11,24,10,1,6,0,,0.765,0.647,1.412
290,24,US,Jake Hansen,F,69,11,13,24,26,11,0,3,,0.159,0.188,0.348
291,22,CA,Joey Hishon,F,50,10,14,24,16,-10,4,0,,0.2,0.28,0.48
292,21,CA,John McFarland,F,45,10,14,24,17,3,2,0,,0.222,0.311,0.533
293,26,US,Chris Vande Velde,F,41,10,14,24,27,1,2,1,,0.244,0.341,0.585
294,24,CA,Maxime Macenauer,F,74,9,15,24,56,-8,3,1,,0.122,0.203,0.324
295,22,CA,Ryan Martindale,F,59,8,16,24,22,-13,2,2,,0.136,0.271,0.407
296,23,US,Matt Lindblad,F,55,8,16,24,8,-4,1,0,,0.145,0.291,0.436
