rank,age,nationality,name,NHL/NextYear,NHL/Ever,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
45,19,CA,Samuel Hodhod,0,0,F,67,18,40,58,20,15,9,0,1,0.269,0.597,0.866
46,18,CA,Oliver Cooper,0,0,F,68,28,29,57,105,-14,9,0,2,0.412,0.426,0.838
47,19,CA,Frederic Gamelin,0,0,F,60,11,45,56,32,18,2,0,2,0.183,0.75,0.933
48,19,CA,Andrew Ryan,0,0,F,56,27,28,55,52,28,9,1,4,0.482,0.5,0.982
49,17,CA,Francis Perron,0,0,F,68,16,39,55,32,-3,3,3,2,0.235,0.574,0.809
50,19,CA,Maxime St. Cyr,0,0,F,67,29,25,54,21,0,13,1,4,0.433,0.373,0.806
51,19,LV,Nikita Jevpalovs,0,0,F,61,28,26,54,32,-3,13,0,5,0.459,0.426,0.885
52,18,CA,Laurent Dauphin,0,1,F,52,24,30,54,56,-8,9,0,4,0.462,0.577,1.038
53,17,US,Conor Garland,0,0,F,51,24,30,54,39,-11,10,0,1,0.471,0.588,1.059
54,20,CA,Dominic Beauchemin,0,0,F,60,25,28,53,32,-11,9,0,1,0.417,0.467,0.883
55,17,CA,Nicolas Aube-Kubel,0,0,F,65,22,31,53,61,-1,4,0,3,0.338,0.477,0.815
56,20,CA,Jeremy Beaudry,0,0,D,60,19,34,53,44,-1,7,0,6,0.317,0.567,0.883
57,18,CA,Guillaume Gauthier,0,0,F,65,17,36,53,38,-15,8,0,3,0.262,0.554,0.815
58,17,CA,Anthony Richard,0,0,F,66,25,27,52,49,4,4,2,4,0.379,0.409,0.788
59,18,CA,Frederik Gauthier,0,1,F,54,18,34,52,27,19,5,1,0,0.333,0.63,0.963
60,18,CA,Vincent Dunn,0,0,F,50,31,20,51,156,10,7,0,5,0.62,0.4,1.02
61,19,RU,Denis Gorbunov,0,0,F,61,21,30,51,26,29,7,0,3,0.344,0.492,0.836
62,17,CA,Julien Pelletier,0,0,F,67,25,25,50,28,-8,11,2,4,0.373,0.373,0.746
63,17,CA,Matthew Highmore,0,0,F,68,19,31,50,62,-13,11,0,3,0.279,0.456,0.735
64,20,CA,Ryan Culkin,0,0,D,65,8,42,50,44,1,3,1,2,0.123,0.646,0.769
65,20,CA,Carl-Antoine Delisle,0,0,F,68,21,28,49,77,12,0,5,7,0.309,0.412,0.721
66,17,CA,Alexandre Goulet,0,0,F,66,26,22,48,26,1,5,0,1,0.394,0.333,0.727
67,19,CA,Taylor Burke,0,0,F,56,22,26,48,44,30,6,4,2,0.393,0.464,0.857
68,20,CA,Jack Nevins,0,0,F,64,19,29,48,159,10,5,0,2,0.297,0.453,0.75
69,19,CA,Pierre-Maxime Poudrier,0,0,F,68,22,25,47,36,1,4,1,1,0.324,0.368,0.691
70,17,CZ,Vaclav Karabacek,0,0,F,65,21,26,47,40,4,6,0,2,0.323,0.4,0.723
71,18,CA,Alexandre Ranger,0,0,F,67,21,25,46,93,20,5,1,3,0.313,0.373,0.687
72,20,CA,Olivier Archambault,0,0,F,38,19,27,46,37,19,2,2,3,0.5,0.711,1.211
73,19,CA,Justin Hache,0,0,D,57,5,41,46,53,15,3,0,0,0.088,0.719,0.807
74,20,US,J.C. Campagna,0,0,F,50,21,24,45,44,-8,8,0,5,0.42,0.48,0.9
75,18,LV,Georgs Golovkovs,0,0,F,62,17,28,45,36,4,7,0,4,0.274,0.452,0.726
76,20,CA,Matthew Boudreau,0,0,F,58,15,30,45,14,-31,6,0,1,0.259,0.517,0.776
77,18,CH,Jason Fuchs,0,0,F,57,14,31,45,20,6,2,0,3,0.246,0.544,0.789
78,19,CA,Mathieu Lemay,0,0,F,66,19,25,44,27,-5,6,0,4,0.288,0.379,0.667
79,18,CH,Tim Wieser,0,0,F,54,15,29,44,40,-20,5,0,2,0.278,0.537,0.815
80,16,CA,Jeremy Roy,0,0,D,64,14,30,44,23,-29,6,0,1,0.219,0.469,0.688
81,19,US,Cameron Yarwood,0,0,D,70,9,35,44,44,7,2,0,2,0.129,0.5,0.629
82,20,CA,Christopher Caissy,0,0,F,53,16,27,43,26,-19,7,0,2,0.302,0.509,0.811
83,19,CA,Felix Girard,0,0,F,58,11,32,43,130,30,4,1,4,0.19,0.552,0.741
84,18,CA,Yan-Pavel Laplante,0,0,F,63,23,19,42,36,-9,8,1,2,0.365,0.302,0.667
85,20,CA,Simon Tardif-Richard,0,0,F,55,18,24,42,41,10,6,2,3,0.327,0.436,0.764
86,19,CA,Dominic Talbot-Tassi,0,0,D,65,12,30,42,23,-2,6,0,2,0.185,0.462,0.646
87,19,CA,Adam Stevens,0,0,F,67,16,25,41,4,3,4,1,1,0.239,0.373,0.612
88,16,CA,Nicolas Roy,0,0,F,63,16,25,41,19,-27,6,0,0,0.254,0.397,0.651
89,19,CA,Luca Ciampini,0,0,F,65,15,26,41,31,7,7,0,2,0.231,0.4,0.631
90,18,CA,Anthony Beauregard,0,0,F,68,10,31,41,36,13,3,0,2,0.147,0.456,0.603
91,18,CA,Philippe Sanche,0,0,F,48,10,31,41,38,13,2,0,1,0.208,0.646,0.854
92,20,CA,Scott Oke,0,0,F,68,17,23,40,66,-29,3,0,1,0.25,0.338,0.588
93,20,CZ,Matej Beran,0,0,F,64,19,20,39,86,-22,6,0,2,0.297,0.313,0.609
94,16,CA,Nathan Noel,0,0,F,63,16,23,39,31,-31,5,0,1,0.254,0.365,0.619
95,19,RU,Mikhail Grigorenko,1,1,F,23,15,24,39,6,15,3,0,4,0.652,1.043,1.696
96,19,CA,Daniel Walcott,0,0,D,67,10,29,39,71,15,5,0,2,0.149,0.433,0.582
97,19,CA,Raphael Corriveau,0,0,F,68,23,15,38,99,5,1,0,0,0.338,0.221,0.559
98,19,CA,Frederic Bergeron,0,0,F,67,19,19,38,47,6,5,1,4,0.284,0.284,0.567
99,19,CA,Alexandros Soumakis,0,0,F,63,19,19,38,36,-20,5,0,2,0.302,0.302,0.603
100,19,CA,Kurt Etchegary,0,0,F,51,14,24,38,57,13,5,0,2,0.275,0.471,0.745
101,17,CA,Cody Donaghey,0,0,D,67,9,29,38,24,8,5,0,0,0.134,0.433,0.567
102,17,CA,Gabriel Gagne,0,0,F,67,16,21,37,14,12,3,0,2,0.239,0.313,0.552
103,19,CA,Dominic Poulin,0,0,D,63,15,22,37,41,26,10,0,1,0.238,0.349,0.587
104,20,CA,Francois Godin,0,0,D,66,3,34,37,62,9,2,0,0,0.045,0.515,0.561
105,18,FI,Janne Puhakka,0,0,F,68,19,17,36,28,-5,7,2,1,0.279,0.25,0.529
106,18,CA,Alexis Vanier,0,0,D,61,15,21,36,52,11,9,0,5,0.246,0.344,0.59
107,19,CA,Charles-David Beaudoin,0,0,D,54,14,22,36,81,3,6,0,2,0.259,0.407,0.667
108,20,CA,Ryan Tesink,0,0,F,47,13,23,36,71,-3,4,0,4,0.277,0.489,0.766
109,18,CA,Matt Murphy,0,0,D,64,10,26,36,63,51,1,1,1,0.156,0.406,0.563
110,20,CA,Jimmy Oligny,0,0,D,61,7,29,36,119,23,3,0,0,0.115,0.475,0.59
111,17,CA,Joey Ratelle,0,0,F,67,21,14,35,87,10,3,0,5,0.313,0.209,0.522
112,19,CA,Liam O'Brien,1,1,F,68,20,15,35,148,-11,6,0,2,0.294,0.221,0.515
113,18,CA,Gabryel Paquin-Boudreau,0,0,F,67,16,19,35,81,8,5,0,2,0.239,0.284,0.522
114,19,CA,Ryan Penny,0,0,F,71,14,21,35,42,-8,3,0,2,0.197,0.296,0.493
115,19,CA,Marc-Olivier Roy,0,0,F,39,14,21,35,39,6,5,1,2,0.359,0.538,0.897
116,17,CA,Spencer Smallman,0,0,F,66,12,23,35,42,0,4,1,0,0.182,0.348,0.53
117,17,CH,Timo Meier,0,0,F,66,17,17,34,48,10,2,0,3,0.258,0.258,0.515
118,17,CA,Alexis Pepin,0,0,F,60,17,17,34,69,-1,4,0,4,0.283,0.283,0.567
119,17,CA,Julien Nantel,0,0,F,68,14,20,34,18,2,4,0,1,0.206,0.294,0.5
120,19,CA,Adam Chapman,0,0,F,57,11,23,34,155,3,3,0,0,0.193,0.404,0.596
121,19,CA,Marcus Hinds,0,0,F,68,16,17,33,24,17,1,1,1,0.235,0.25,0.485
122,17,CA,Clark Bishop,0,0,F,56,14,19,33,54,-8,7,2,3,0.25,0.339,0.589
123,18,CZ,Jan Mandat,0,0,F,61,12,21,33,41,5,1,1,1,0.197,0.344,0.541
124,16,CA,Anthony Beauvillier,0,1,F,64,9,24,33,26,-27,3,0,0,0.141,0.375,0.516
125,19,CA,Anthony Cortese,0,0,D,68,8,25,33,40,-34,4,0,0,0.118,0.368,0.485
126,17,CA,Olivier LeBlanc,0,0,D,56,7,26,33,58,-15,6,0,1,0.125,0.464,0.589
127,18,CZ,Patrik Zdrahal,0,0,F,49,13,19,32,16,3,1,1,4,0.265,0.388,0.653
128,19,CA,Dillon Fournier,0,0,D,36,13,19,32,54,10,5,0,3,0.361,0.528,0.889
129,20,CA,Philippe Hudon,0,0,F,57,19,12,31,75,-1,3,1,1,0.333,0.211,0.544
130,19,CA,Raphael Lafontaine,0,0,F,53,14,17,31,51,-27,7,0,3,0.264,0.321,0.585
131,17,RU,Maxim Lazarev,0,0,F,43,13,18,31,12,-8,3,0,3,0.302,0.419,0.721
132,17,CA,Kameron Kielly,0,0,F,66,10,21,31,67,-12,7,0,3,0.152,0.318,0.47
133,18,CA,Kris Hodge,0,0,F,67,9,22,31,68,-35,2,0,1,0.134,0.328,0.463
134,18,CA,Samuel Morin,0,0,D,54,7,24,31,121,12,5,0,1,0.13,0.444,0.574
135,19,CA,Jeremie Fraser,0,0,D,54,4,27,31,113,8,1,0,1,0.074,0.5,0.574
136,18,CA,Simon Desbiens,0,0,F,59,14,16,30,60,-30,4,3,5,0.237,0.271,0.508
137,19,CA,Spenser Cobbold,0,0,F,50,14,16,30,73,11,1,0,1,0.28,0.32,0.6
138,18,RU,Vladimir Tkachyov,0,0,F,20,10,20,30,16,-1,1,0,1,0.5,1,1.5
139,16,CA,Julien Gauthier,0,0,F,62,9,21,30,19,9,3,0,1,0.145,0.339,0.484
140,19,CA,Mark Tremaine,0,0,F,57,8,22,30,67,13,0,1,0,0.14,0.386,0.526
141,17,CA,Loik Leveille,0,0,D,67,7,23,30,66,-14,5,0,0,0.104,0.343,0.448
142,17,CA,Christophe Boivin,0,0,F,66,12,17,29,16,-35,4,0,0,0.182,0.258,0.439
143,20,US,Troy Vance,0,0,D,59,8,21,29,48,-7,4,0,1,0.136,0.356,0.492
144,19,CA,Olivier Caouette,0,0,F,67,15,13,28,113,23,3,2,3,0.224,0.194,0.418
145,18,SK,Timotej Sille,0,0,F,60,11,17,28,12,2,1,0,2,0.183,0.283,0.467
146,18,SE,Emil Aronsson,0,0,F,47,11,17,28,12,18,2,2,1,0.234,0.362,0.596
147,20,CA,Gabriel Verpaelst,0,0,D,67,9,19,28,80,30,2,0,0,0.134,0.284,0.418
148,19,CA,Jonathan Diaby,0,0,D,38,9,19,28,80,11,6,0,1,0.237,0.5,0.737
149,18,CA,Jacob Sweeney,0,0,D,68,3,25,28,57,-15,1,1,0,0.044,0.368,0.412
150,17,CA,Alexandre Carrier,0,0,D,67,3,25,28,29,31,1,0,1,0.045,0.373,0.418
151,18,CA,Gabriel Slight,0,0,F,53,13,14,27,102,-23,8,0,0,0.245,0.264,0.509
152,17,CA,Bradley Kennedy,0,0,F,65,12,15,27,41,-18,6,0,1,0.185,0.231,0.415
153,17,RU,Ilya Zinovyev,0,0,F,61,10,17,27,10,-9,1,0,1,0.164,0.279,0.443
154,18,CA,Dylan Labbe,0,0,D,63,9,18,27,20,-33,4,0,2,0.143,0.286,0.429
155,20,US,Frank Schumacher,0,0,D,40,9,18,27,24,-4,9,0,1,0.225,0.45,0.675
156,18,CZ,Jan Kostalek,0,0,D,55,5,22,27,40,10,3,0,1,0.091,0.4,0.491
157,19,CA,Philippe Gadoury,0,0,F,19,20,6,26,12,21,8,0,1,1.053,0.316,1.368
158,19,CA,Brent Turnbull,0,0,F,59,10,16,26,78,5,6,0,1,0.169,0.271,0.441
159,18,US,Danny Moynihan,0,0,F,68,9,17,26,66,8,1,0,2,0.132,0.25,0.382
160,17,CA,Timothe Simard,0,0,F,68,7,19,26,26,-8,0,0,1,0.103,0.279,0.382
161,20,CA,Olivier Picard,0,0,D,63,7,19,26,62,22,2,1,1,0.111,0.302,0.413
162,18,CA,Elie Berube,0,0,D,68,6,20,26,33,18,3,0,1,0.088,0.294,0.382
163,19,CA,Julien Leduc,0,0,D,67,3,23,26,28,11,0,0,0,0.045,0.343,0.388
164,19,CA,Felix-Antoine Bergeron,0,0,F,40,12,13,25,8,-18,5,0,4,0.3,0.325,0.625
165,19,CA,Simon Tremblay,0,0,F,65,11,14,25,62,3,2,0,4,0.169,0.215,0.385
166,20,CA,Jean-Christophe Laflamme,0,0,F,60,11,14,25,54,-22,2,5,0,0.183,0.233,0.417
167,19,CA,Stephen Anderson,0,0,F,38,11,14,25,15,-6,5,0,1,0.289,0.368,0.658
168,17,CA,Giovanni Fiore,0,0,F,61,10,15,25,23,-8,2,0,0,0.164,0.246,0.41
169,19,CA,Ross Johnston,0,1,F,60,10,15,25,139,0,3,0,1,0.167,0.25,0.417
170,20,CA,Victor Provencher,0,0,F,60,9,16,25,118,-26,5,0,1,0.15,0.267,0.417
171,16,CA,Alex Dostie,0,0,F,48,9,16,25,18,12,3,0,1,0.188,0.333,0.521
172,16,CA,Nicolas Meloche,0,0,D,54,6,19,25,47,15,5,0,1,0.111,0.352,0.463
173,18,CA,Noah Zilbert,0,0,F,65,16,8,24,46,-27,5,0,0,0.246,0.123,0.369
174,17,CA,Mathieu Ayotte,0,0,F,58,9,15,24,24,-2,2,1,0,0.155,0.259,0.414
175,17,CA,William Gignac,0,0,F,49,11,12,23,12,-7,2,0,1,0.224,0.245,0.469
176,18,CA,Garrett Johnston,0,0,D,59,6,17,23,20,-8,2,0,1,0.102,0.288,0.39
177,16,CA,Frederic Allard,0,0,D,61,4,19,23,26,-7,2,0,1,0.066,0.311,0.377
178,19,CZ,Petr Sidlik,0,0,D,55,2,21,23,61,5,0,0,0,0.036,0.382,0.418
179,19,CA,Samuel Roussy,0,0,D,68,7,15,22,87,-13,3,0,2,0.103,0.221,0.324
180,20,CA,Marc-Olivier Brouillard,0,0,F,20,7,15,22,33,3,0,0,0,0.35,0.75,1.1
181,18,CA,Stephen Johnson,0,0,F,62,6,16,22,39,-10,1,0,1,0.097,0.258,0.355
182,17,CA,Jake Coughler,0,0,F,61,6,16,22,16,4,0,1,0,0.098,0.262,0.361
183,18,CA,Ryan Graves,0,0,D,65,5,17,22,68,20,1,0,0,0.077,0.262,0.338
184,19,CA,Ryan MacKinnon,0,0,D,66,4,18,22,28,31,0,0,1,0.061,0.273,0.333
185,17,CA,Carl Neill,0,0,D,65,4,18,22,58,-31,2,0,0,0.062,0.277,0.338
186,18,CA,Dexter Weber,0,0,D,62,2,20,22,24,15,1,0,0,0.032,0.323,0.355
187,16,CA,Thomas Chabot,0,1,D,55,1,21,22,36,-29,1,0,0,0.018,0.382,0.4
188,19,CA,Alexandre Grand-Maison,0,0,F,64,14,7,21,83,-3,1,0,2,0.219,0.109,0.328
189,17,CA,Andrew Shewfelt,0,0,F,57,11,10,21,11,2,1,1,1,0.193,0.175,0.368
190,18,CA,Bronson Beaton,0,0,F,57,5,16,21,28,-8,0,0,0,0.088,0.281,0.368
191,19,CA,Sebastien Gauthier,0,0,D,39,5,16,21,25,0,0,0,0,0.128,0.41,0.538
192,17,CA,Shawn Ouellette-St. Amant,0,0,F,66,10,10,20,10,8,2,0,1,0.152,0.152,0.303
193,18,CA,Mark Simpson,0,0,F,44,8,12,20,23,0,1,1,1,0.182,0.273,0.455
194,19,SI,Jurij Repe,0,0,D,49,7,13,20,51,-26,5,0,1,0.143,0.265,0.408
195,18,CA,Marc Beckstead,0,0,F,58,6,14,20,80,1,1,0,0,0.103,0.241,0.345
196,18,US,Alex Pawelczyk,0,0,F,66,10,9,19,45,-18,1,0,2,0.152,0.136,0.288
197,17,CA,Vincent Deslauriers,0,0,F,51,9,10,19,18,-20,0,0,0,0.176,0.196,0.373
198,16,CA,Jeremy Bouchard,0,0,F,53,7,12,19,22,-22,1,0,2,0.132,0.226,0.358
199,17,CA,Tyler Boland,0,0,F,47,7,12,19,6,15,1,0,1,0.149,0.255,0.404
200,19,CA,Alexandre Boivin,0,0,F,43,4,15,19,8,2,1,0,0,0.093,0.349,0.442
201,16,CA,Guillaume Brisebois,0,0,D,60,3,16,19,26,-23,1,0,1,0.05,0.267,0.317
202,19,CA,Jesse Lussier,0,0,D,59,1,18,19,44,29,0,1,0,0.017,0.305,0.322
203,17,CA,Alexis D'Aoust,0,0,F,61,13,5,18,28,-27,5,0,1,0.213,0.082,0.295
204,17,US,Will Smith,0,0,F,68,10,8,18,36,-10,1,2,1,0.147,0.118,0.265
205,18,CA,Carl Marois,0,0,F,41,10,8,18,13,4,0,0,1,0.244,0.195,0.439
206,19,CA,Alec-Jon Banville,0,0,F,49,8,10,18,91,4,0,1,2,0.163,0.204,0.367
207,19,CA,Thomas Gobeil,0,0,F,32,8,10,18,51,-9,4,0,1,0.25,0.313,0.563
208,19,CA,Austyn Hardie,0,0,D,59,5,13,18,94,23,0,2,0,0.085,0.22,0.305
209,18,CA,Justin Guenette,0,0,D,56,3,15,18,35,4,1,0,0,0.054,0.268,0.321
210,19,CA,Aaron Hoyles,0,0,D,65,2,16,18,71,21,0,0,0,0.031,0.246,0.277
211,18,CA,Maxime Presseault,0,0,F,62,11,6,17,8,4,0,1,0,0.177,0.097,0.274
212,18,CA,Quinn O'Brien,0,0,F,58,11,6,17,91,3,0,2,2,0.19,0.103,0.293
213,17,CA,Zachary Moody,0,0,F,62,10,7,17,35,3,3,0,2,0.161,0.113,0.274
214,17,CA,Jonathan Bourcier,0,0,F,56,10,7,17,26,-7,2,0,3,0.179,0.125,0.304
215,19,CA,Samuel Courtemanche,0,0,F,55,9,8,17,65,-1,0,1,2,0.164,0.145,0.309
216,19,CA,Charles Poulin,0,0,F,66,8,9,17,86,7,0,0,1,0.121,0.136,0.258
217,18,CA,Nathanael Halbert,0,0,D,64,7,10,17,41,19,1,0,1,0.109,0.156,0.266
218,17,CA,Nicholas Blanchard,0,0,F,63,7,10,17,16,-10,1,1,3,0.111,0.159,0.27
219,19,US,Phil Pietroniro,0,0,D,55,6,11,17,61,10,2,1,1,0.109,0.2,0.309
220,18,CA,Alexandre Gosselin,0,0,D,65,5,12,17,64,-43,4,0,1,0.077,0.185,0.262
221,18,CA,Jean-Simon Deslauriers,0,0,D,43,5,12,17,29,18,1,1,2,0.116,0.279,0.395
222,20,CA,Brendan Duke,0,0,D,61,3,14,17,20,39,1,0,0,0.049,0.23,0.279
223,19,CA,Lukas Pozgay,0,0,D,63,2,15,17,55,-6,1,0,0,0.032,0.238,0.27
224,19,CA,Alexandre Chenier-Allard,0,0,D,43,7,9,16,13,-1,2,0,1,0.163,0.209,0.372
225,16,US,Connor Moynihan,0,0,F,65,6,10,16,63,13,0,0,1,0.092,0.154,0.246
226,19,CA,Michael Abbott,0,0,D,22,6,10,16,14,-5,6,0,0,0.273,0.455,0.727
227,17,CA,Jeremy Auger,0,0,F,64,5,11,16,40,-7,0,0,2,0.078,0.172,0.25
228,16,CA,Jeremy Lauzon,0,0,D,55,5,11,16,64,4,1,0,0,0.091,0.2,0.291
229,16,CA,Nicholas Welsh,0,0,D,60,4,12,16,40,-16,0,0,0,0.067,0.2,0.267
230,19,CA,Robert Pelletier,0,0,F,60,4,12,16,50,-19,0,2,0,0.067,0.2,0.267
231,17,CA,Guillaume Beaudoin,0,0,D,57,3,13,16,37,6,1,0,2,0.053,0.228,0.281
232,17,CA,Bokondji Imama,0,0,F,59,7,8,15,101,14,0,0,1,0.119,0.136,0.254
233,20,CA,Jason Houde,0,0,F,35,7,8,15,35,-2,1,0,0,0.2,0.229,0.429
234,19,CA,Loic Leduc,0,0,D,63,6,9,15,102,13,0,0,1,0.095,0.143,0.238
235,17,CA,Joshua Pugsley,0,0,F,63,6,9,15,24,-7,0,0,3,0.095,0.143,0.238
236,19,CA,Matt Bursey,0,0,F,53,5,10,15,89,-3,0,1,0,0.094,0.189,0.283
237,16,CA,Bradley Lalonde,0,0,D,52,5,10,15,20,-2,2,0,0,0.096,0.192,0.288
238,19,CA,Mickael Beauregard,0,0,D,63,3,12,15,109,18,0,0,0,0.048,0.19,0.238
239,19,CA,Alexandre Leclerc,0,0,D,62,3,12,15,29,15,0,1,0,0.048,0.194,0.242
240,20,CA,David Weckworth,0,0,D,64,2,13,15,32,-16,1,0,2,0.031,0.203,0.234
241,18,DE,Alexandre Sills,0,0,F,68,8,6,14,36,-29,0,0,0,0.118,0.088,0.206
242,18,CA,Mark Trickett,0,0,D,65,7,7,14,52,-7,1,0,1,0.108,0.108,0.215
243,16,CA,Mathieu Olivier,0,0,F,53,6,8,14,43,-1,0,0,0,0.113,0.151,0.264
244,16,US,Cameron Askew,0,0,F,64,5,9,14,20,-7,2,0,1,0.078,0.141,0.219
245,16,CA,Brandon Gignac,0,0,F,53,5,9,14,18,-7,1,0,0,0.094,0.17,0.264
246,20,CA,Steven Mercier,0,0,F,32,5,9,14,10,3,0,0,0,0.156,0.281,0.438
247,18,CA,William Couture,0,0,F,66,4,10,14,65,-8,1,1,0,0.061,0.152,0.212
248,19,CA,Patrick Walsh,0,0,F,26,4,10,14,20,-8,2,0,1,0.154,0.385,0.538
249,17,CA,Samuel Blais,0,0,F,25,4,10,14,0,4,1,0,2,0.16,0.4,0.56
250,20,CA,Francis Turbide,0,0,D,68,2,12,14,18,15,0,0,2,0.029,0.176,0.206
251,17,CA,Marc-Olivier Crevier-Morin,0,0,D,48,1,13,14,29,-1,0,0,1,0.021,0.271,0.292
252,17,CA,Nicolas Hebert,0,0,F,68,8,5,13,10,-20,0,0,0,0.118,0.074,0.191
253,20,CA,Jason Cameron,0,0,F,65,7,6,13,48,-19,1,0,1,0.108,0.092,0.2
254,19,CA,Derek Sheppard,0,0,F,50,7,6,13,165,-8,0,0,0,0.14,0.12,0.26
255,18,CA,Marcus Cuomo,0,0,F,53,4,9,13,29,-19,2,0,0,0.075,0.17,0.245
256,19,CA,Robbie Graham,0,0,F,48,4,9,13,45,4,0,0,1,0.083,0.188,0.271
257,20,CA,Alexandre Chenevert,0,0,D,67,3,10,13,81,25,0,0,0,0.045,0.149,0.194
258,18,RU,Viktor Baldayev,0,0,D,56,2,11,13,58,7,1,0,0,0.036,0.196,0.232
259,17,CA,Kevin Laliberte,0,0,D,67,0,13,13,37,-5,0,0,0,0,0.194,0.194
260,18,CA,Simon Fortier,0,0,F,64,8,4,12,24,-14,1,1,0,0.125,0.063,0.188
261,19,CA,Deverick Ottereyes,0,0,F,51,4,8,12,34,-6,1,0,0,0.078,0.157,0.235
