rank,age,nationality,name,NHL/NextYear,NHL/Ever,pos,GP,G,A,P,PIM,plusMinus,PPG,SHG,GWG,GGP,AGP,PGP
537,18,CA,Jean-Francois Plourde,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
538,19,US,Travis Howe,0,0,D,2,0,0,0,2,0,0,0,0,0,0,0
539,16,CA,Curtis Scales,0,0,F,2,0,0,0,0,-3,0,0,0,0,0,0
540,19,CA,Alex Bourbeau,0,0,F,2,0,0,0,0,1,0,0,0,0,0,0
541,17,CA,Mark Vokey,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
542,17,CA,Justin Doiron,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
543,19,CA,Yan Dumontier,0,0,D,2,0,0,0,0,1,0,0,0,0,0,0
544,19,US,Nate O'Brien,0,0,D,2,0,0,0,0,1,0,0,0,0,0,0
545,18,CA,Derek DeMontigny,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
546,16,CA,Trevor Butler,0,0,D,2,0,0,0,0,1,0,0,0,0,0,0
547,19,CA,Mickael Fillion,0,0,D,2,0,0,0,0,-1,0,0,0,0,0,0
548,19,CA,Philippe Charbonneau,0,0,D,2,0,0,0,0,0,0,0,0,0,0,0
549,18,CA,Alex Dulude,0,0,F,2,0,0,0,0,-1,0,0,0,0,0,0
550,19,CA,Yanick Lacombe,0,0,F,2,0,0,0,0,0,0,0,0,0,0,0
551,17,CA,Daniel Vautour,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
552,18,CA,Marc-Antoine Turcotte,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
553,17,CA,Daryl MacCallum,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
554,18,CA,Mathieu Duquette,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
555,16,CA,Charles-Olivier Levesque,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
556,16,CA,Jeremy Belisle,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
557,17,CA,Mathieu Belanger-Hudon,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
558,16,CA,Chris Smith,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
559,19,CA,Chase Gaudet,0,0,G,1,0,0,0,2,,0,0,0,0,0,0
560,16,CA,Guillaume Briand-Briere,0,0,G,1,0,0,0,0,,0,0,0,0,0,0
561,16,CA,Eric Leger,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
562,16,CA,Lane Cormier,0,0,F,1,0,0,0,2,0,0,0,0,0,0,0
563,16,CA,Alexandre Dufour,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
564,17,CA,Danick Crete,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0
565,17,CA,Louis Cote,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
566,19,CA,Guillaume Gelinas,0,0,D,1,0,0,0,0,-2,0,0,0,0,0,0
567,17,CA,Paul Gionis,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
568,17,CA,Samuel Levac,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
569,18,CA,Etienne Lavoie,0,0,F,1,0,0,0,5,1,0,0,0,0,0,0
570,19,CA,Brett Malone,0,0,F,1,0,0,0,0,0,0,0,0,0,0,0
571,19,CA,David Mosher,0,0,D,1,0,0,0,0,-2,0,0,0,0,0,0
572,17,CA,Samuel Desjardins,0,0,F,1,0,0,0,0,-1,0,0,0,0,0,0
573,18,CA,Mathieu Boily,0,0,D,1,0,0,0,4,0,0,0,0,0,0,0
574,17,CA,William Breton,0,0,F,1,0,0,0,0,-1,0,0,0,0,0,0
