id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,lmt_prob,LeafNode
8469707,"PA Parenteau",18,CAN,CAN,72,200,R,2001,264,NULL,73,20,32,52,52,0,7,4,7,11,2,0,5,55,yes,0.41063275501590585,3
8469486,"Timofei Shishkanov",18,RUS,EURO,73,213,R,2001,33,17,17,4,8,12,10,0,0,0,0,0,0,0,24,199,yes,0.4101985478484316,3
10641,"John Laliberte",19,USA,USA,74,190,L,2002,114,105,35,39,44,83,60,0,0,0,0,0,0,0,0,0,no,0.3997982688165059,3
3238,"Karri Akkanen",18,Finland,EURO,78,247,C,2002,174,87,20,6,7,13,34,0,4,1,0,1,4,0,0,0,no,0.3841943249249743,3
8469558,"Martti Jarventie",25,FIN,EURO,71,196,D,2001,109,NULL,56,5,14,19,71,0,10,1,2,3,4,0,1,13,yes,0.382736827660417,3
17968,"Roman Kukhtinov",26,Russia,EURO,73,207,D,2001,280,NULL,44,7,10,17,36,0,0,0,0,0,0,0,0,0,no,0.38103370068765613,3
52102,"Yuri Artyomenkov",18,Russia,EURO,72,176,R,2002,112,43,32,24,18,42,10,0,0,0,0,0,0,0,0,0,no,0.3782608706444495,3
12235,"Mikhail Tyulyapkin",18,Russia,EURO,74,240,D,2002,268,100,35,1,6,7,54,0,0,0,0,0,0,0,0,0,no,0.37823437545506217,3
8469668,"David Printz",21,SWE,EURO,77,220,D,2001,225,NULL,54,13,23,36,93,0,13,3,5,8,16,0,13,84,yes,0.3773584122494016,3
8469619,"Dennis Seidenberg",20,DEU,EURO,72,198,D,2001,172,NULL,76,6,17,23,30,0,12,0,1,1,10,0,225,3859,yes,0.36763090858394565,3
8469575,"Christoph Schubert",19,DEU,EURO,75,230,D,2001,127,NULL,64,7,4,11,90,0,10,0,2,2,27,0,218,2631,yes,0.3579981459437323,3
539,"Pierre Johnsson",18,Sweden,EURO,74,196,D,2002,207,74,44,1,9,10,50,0,3,0,2,2,2,0,0,0,no,0.35599559899775113,3
8470189,"David Van Der Gulik",19,CAN,CAN,70,173,L,2002,206,NULL,56,38,62,100,90,0,13,8,11,19,0,0,6,51,yes,0.35583944397218864,3
8469639,"Brooks Laich",18,CAN,CAN,74,200,C,2001,193,NULL,71,9,21,30,28,0,4,0,0,0,5,0,233,3016,yes,0.3483744660799165,3
52083,"Ivan Koltsov",18,Russia,EURO,75,198,D,2002,106,38,27,2,2,4,24,0,0,0,0,0,0,0,0,0,no,0.34212422583059543,3
8470064,"Steven Goertzen",18,CAN,CAN,74,216,R,2002,225,NULL,66,6,9,15,45,0,11,2,0,2,4,0,62,524,yes,0.34174906228399116,3
8469539,"Owen Fussey",18,CAN,CAN,72,195,R,2001,90,149,48,15,10,25,33,0,12,2,1,3,6,0,4,33,yes,0.3397624847428225,3
11717,"Sean Collins",19,USA,USA,69,170,C,2002,289,91,40,20,25,45,4,0,0,0,0,0,0,0,0,0,no,0.3357108489307993,3
8469728,"Toni Dahlman",22,FIN,EURO,72,198,R,2001,286,NULL,56,10,18,28,16,0,9,3,2,5,2,0,22,145,yes,0.3342983161380277,3
49470,"Joel Andresen",19,Canada,CAN,74,218,D,2002,157,NULL,53,9,19,28,62,0,6,0,2,2,12,0,0,0,no,0.33354835981768566,3
19246,"Peter Hafner",19,USA,USA,77,205,D,2002,232,81,26,2,19,21,20,0,0,0,0,0,0,0,0,0,no,0.33257088443693605,3
8470136,"Nathan Oystrick",20,CAN,CAN,71,213,D,2002,198,NULL,50,15,42,57,142,0,0,0,0,0,0,0,53,834,yes,0.3295419029799096,3
13427,"Marco Rosa",19,Canada,CAN,72,190,C,2001,255,116,33,6,18,24,22,0,0,0,0,0,0,0,0,0,no,0.3212926336358273,3
8469715,"Ales Pisa",24,CZE,EURO,72,200,D,2001,272,NULL,47,10,13,23,75,0,7,2,2,4,4,0,53,692,yes,0.3188655535839868,3
15466,"Kenny Smith",20,USA,USA,74,209,D,2001,84,74,21,0,2,2,37,0,0,0,0,0,0,0,0,0,no,0.3187012275023969,3
18986,"Alexander Kozhevnikov",18,Russia,EURO,75,207,L,2002,93,92,32,12,15,27,59,0,0,0,0,0,0,0,0,0,no,0.30935842781441797,3
8469623,"Marek Zidlicky",24,CZE,EURO,71,190,D,2001,176,NULL,51,12,25,37,146,0,5,0,1,1,6,0,307,6189,yes,0.29988683458638854,3
13440,"Kaleb Betts",19,Canada,CAN,70,190,L,2002,235,NULL,54,35,37,72,92,0,0,0,0,0,0,0,0,0,no,0.2983805294671652,3
59113,"Brett Scheffelmaier",20,Canada,CAN,77,227,D,2001,190,NULL,62,3,10,13,279,0,0,0,0,0,0,0,0,0,no,0.28681076366936015,3
74628,"Francois Senez",19,Canada,CAN,75,216,D,2001,288,121,21,0,3,3,14,0,0,0,0,0,0,0,0,0,no,0.2846714975097196,3
8470058,"Staffan Kronwall",20,SWE,EURO,75,209,D,2002,285,NULL,50,4,7,11,34,0,4,2,1,3,27,0,55,680,yes,0.283744574599148,3
8469681,"Ryan Hollweg",18,USA,USA,70,212,L,2001,238,NULL,65,19,39,58,125,0,0,0,0,0,0,0,200,1598,yes,0.28225703931222174,3
8469714,"Mikko Lehtonen",23,FIN,EURO,73,194,D,2001,271,NULL,54,6,9,15,58,0,9,0,3,3,4,0,15,219,yes,0.2820928145879696,3
8470156,"Joey Crabb",19,USA,USA,73,190,R,2002,226,NULL,61,15,27,42,94,0,7,4,8,12,21,0,29,354,yes,0.27643602660952515,3
8470076,"Darren Reid",19,CAN,CAN,74,205,R,2002,256,NULL,68,17,21,38,265,0,0,0,0,0,0,0,21,154,yes,0.27578622619077126,3
57088,"Konstantin Mikhailov",18,Russia,EURO,71,187,D,2001,245,46,24,0,2,2,12,0,0,0,0,0,0,0,0,0,no,0.27307127205451975,3
19120,"Denis Platonov",20,Russia,EURO,75,203,L,2001,75,NULL,39,11,6,17,32,0,13,3,0,3,43,0,0,0,no,0.2670546785359812,3
19108,"Vladimir Gusev",19,Russia,EURO,75,216,D,2001,115,58,4,0,0,0,8,0,0,0,0,0,0,0,0,0,no,0.2584880122184688,3
8470225,"Ilkka Pikkarainen",21,FIN,EURO,74,215,R,2002,218,NULL,54,9,9,18,111,0,0,0,0,0,0,0,0,0,no,0.2575768660138574,3
10631,"Dan Spang",19,USA,USA,72,203,D,2002,52,62,6,9,8,17,14,0,0,0,0,0,0,0,0,0,no,0.25188339066972537,3
18850,"Yevgeni Gladskikh",19,Russia,EURO,72,198,R,2001,114,112,31,3,5,8,10,0,0,0,0,0,0,0,0,0,no,0.2500051635436667,3
53007,"Jim Hakewill",19,USA,USA,77,227,D,2001,145,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.24975808441231606,3
8469667,"Tony Martensson",21,SWE,EURO,72,192,C,2001,224,NULL,51,16,11,27,20,0,4,0,1,1,2,0,6,42,yes,0.2349293669051208,3
13447,"Dan Glover",19,Canada,CAN,75,209,D,2002,250,NULL,55,1,10,11,110,0,0,0,0,0,0,0,0,0,no,0.23386723005347487,3
8469701,"Dmitri Bykov",24,RUS,EURO,73,190,D,2001,258,NULL,39,3,8,11,28,0,4,0,1,1,4,0,71,1303,yes,0.2318536358452071,3
8470208,"Joey Mormina",20,CAN,CAN,78,220,D,2002,193,NULL,34,2,13,15,28,0,0,0,0,0,0,0,1,8,yes,0.2306944272406404,3
59127,"Dmitri Bezrukov",24,Russia,EURO,75,196,R,2001,259,NULL,35,7,10,17,54,0,4,0,2,2,2,0,0,0,no,0.2240558778487176,3
8470295,"Connor James",20,CAN,CAN,70,180,L,2002,279,NULL,41,16,26,42,18,0,0,0,0,0,0,0,16,119,yes,0.20903992609855893,3
11529,"Scott May",20,Canada,CAN,70,187,C,2002,222,NULL,40,12,17,29,42,0,0,0,0,0,0,0,0,0,no,0.19263208010353722,3
16584,"Mike Gabinet",20,Canada,CAN,75,209,D,2001,237,NULL,30,2,13,15,14,0,0,0,0,0,0,0,0,0,no,0.19038831656708016,3
14638,"Jeff Miles",20,Canada,CAN,72,190,R,2001,268,NULL,34,8,23,31,14,0,0,0,0,0,0,0,0,0,no,0.18722976758285192,3
43689,"Ivan Kolozvary",18,Slovakia,EURO,71,179,C,2001,198,60,14,0,0,0,2,0,7,0,2,2,2,0,0,0,no,0.18224218762023878,3
15839,"Jan Tabacek",21,Slovakia,EURO,72,198,D,2001,170,NULL,44,8,5,13,62,0,3,1,2,3,0,0,0,0,no,0.18122331059797864,3
8470170,"Ole-Kristian Tollefsen",18,NOR,EURO,74,211,D,2002,65,NULL,50,3,9,12,89,0,7,1,3,4,14,0,145,1900,yes,0.1772674884303187,3
20508,"Alexei Zotkin",19,Russia,EURO,72,207,L,2001,119,NULL,40,2,3,5,34,0,12,1,1,2,20,0,0,0,no,0.17294797154123914,3
8469598,"Kevin Bieksa",20,CAN,CAN,73,200,D,2001,151,NULL,35,4,9,13,90,0,0,0,0,0,0,0,154,3389,yes,0.1633247365502296,3
11035,"Ryan Lannon",20,USA,USA,74,220,D,2002,239,NULL,34,0,2,2,38,0,0,0,0,0,0,0,0,0,no,0.15601533073601642,3
8470101,"Tim Conboy",20,USA,USA,74,210,D,2002,217,NULL,43,5,21,26,193,0,0,0,0,0,0,0,47,282,yes,0.1551528454435815,3
8470203,"Greg Mauldin",20,USA,USA,71,195,L,2002,199,NULL,33,12,12,24,10,0,0,0,0,0,0,0,6,53,yes,0.1402448150599891,3
43125,"Rob Flynn",19,USA,USA,74,220,L,2002,270,NULL,30,1,3,4,6,0,0,0,0,0,0,0,0,0,no,0.13373644790409703,3
53321,"Jan Blanar",18,Slovakia,EURO,75,218,D,2001,263,NULL,35,3,6,9,16,0,0,0,0,0,0,0,0,0,no,0.13093622352603396,3
19219,"Viktor Bobrov",18,Russia,EURO,74,201,C,2002,146,NULL,36,11,16,27,20,0,0,0,0,0,0,0,0,0,no,0.12429701820577753,3
12079,"Jake Brenk",19,USA,USA,74,196,C,2001,154,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.12345424296169648,3
532,"Patric Blomdahl",18,Sweden,EURO,73,212,L,2002,272,NULL,30,7,8,15,30,0,7,0,1,1,8,0,0,0,no,0.11991091333644784,3
679,"Henrik Bergfors",19,Sweden,EURO,76,238,D,2001,289,NULL,14,1,0,1,16,0,3,0,2,2,2,0,0,0,no,0.11325598379926098,3
8470302,"Patrick Dwyer",19,USA,USA,71,175,R,2002,116,NULL,38,17,17,34,26,0,0,0,0,0,0,0,13,111,yes,0.11120917079298509,3
1344,"Kristofer Persson",18,Sweden,EURO,76,203,R,2002,159,NULL,25,7,6,13,2,0,3,2,0,2,0,0,0,0,no,0.09485608285205434,3
43119,"Matthew Maglione",19,USA,USA,73,187,D,2001,249,NULL,30,4,5,9,12,0,0,0,0,0,0,0,0,0,no,0.08867044269125086,3
1343,"Johan Berggren",18,Sweden,EURO,76,207,D,2002,131,NULL,25,1,7,8,22,0,0,0,0,0,0,0,0,0,no,0.08707101940333759,3
59115,"Colin Fitzrandolph",19,USA,USA,75,214,L,2001,201,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.08250506700101307,3
1342,"Marcus Jonasen",18,Sweden,EURO,76,216,R,2002,81,NULL,16,2,1,3,6,0,0,0,0,0,0,0,0,0,no,0.07795628925970335,3
578,"Mikael Svensk",18,Sweden,EURO,75,207,D,2001,185,NULL,19,1,0,1,4,0,3,0,1,1,2,0,0,0,no,0.07431887425081272,3
52111,"Pavel Frolov",18,Russia,EURO,73,176,C,2002,290,NULL,33,3,8,11,8,0,0,0,0,0,0,0,0,0,no,0.07286821697352827,3
18987,"Andrei Posnov",20,Russia,EURO,72,192,L,2001,128,NULL,11,0,4,4,4,0,0,0,0,0,0,0,0,0,no,0.06731399164055045,3
12492,"Mike Erickson",19,USA,USA,75,205,R,2002,72,NULL,9,1,2,3,2,0,0,0,0,0,0,0,0,0,no,0.06541784810525864,3
18140,"Ilya Solaryov",19,Kazakhstan,EURO,75,203,C,2001,281,NULL,9,0,1,1,0,0,0,0,0,0,0,0,0,0,no,0.0630097398705982,3
8469615,"Maxim Kondratiev",18,RUS,EURO,73,197,D,2001,168,NULL,18,2,1,3,24,0,0,0,0,0,0,0,40,611,yes,0.06049955140169004,3
1346,"Jonathan Ericsson",18,Sweden,EURO,76,220,D,2002,291,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.05437450298565225,3
59119,"Yevgeni Gamalei",19,Russia,EURO,76,198,D,2001,257,NULL,4,0,0,0,0,0,4,0,0,0,4,0,0,0,no,0.05372793554972415,3
10640,"Tom Walsh",19,USA,USA,72,201,D,2002,163,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.04803653169502031,3
9393,"Bryan Perez",19,USA,USA,73,196,L,2001,260,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.04469894782798281,3
