id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,lmt_prob,LeafNode
57630,"Jan Kubista",18,"Czech Rep.",EURO,72,185,R,2002,130,17,49,13,12,25,40,6,6,0,2,2,0,3,0,0,no,0.02668132087131166,5
12671,"Robin Leblanc",18,Canada,CAN,73,198,R,2001,67,92,61,24,38,62,33,16,11,7,8,15,8,5,0,0,no,0.026558379974693097,5
11501,"Brad Schell",18,Canada,CAN,72,190,C,2002,167,29,70,20,36,56,16,-4,11,0,8,8,6,6,0,0,no,0.02615830543014051,5
6364,"Marcel Rodman",20,Slovenia,EURO,73,187,C,2001,282,152,70,43,39,82,16,42,7,4,2,6,2,4,0,0,no,0.02569704513926084,5
10847,"Viktor Hubl",23,"Czech Rep.",EURO,72,179,C,2001,284,NULL,74,21,32,53,34,23,11,0,2,2,6,2,0,0,no,0.0224118121389029,5
15610,"Jeremy Swanson",18,Canada,CAN,72,207,D,2002,169,42,67,8,16,24,78,27,20,1,4,5,12,6,0,0,no,0.01981266716001552,5
59303,"Derek Krestanovic",19,Canada,CAN,73,176,C,2002,92,NULL,63,15,33,48,93,16,12,7,4,11,16,2,0,0,no,0.019049109266214427,5
2561,"Tuukka Mantyla",20,Finland,EURO,67,187,D,2001,153,27,76,11,22,33,58,15,10,2,2,4,10,7,0,0,no,0.01602919215163358,5
19350,"Scott Dobben",19,Canada,CAN,73,205,L,2002,113,92,68,31,32,63,72,38,21,4,11,15,24,8,0,0,no,0.01599163629365807,5
14966,"Ladislav Kouba",19,"Czech Rep.",EURO,73,207,L,2002,216,98,62,16,14,30,33,22,23,5,3,8,6,6,0,0,no,0.01540199277335314,5
3217,"Jarkko Immonen",18,Finland,EURO,71,190,C,2002,110,NULL,43,16,17,33,26,16,2,0,1,1,2,1,0,0,no,0.014776950918545091,5
3179,"Kim Hirschovits",20,Finland,EURO,73,194,C,2002,194,NULL,77,14,23,37,60,21,4,3,6,9,0,4,0,0,no,0.014725439344788809,5
3195,"Joonas Vihko",21,Finland,EURO,69,185,R,2002,103,NULL,48,13,11,24,89,-2,2,0,2,2,4,1,0,0,no,0.014316150711674028,5
7523,"Viktor Ujcik",29,"Czech Rep.",EURO,70,201,L,2001,266,NULL,82,36,24,60,40,28,11,8,8,16,10,8,0,0,no,0.01318127590578673,5
14452,"Brian Lee",18,USA,USA,75,198,D,2002,71,30,66,5,14,19,115,21,21,1,6,7,41,8,0,0,no,0.010467559833979598,5
58464,"Konstantin Baranov",20,Russia,EURO,71,185,R,2002,126,NULL,31,3,6,9,26,8,3,0,2,2,0,1,0,0,no,0.009448339817127612,5
39313,"Gerard Dicaire",20,Canada,CAN,72,185,D,2002,162,NULL,66,6,46,52,34,-2,22,1,14,15,24,7,0,0,no,0.006429023987304533,5
15947,"Jeremy Van Hoof",20,Canada,CAN,74,185,D,2001,222,NULL,65,1,14,15,49,11,20,3,4,7,27,5,0,0,no,0.006228218302706656,5
52122,"Michal Blazek",19,"Czech Rep.",EURO,74,187,D,2001,167,99,45,9,12,21,110,29,7,0,6,6,6,7,0,0,no,0.005850100849259068,5
21070,"Ivan Tkachenko",23,Russia,EURO,71,187,R,2002,98,NULL,54,16,24,40,61,24,9,5,2,7,4,6,0,0,no,0.005506834040213196,5
14087,"Adam Taylor",18,Canada,CAN,73,205,C,2002,224,87,72,11,23,34,119,8,19,3,4,7,15,10,0,0,no,0.0054099385772089425,5
38457,"Marek Dubec",19,Slovakia,EURO,72,190,L,2001,247,NULL,45,27,15,42,52,30,8,7,2,9,20,7,0,0,no,0.0037872028267784902,5
12044,"Alexandre Rouleau",18,France,EURO,73,192,D,2001,96,135,70,8,17,25,124,16,21,1,0,1,46,9,0,0,no,0.003167190522312525,5
8338,"Martin Chabada",25,"Czech Rep.",EURO,73,203,R,2002,252,NULL,57,19,21,40,121,22,13,4,7,11,4,11,0,0,no,0.002070759823259741,5
14828,"Sergei Mozyakin",21,Russia,EURO,71,185,L,2002,263,NULL,54,34,30,64,10,56,14,10,13,23,4,12,0,0,no,0.0018950462941637488,5
41413,"Mathieu Brunelle",19,Canada,CAN,71,176,L,2002,201,NULL,72,43,64,107,105,14,22,11,13,24,49,14,0,0,no,0.0016426973443789139,5
